       PrDM      T090C      C0S/m       FlSP     Upoly0     Upoly1      Sal00 Sbeox0ML/L  Sigma-t00       SvDM Potemp090C
   2476.000     1.7744   3.135166 7.0462e-02  0.0266921  0.1330933    34.6478     2.2074    27.7071    1497.28     1.6005
   2477.000     1.7738   3.135160 6.9451e-02  0.0263688  0.1330891    34.6479     2.2102    27.7072    1497.29     1.5999
   2478.000     1.7735   3.135172 7.0308e-02  0.0271364  0.1330891    34.6479     2.2096    27.7072    1497.30     1.5994
   2479.000     1.7735   3.135196 6.9477e-02  0.0267794  0.1319260    34.6478     2.2102    27.7071    1497.32     1.5993
   2480.000     1.7729   3.135184 6.9704e-02  0.0249993  0.1330860    34.6478     2.2126    27.7072    1497.34     1.5987
   2481.000     1.7709   3.135062 6.9403e-02  0.0259653  0.1323478    34.6479     2.2151    27.7074    1497.34     1.5966
   2482.000     1.7702   3.135048 6.9374e-02  0.0251437  0.1327266    34.6480     2.2149    27.7075    1497.36     1.5958
   2483.000     1.7696   3.135052 6.8668e-02  0.0246654  0.1305572    34.6482     2.2147    27.7077    1497.37     1.5952
   2484.000     1.7693   3.135078 6.9247e-02  0.0257327  0.1331006    34.6484     2.2144    27.7079    1497.39     1.5948
   2485.000     1.7693   3.135114 6.9985e-02  0.0253182  0.1322507    34.6483     2.2169    27.7079    1497.41     1.5947
   2486.000     1.7685   3.135083 6.9177e-02  0.0247861  0.1322985    34.6483     2.2175    27.7079    1497.42     1.5938
   2487.000     1.7671   3.134990 6.7643e-02  0.0244890  0.1343300    34.6483     2.2168    27.7080    1497.43     1.5923
   2488.000     1.7663   3.134967 6.8833e-02  0.0245489  0.1325643    34.6484     2.2173    27.7081    1497.44     1.5914
   2489.000     1.7658   3.134969 6.8801e-02  0.0240054  0.1333924    34.6484     2.2194    27.7082    1497.46     1.5909
   2490.000     1.7655   3.134977 6.9382e-02  0.0243400  0.1346681    34.6483     2.2204    27.7082    1497.47     1.5905
   2491.000     1.7653   3.135003 6.8996e-02  0.0253592  0.1348261    34.6484     2.2227    27.7082    1497.49     1.5902
   2492.000     1.7647   3.134988 6.9251e-02  0.0252037  0.1366162    34.6484     2.2218    27.7082    1497.50     1.5896
   2493.000     1.7638   3.134952 6.9441e-02  0.0247295  0.1367559    34.6484     2.2240    27.7083    1497.52     1.5886
   2494.000     1.7629   3.134941 6.8115e-02  0.0238594  0.1357010    34.6487     2.2250    27.7087    1497.53     1.5876
   2495.000     1.7629   3.134980 6.8632e-02  0.0246112  0.1361086    34.6488     2.2248    27.7087    1497.55     1.5875
   2496.000     1.7629   3.135024 6.9396e-02  0.0244193  0.1367546    34.6488     2.2267    27.7088    1497.56     1.5874
   2497.000     1.7629   3.135054 6.9414e-02  0.0266881  0.1367521    34.6487     2.2249    27.7087    1497.58     1.5873
   2498.000     1.7629   3.135087 6.9250e-02  0.0271472  0.1376716    34.6487     2.2253    27.7087    1497.60     1.5872
   2499.000     1.7623   3.135075 6.9751e-02  0.0271802  0.1372343    34.6487     2.2277    27.7087    1497.61     1.5865
   2500.000     1.7616   3.135061 6.9877e-02  0.0264033  0.1373608    34.6488     2.2276    27.7088    1497.62     1.5858
   2501.000     1.7615   3.135092 6.9462e-02  0.0260685  0.1373163    34.6488     2.2284    27.7089    1497.64     1.5856
   2502.000     1.7611   3.135097 6.9886e-02  0.0267576  0.1367575    34.6488     2.2280    27.7089    1497.66     1.5851
   2503.000     1.7602   3.135071 6.9185e-02  0.0269530  0.1355958    34.6489     2.2308    27.7090    1497.67     1.5842
   2504.000     1.7596   3.135053 7.0203e-02  0.0271074  0.1343584    34.6489     2.2300    27.7091    1497.68     1.5834
   2505.000     1.7593   3.135065 7.0040e-02  0.0266756  0.1332188    34.6489     2.2301    27.7091    1497.70     1.5831
   2506.000     1.7592   3.135097 6.9846e-02  0.0262221  0.1330864    34.6489     2.2317    27.7091    1497.72     1.5829
   2507.000     1.7577   3.135014 6.8683e-02  0.0259974  0.1325811    34.6490     2.2324    27.7093    1497.73     1.5814
   2508.000     1.7560   3.134916 6.8724e-02  0.0263924  0.1320486    34.6491     2.2341    27.7095    1497.74     1.5796
   2509.000     1.7557   3.134940 6.9586e-02  0.0240833  0.1330759    34.6493     2.2324    27.7096    1497.75     1.5792
   2510.000     1.7558   3.134999 6.9980e-02  0.0235241  0.1320044    34.6494     2.2346    27.7098    1497.77     1.5792
   2511.000     1.7550   3.134958 7.0177e-02  0.0243615  0.1318672    34.6494     2.2376    27.7098    1497.78     1.5783
   2512.000     1.7538   3.134899 6.9775e-02  0.0246061  0.1319917    34.6494     2.2352    27.7099    1497.79     1.5770
   2513.000     1.7532   3.134888 6.9598e-02  0.0245794  0.1330822    34.6494     2.2377    27.7100    1497.81     1.5764
   2514.000     1.7530   3.134924 6.9736e-02  0.0226602  0.1354073    34.6496     2.2398    27.7101    1497.82     1.5761
   2515.000     1.7529   3.134930 6.9597e-02  0.0246425  0.1343137    34.6493     2.2408    27.7099    1497.84     1.5759
   2516.000     1.7526   3.134949 7.0104e-02  0.0245559  0.1343101    34.6494     2.2401    27.7100    1497.86     1.5755
   2517.000     1.7520   3.134939 6.9991e-02  0.0240142  0.1343101    34.6495     2.2424    27.7101    1497.87     1.5748
   2518.000     1.7515   3.134957 6.9034e-02  0.0256290  0.1342639    34.6497     2.2423    27.7103    1497.89     1.5743
   2519.000     1.7512   3.134972 6.9281e-02  0.0253189  0.1343107    34.6498     2.2435    27.7104    1497.90     1.5738
   2520.000     1.7512   3.135004 6.9413e-02  0.0254567  0.1343101    34.6497     2.2432    27.7103    1497.92     1.5738
   2521.000     1.7510   3.135032 6.9789e-02  0.0257686  0.1348867    34.6497     2.2429    27.7104    1497.93     1.5735
   2522.000     1.7509   3.135065 6.9780e-02  0.0246056  0.1355297    34.6498     2.2454    27.7104    1497.95     1.5733
   2523.000     1.7508   3.135105 6.9598e-02  0.0245945  0.1355311    34.6498     2.2449    27.7105    1497.97     1.5732
   2524.000     1.7508   3.135129 6.9875e-02  0.0258608  0.1355311    34.6497     2.2450    27.7103    1497.98     1.5731
   2525.000     1.7505   3.135132 6.9600e-02  0.0259277  0.1367020    34.6496     2.2466    27.7104    1498.00     1.5726
   2526.000     1.7490   3.135051 6.9246e-02  0.0259856  0.1362852    34.6497     2.2458    27.7106    1498.01     1.5711
   2527.000     1.7472   3.134956 7.0602e-02  0.0260171  0.1355205    34.6500     2.2467    27.7109    1498.02     1.5692
   2528.000     1.7465   3.134939 6.9422e-02  0.0249902  0.1348854    34.6500     2.2490    27.7110    1498.03     1.5685
   2529.000     1.7457   3.134922 6.9758e-02  0.0264458  0.1341998    34.6502     2.2490    27.7112    1498.05     1.5676
   2530.000     1.7445   3.134857 6.8962e-02  0.0265963  0.1343099    34.6503     2.2497    27.7113    1498.06     1.5663
   2531.000     1.7435   3.134823 7.0044e-02  0.0260537  0.1343101    34.6504     2.2493    27.7115    1498.07     1.5653
   2532.000     1.7425   3.134774 6.9754e-02  0.0260981  0.1343101    34.6504     2.2509    27.7116    1498.08     1.5642
   2533.000     1.7415   3.134728 6.9147e-02  0.0254960  0.1343101    34.6505     2.2526    27.7117    1498.10     1.5631
   2534.000     1.7412   3.134747 6.9445e-02  0.0256384  0.1332537    34.6505     2.2535    27.7118    1498.11     1.5627
   2535.000     1.7409   3.134765 6.9728e-02  0.0246619  0.1320233    34.6506     2.2549    27.7119    1498.13     1.5623
   2536.000     1.7397   3.134703 6.9406e-02  0.0237143  0.1316449    34.6507     2.2558    27.7120    1498.14     1.5610
   2537.000     1.7390   3.134680 6.9393e-02  0.0237434  0.1317007    34.6506     2.2583    27.7120    1498.15     1.5603
   2538.000     1.7386   3.134705 7.0057e-02  0.0224762  0.1330830    34.6508     2.2591    27.7122    1498.17     1.5598
   2539.000     1.7379   3.134688 6.9042e-02  0.0240023  0.1336913    34.6509     2.2591    27.7124    1498.18     1.5590
   2540.000     1.7376   3.134712 6.9018e-02  0.0245604  0.1342573    34.6511     2.2607    27.7125    1498.20     1.5586
   2541.000     1.7373   3.134727 6.9786e-02  0.0246764  0.1343098    34.6511     2.2616    27.7125    1498.21     1.5583
   2542.000     1.7369   3.134740 6.9197e-02  0.0246241  0.1351814    34.6512     2.2633    27.7126    1498.23     1.5578
   2543.000     1.7363   3.134721 6.9914e-02  0.0245873  0.1349264    34.6511     2.2638    27.7126    1498.24     1.5571
   2544.000     1.7360   3.134723 7.0424e-02  0.0245444  0.1348049    34.6510     2.2653    27.7126    1498.26     1.5567
   2545.000     1.7358   3.134743 6.9229e-02  0.0242988  0.1354171    34.6510     2.2679    27.7125    1498.27     1.5564
   2546.000     1.7355   3.134765 6.9726e-02  0.0259124  0.1342856    34.6511     2.2691    27.7127    1498.29     1.5560
   2547.000     1.7345   3.134737 7.0920e-02  0.0259833  0.1348495    34.6513     2.2707    27.7129    1498.30     1.5550
   2548.000     1.7341   3.134742 6.9436e-02  0.0261399  0.1366343    34.6514     2.2725    27.7130    1498.32     1.5544
   2549.000     1.7332   3.134716 6.9423e-02  0.0273318  0.1355268    34.6515     2.2724    27.7132    1498.33     1.5535
   2550.000     1.7329   3.134730 6.8929e-02  0.0270274  0.1344727    34.6516     2.2729    27.7133    1498.35     1.5531
   2551.000     1.7326   3.134734 7.0532e-02  0.0270738  0.1343122    34.6515     2.2726    27.7132    1498.36     1.5527
   2552.000     1.7318   3.134716 7.0514e-02  0.0271653  0.1335627    34.6516     2.2740    27.7134    1498.37     1.5518
   2553.000     1.7314   3.134716 6.9755e-02  0.0286474  0.1330957    34.6516     2.2750    27.7134    1498.39     1.5514
   2554.000     1.7312   3.134730 6.9599e-02  0.0267091  0.1330891    34.6515     2.2770    27.7133    1498.41     1.5511
   2555.000     1.7309   3.134759 7.0240e-02  0.0260014  0.1318026    34.6516     2.2772    27.7134    1498.42     1.5507
   2556.000     1.7307   3.134776 6.9731e-02  0.0261843  0.1313240    34.6516     2.2778    27.7134    1498.44     1.5504
   2557.000     1.7304   3.134800 6.9021e-02  0.0256310  0.1318781    34.6518     2.2797    27.7136    1498.45     1.5500
   2558.000     1.7303   3.134833 7.0528e-02  0.0245100  0.1318681    34.6518     2.2818    27.7136    1498.47     1.5498
   2559.000     1.7304   3.134873 7.0070e-02  0.0245799  0.1312780    34.6517     2.2812    27.7136    1498.49     1.5498
   2560.000     1.7305   3.134916 6.9745e-02  0.0249070  0.1305526    34.6517     2.2821    27.7135    1498.50     1.5499
   2561.000     1.7305   3.134956 6.8866e-02  0.0258349  0.1305982    34.6517     2.2826    27.7135    1498.52     1.5498
   2562.000     1.7305   3.134986 6.9329e-02  0.0252751  0.1306475    34.6516     2.2831    27.7135    1498.54     1.5497
   2563.000     1.7303   3.135015 6.9304e-02  0.0240242  0.1306471    34.6517     2.2822    27.7135    1498.55     1.5494
   2564.000     1.7296   3.135002 6.9292e-02  0.0246322  0.1305955    34.6518     2.2834    27.7137    1498.57     1.5486
   2565.000     1.7281   3.134919 6.8571e-02  0.0245665  0.1306471    34.6519     2.2837    27.7138    1498.58     1.5471
   2566.000     1.7273   3.134894 6.9137e-02  0.0246739  0.1307484    34.6519     2.2846    27.7140    1498.59     1.5462
   2567.000     1.7273   3.134926 6.9731e-02  0.0242854  0.1330373    34.6519     2.2838    27.7139    1498.61     1.5460
   2568.000     1.7269   3.134930 6.9839e-02  0.0235816  0.1333267    34.6519     2.2870    27.7139    1498.62     1.5456
   2569.000     1.7267   3.134951 6.9901e-02  0.0244039  0.1337260    34.6518     2.2865    27.7139    1498.64     1.5453
   2570.000     1.7258   3.134921 6.9592e-02  0.0253811  0.1338792    34.6520     2.2879    27.7141    1498.65     1.5444
   2571.000     1.7251   3.134905 6.9436e-02  0.0247862  0.1343142    34.6521     2.2885    27.7142    1498.67     1.5436
   2572.000     1.7247   3.134921 6.9963e-02  0.0239928  0.1348595    34.6522     2.2889    27.7143    1498.68     1.5431
   2573.000     1.7244   3.134928 6.8372e-02  0.0245571  0.1356688    34.6522     2.2905    27.7144    1498.70     1.5427
   2574.000     1.7228   3.134833 6.9020e-02  0.0249990  0.1367537    34.6522     2.2896    27.7145    1498.71     1.5410
   2575.000     1.7213   3.134746 6.9210e-02  0.0255730  0.1357944    34.6523     2.2904    27.7147    1498.72     1.5395
   2576.000     1.7189   3.134595 6.9917e-02  0.0253129  0.1354813    34.6525     2.2906    27.7150    1498.72     1.5370
   2577.000     1.7175   3.134520 6.9466e-02  0.0254412  0.1359548    34.6527     2.2921    27.7153    1498.73     1.5355
   2578.000     1.7151   3.134366 6.9378e-02  0.0250639  0.1367227    34.6528     2.2938    27.7155    1498.74     1.5331
   2579.000     1.7138   3.134291 6.9234e-02  0.0253656  0.1354612    34.6528     2.2960    27.7157    1498.75     1.5317
   2580.000     1.7131   3.134271 6.9163e-02  0.0245603  0.1368191    34.6528     2.2990    27.7157    1498.77     1.5310
   2581.000     1.7131   3.134323 6.8860e-02  0.0245661  0.1367521    34.6530     2.2980    27.7159    1498.78     1.5309
   2582.000     1.7130   3.134370 6.8500e-02  0.0250277  0.1367521    34.6532     2.3008    27.7161    1498.80     1.5307
   2583.000     1.7130   3.134401 6.9015e-02  0.0258282  0.1367521    34.6531     2.3024    27.7160    1498.82     1.5306
   2584.000     1.7128   3.134435 6.9188e-02  0.0246362  0.1367521    34.6532     2.3020    27.7161    1498.83     1.5304
   2585.000     1.7129   3.134478 7.0003e-02  0.0244201  0.1377690    34.6532     2.3023    27.7161    1498.85     1.5303
   2586.000     1.7126   3.134496 6.9783e-02  0.0250824  0.1378499    34.6532     2.3033    27.7161    1498.87     1.5300
   2587.000     1.7124   3.134514 6.9114e-02  0.0258981  0.1375370    34.6532     2.3036    27.7161    1498.88     1.5297
   2588.000     1.7122   3.134525 6.9584e-02  0.0263043  0.1359525    34.6531     2.3044    27.7160    1498.90     1.5294
   2589.000     1.7118   3.134531 6.9597e-02  0.0265165  0.1343264    34.6531     2.3061    27.7161    1498.91     1.5289
   2590.000     1.7112   3.134518 6.9597e-02  0.0267831  0.1334835    34.6532     2.3071    27.7162    1498.93     1.5282
   2591.000     1.7106   3.134508 6.9917e-02  0.0267545  0.1330930    34.6532     2.3080    27.7163    1498.94     1.5275
   2592.000     1.7098   3.134485 6.9833e-02  0.0252432  0.1327732    34.6533     2.3080    27.7164    1498.96     1.5267
   2593.000     1.7090   3.134467 6.8564e-02  0.0245136  0.1318631    34.6534     2.3091    27.7165    1498.97     1.5258
   2594.000     1.7090   3.134513 6.9433e-02  0.0245867  0.1319238    34.6535     2.3093    27.7166    1498.99     1.5257
   2595.000     1.7091   3.134563 6.9051e-02  0.0239978  0.1330790    34.6535     2.3102    27.7166    1499.00     1.5257
   2596.000     1.7093   3.134612 6.9594e-02  0.0239703  0.1321311    34.6535     2.3106    27.7166    1499.02     1.5258
   2597.000     1.7091   3.134634 6.9218e-02  0.0245386  0.1323146    34.6535     2.3113    27.7166    1499.04     1.5255
   2598.000     1.7085   3.134629 6.9591e-02  0.0236621  0.1330777    34.6536     2.3123    27.7167    1499.05     1.5248
   2599.000     1.7082   3.134642 6.9761e-02  0.0222753  0.1330891    34.6536     2.3123    27.7168    1499.07     1.5244
   2600.000     1.7075   3.134617 6.9210e-02  0.0232137  0.1341118    34.6536     2.3138    27.7168    1499.08     1.5237
   2601.000     1.7066   3.134577 6.9013e-02  0.0237028  0.1338105    34.6536     2.3141    27.7168    1499.09     1.5227
   2602.000     1.7062   3.134590 6.8834e-02  0.0246147  0.1362300    34.6537     2.3147    27.7170    1499.11     1.5222
   2603.000     1.7057   3.134596 6.9609e-02  0.0245252  0.1344427    34.6539     2.3169    27.7171    1499.12     1.5216
   2604.000     1.7052   3.134594 6.9248e-02  0.0246526  0.1355315    34.6539     2.3165    27.7172    1499.14     1.5210
   2605.000     1.7044   3.134571 6.9212e-02  0.0248047  0.1366171    34.6539     2.3171    27.7173    1499.15     1.5202
   2606.000     1.7029   3.134491 7.0135e-02  0.0258725  0.1360869    34.6540     2.3194    27.7175    1499.16     1.5186
   2607.000     1.7023   3.134488 6.9076e-02  0.0235664  0.1351887    34.6542     2.3182    27.7176    1499.18     1.5180
   2608.000     1.7019   3.134492 6.9420e-02  0.0261743  0.1342802    34.6542     2.3190    27.7177    1499.19     1.5175
   2609.000     1.7018   3.134510 7.0162e-02  0.0265126  0.1343085    34.6541     2.3207    27.7176    1499.21     1.5173
   2610.000     1.7013   3.134505 7.0601e-02  0.0262347  0.1343101    34.6541     2.3214    27.7177    1499.22     1.5167
   2611.000     1.7006   3.134485 6.9167e-02  0.0268923  0.1343101    34.6541     2.3229    27.7177    1499.24     1.5159
   2612.000     1.7000   3.134482 6.8768e-02  0.0263475  0.1343101    34.6543     2.3247    27.7179    1499.25     1.5152
   2613.000     1.6992   3.134462 6.9614e-02  0.0272595  0.1335364    34.6544     2.3264    27.7181    1499.27     1.5143
   2614.000     1.6991   3.134509 6.8831e-02  0.0262472  0.1330871    34.6546     2.3270    27.7182    1499.28     1.5142
   2615.000     1.6990   3.134525 6.8551e-02  0.0260485  0.1325092    34.6545     2.3268    27.7181    1499.30     1.5139
   2616.000     1.6982   3.134504 6.9022e-02  0.0259618  0.1319933    34.6545     2.3283    27.7182    1499.31     1.5131
   2617.000     1.6980   3.134525 6.7757e-02  0.0253315  0.1330965    34.6546     2.3279    27.7183    1499.33     1.5128
   2618.000     1.6977   3.134549 6.9581e-02  0.0238513  0.1310715    34.6547     2.3281    27.7184    1499.34     1.5125
   2619.000     1.6976   3.134562 6.9049e-02  0.0248151  0.1298361    34.6545     2.3314    27.7183    1499.36     1.5122
   2620.000     1.6974   3.134582 6.9154e-02  0.0252682  0.1310424    34.6545     2.3320    27.7182    1499.38     1.5120
   2621.000     1.6975   3.134623 6.9436e-02  0.0245362  0.1299251    34.6544     2.3339    27.7182    1499.39     1.5119
   2622.000     1.6975   3.134672 6.8795e-02  0.0246849  0.1316069    34.6545     2.3332    27.7183    1499.41     1.5119
   2623.000     1.6974   3.134713 6.9609e-02  0.0239651  0.1318728    34.6546     2.3335    27.7184    1499.43     1.5117
   2624.000     1.6973   3.134747 6.8770e-02  0.0243581  0.1318681    34.6547     2.3347    27.7184    1499.44     1.5115
   2625.000     1.6973   3.134793 6.9607e-02  0.0251077  0.1312499    34.6548     2.3339    27.7185    1499.46     1.5114
   2626.000     1.6970   3.134812 6.8212e-02  0.0261844  0.1294104    34.6549     2.3348    27.7186    1499.48     1.5110
   2627.000     1.6970   3.134854 6.9182e-02  0.0248282  0.1302298    34.6549     2.3341    27.7186    1499.49     1.5110
   2628.000     1.6968   3.134864 6.9790e-02  0.0253197  0.1309042    34.6548     2.3364    27.7186    1499.51     1.5106
   2629.000     1.6965   3.134862 6.9144e-02  0.0252085  0.1322337    34.6547     2.3361    27.7185    1499.53     1.5102
   2630.000     1.6960   3.134868 6.9792e-02  0.0249551  0.1319153    34.6548     2.3374    27.7186    1499.54     1.5097
   2631.000     1.6955   3.134860 6.8789e-02  0.0245735  0.1328350    34.6547     2.3367    27.7186    1499.55     1.5091
   2632.000     1.6946   3.134826 6.7945e-02  0.0246033  0.1330903    34.6548     2.3381    27.7187    1499.57     1.5081
   2633.000     1.6927   3.134712 6.9019e-02  0.0244199  0.1334107    34.6549     2.3379    27.7190    1499.58     1.5062
   2634.000     1.6909   3.134606 6.9229e-02  0.0245411  0.1343025    34.6551     2.3388    27.7193    1499.59     1.5043
   2635.000     1.6900   3.134590 6.9413e-02  0.0245421  0.1343101    34.6553     2.3391    27.7195    1499.60     1.5034
   2636.000     1.6897   3.134595 6.9120e-02  0.0247378  0.1343101    34.6553     2.3413    27.7195    1499.61     1.5030
   2637.000     1.6895   3.134620 6.8839e-02  0.0240766  0.1356079    34.6553     2.3422    27.7195    1499.63     1.5027
   2638.000     1.6893   3.134645 6.8892e-02  0.0249679  0.1367331    34.6553     2.3429    27.7195    1499.65     1.5024
   2639.000     1.6889   3.134642 6.9724e-02  0.0252314  0.1367521    34.6553     2.3432    27.7195    1499.66     1.5019
   2640.000     1.6883   3.134634 6.9738e-02  0.0246104  0.1367521    34.6554     2.3457    27.7197    1499.68     1.5012
   2641.000     1.6879   3.134638 6.9443e-02  0.0245214  0.1361392    34.6554     2.3466    27.7197    1499.69     1.5007
   2642.000     1.6875   3.134655 6.9596e-02  0.0259132  0.1360483    34.6555     2.3486    27.7198    1499.71     1.5002
   2643.000     1.6872   3.134650 6.9154e-02  0.0270910  0.1367299    34.6553     2.3490    27.7197    1499.72     1.4999
   2644.000     1.6866   3.134643 6.9022e-02  0.0267785  0.1358561    34.6555     2.3500    27.7199    1499.74     1.4991
   2645.000     1.6849   3.134549 6.8558e-02  0.0269146  0.1355208    34.6556     2.3507    27.7201    1499.75     1.4974
   2646.000     1.6831   3.134457 6.9615e-02  0.0264658  0.1344015    34.6559     2.3525    27.7205    1499.75     1.4956
   2647.000     1.6819   3.134405 6.9421e-02  0.0258674  0.1334279    34.6561     2.3532    27.7207    1499.77     1.4943
   2648.000     1.6816   3.134425 6.9934e-02  0.0261982  0.1325837    34.6562     2.3547    27.7208    1499.78     1.4939
   2649.000     1.6814   3.134446 6.9048e-02  0.0269433  0.1326652    34.6562     2.3569    27.7208    1499.80     1.4936
   2650.000     1.6814   3.134475 6.9091e-02  0.0274429  0.1337852    34.6561     2.3576    27.7207    1499.81     1.4935
   2651.000     1.6813   3.134511 6.9219e-02  0.0253695  0.1336349    34.6561     2.3589    27.7208    1499.83     1.4934
   2652.000     1.6815   3.134567 7.0324e-02  0.0266050  0.1336050    34.6562     2.3604    27.7208    1499.85     1.4934
   2653.000     1.6813   3.134597 6.8849e-02  0.0262726  0.1317501    34.6563     2.3613    27.7209    1499.87     1.4932
   2654.000     1.6812   3.134634 6.9282e-02  0.0261176  0.1311202    34.6564     2.3617    27.7210    1499.88     1.4930
   2655.000     1.6812   3.134668 6.9602e-02  0.0259033  0.1322024    34.6563     2.3626    27.7209    1499.90     1.4929
   2656.000     1.6813   3.134722 6.9597e-02  0.0269352  0.1331049    34.6564     2.3627    27.7210    1499.92     1.4929
   2657.000     1.6812   3.134742 6.9117e-02  0.0272347  0.1330891    34.6562     2.3638    27.7209    1499.93     1.4927
   2658.000     1.6809   3.134763 6.9276e-02  0.0262404  0.1318868    34.6564     2.3639    27.7210    1499.95     1.4923
   2659.000     1.6805   3.134764 6.8257e-02  0.0243154  0.1328471    34.6563     2.3650    27.7210    1499.96     1.4918
   2660.000     1.6804   3.134789 6.9578e-02  0.0244525  0.1317786    34.6563     2.3654    27.7210    1499.98     1.4916
   2661.000     1.6803   3.134820 6.9312e-02  0.0246097  0.1300319    34.6563     2.3664    27.7210    1500.00     1.4914
   2662.000     1.6799   3.134828 6.7864e-02  0.0247265  0.1294192    34.6564     2.3674    27.7211    1500.01     1.4910
   2663.000     1.6792   3.134820 6.9302e-02  0.0248106  0.1305477    34.6565     2.3681    27.7212    1500.03     1.4902
   2664.000     1.6789   3.134838 6.8721e-02  0.0246515  0.1306478    34.6566     2.3691    27.7214    1500.04     1.4898
   2665.000     1.6779   3.134785 6.9054e-02  0.0244774  0.1298366    34.6565     2.3682    27.7214    1500.05     1.4887
   2666.000     1.6760   3.134674 7.0163e-02  0.0256585  0.1297295    34.6568     2.3706    27.7217    1500.06     1.4868
   2667.000     1.6731   3.134486 6.8516e-02  0.0250977  0.1306369    34.6571     2.3711    27.7222    1500.07     1.4838
   2668.000     1.6725   3.134489 6.7867e-02  0.0239783  0.1317317    34.6572     2.3714    27.7223    1500.08     1.4832
   2669.000     1.6724   3.134513 6.8199e-02  0.0235507  0.1318672    34.6572     2.3743    27.7224    1500.10     1.4829
   2670.000     1.6722   3.134526 6.9720e-02  0.0236219  0.1323348    34.6571     2.3750    27.7223    1500.11     1.4827
   2671.000     1.6720   3.134544 6.9486e-02  0.0240370  0.1330602    34.6571     2.3771    27.7222    1500.13     1.4824
   2672.000     1.6719   3.134566 6.9254e-02  0.0247226  0.1331741    34.6570     2.3795    27.7222    1500.15     1.4822
   2673.000     1.6717   3.134598 6.9608e-02  0.0245096  0.1348080    34.6571     2.3808    27.7223    1500.16     1.4819
   2674.000     1.6716   3.134642 6.9331e-02  0.0254397  0.1355009    34.6573     2.3815    27.7225    1500.18     1.4817
   2675.000     1.6711   3.134628 6.7820e-02  0.0252129  0.1362874    34.6572     2.3830    27.7224    1500.19     1.4811
   2676.000     1.6694   3.134533 6.8739e-02  0.0248207  0.1367599    34.6573     2.3827    27.7226    1500.20     1.4794
   2677.000     1.6671   3.134399 6.9613e-02  0.0255316  0.1365656    34.6577     2.3845    27.7231    1500.21     1.4770
   2678.000     1.6668   3.134411 6.9410e-02  0.0257682  0.1355094    34.6577     2.3846    27.7231    1500.23     1.4766
   2679.000     1.6669   3.134468 6.9423e-02  0.0245903  0.1355311    34.6578     2.3859    27.7232    1500.24     1.4767
   2680.000     1.6668   3.134494 6.9078e-02  0.0261458  0.1355311    34.6577     2.3874    27.7231    1500.26     1.4765
   2681.000     1.6666   3.134517 6.8933e-02  0.0258667  0.1359697    34.6577     2.3903    27.7232    1500.28     1.4762
   2682.000     1.6665   3.134557 6.9009e-02  0.0261235  0.1360663    34.6579     2.3915    27.7233    1500.29     1.4760
   2683.000     1.6666   3.134588 6.9268e-02  0.0270533  0.1349003    34.6577     2.3918    27.7231    1500.31     1.4760
   2684.000     1.6667   3.134631 6.8602e-02  0.0267761  0.1338535    34.6577     2.3937    27.7231    1500.33     1.4760
   2685.000     1.6667   3.134667 6.9749e-02  0.0272083  0.1324678    34.6577     2.3945    27.7232    1500.34     1.4759
   2686.000     1.6665   3.134709 6.8356e-02  0.0272110  0.1330387    34.6579     2.3964    27.7233    1500.36     1.4756
   2687.000     1.6667   3.134760 6.7943e-02  0.0271667  0.1330898    34.6579     2.3954    27.7233    1500.38     1.4757
   2688.000     1.6666   3.134794 6.8779e-02  0.0273360  0.1330891    34.6579     2.3954    27.7233    1500.40     1.4755
   2689.000     1.6657   3.134760 6.9396e-02  0.0272487  0.1321374    34.6580     2.3963    27.7235    1500.41     1.4745
   2690.000     1.6651   3.134747 6.8696e-02  0.0267504  0.1318734    34.6580     2.3974    27.7235    1500.42     1.4739
   2691.000     1.6641   3.134705 6.9435e-02  0.0260822  0.1318681    34.6581     2.3979    27.7236    1500.44     1.4728
   2692.000     1.6640   3.134721 6.8779e-02  0.0252581  0.1318681    34.6579     2.3991    27.7235    1500.45     1.4726
   2693.000     1.6640   3.134774 6.8455e-02  0.0246627  0.1325106    34.6581     2.3999    27.7236    1500.47     1.4725
   2694.000     1.6639   3.134813 6.8755e-02  0.0245598  0.1315299    34.6582     2.4003    27.7237    1500.49     1.4724
   2695.000     1.6638   3.134838 6.9436e-02  0.0248439  0.1312319    34.6582     2.4011    27.7237    1500.50     1.4721
   2696.000     1.6634   3.134849 6.8993e-02  0.0246268  0.1323598    34.6582     2.4012    27.7238    1500.52     1.4717
   2697.000     1.6620   3.134777 6.9444e-02  0.0246083  0.1326132    34.6583     2.4033    27.7240    1500.53     1.4702
   2698.000     1.6617   3.134779 6.7456e-02  0.0236353  0.1318807    34.6583     2.4052    27.7240    1500.54     1.4698
   2699.000     1.6618   3.134831 6.9504e-02  0.0237121  0.1325457    34.6583     2.4054    27.7240    1500.56     1.4698
   2700.000     1.6613   3.134844 6.8775e-02  0.0242907  0.1320893    34.6586     2.4076    27.7243    1500.58     1.4692
   2701.000     1.6605   3.134811 6.9606e-02  0.0235237  0.1318656    34.6585     2.4073    27.7243    1500.59     1.4683
   2702.000     1.6604   3.134857 6.8025e-02  0.0234314  0.1332657    34.6587     2.4100    27.7244    1500.61     1.4682
   2703.000     1.6598   3.134837 6.8814e-02  0.0233924  0.1339146    34.6586     2.4100    27.7244    1500.62     1.4675
