       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM      DepSM
    223.000    14.6286   4.262990    2.89975 6.6385e-02  0.1128825  0.1089471    34.9800    26.0375    14.5954    1509.12    221.655
    224.000    14.6034   4.262456    2.90816 6.6755e-02  0.1131620  0.1113675    34.9973    26.0563    14.5701    1509.08    222.649
    225.000    14.5656   4.261353    2.89995 6.5654e-02  0.1156697  0.1128975    35.0209    26.0827    14.5321    1509.00    223.642
    226.000    14.4617   4.251714    2.89023 6.5811e-02  0.1242365  0.1144252    35.0255    26.1086    14.4283    1508.69    224.636
    227.000    14.3086   4.236601    2.90786 6.6115e-02  0.1195564  0.1111769    35.0240    26.1402    14.2753    1508.21    225.629
    228.000    14.2139   4.227831    2.91168 6.5795e-02  0.1153974  0.1085045    35.0282    26.1636    14.1806    1507.93    226.622
    229.000    14.1214   4.217303    2.91184 6.6933e-02  0.1168694  0.1173576    35.0140    26.1723    14.0881    1507.63    227.616
    230.000    14.0816   4.213581    2.85152 6.5552e-02  0.1173894  0.1160623    35.0151    26.1816    14.0482    1507.52    228.609
    231.000    14.0360   4.208711    2.84070 6.6210e-02  0.1178753  0.1124133    35.0109    26.1879    14.0025    1507.38    229.603
    232.000    13.8843   4.191761    2.89763 6.5253e-02  0.1133005  0.1167262    34.9904    26.2040    13.8509    1506.88    230.596
    233.000    13.7905   4.181086    2.88155 6.7815e-02  0.1112604  0.1121631    34.9757    26.2122    13.7571    1506.57    231.589
    234.000    13.7671   4.178390    2.88144 6.8754e-02  0.1121241  0.1112097    34.9714    26.2138    13.7337    1506.51    232.583
    235.000    13.7625   4.178214    2.88132 6.7337e-02  0.1183059  0.1158443    34.9735    26.2164    13.7289    1506.51    233.576
    236.000    13.7475   4.176368    2.88039 6.7468e-02  0.1224089  0.1207155    34.9696    26.2164    13.7137    1506.47    234.569
    237.000    13.7337   4.174702    2.88378 6.6719e-02  0.1201318  0.1171872    34.9661    26.2167    13.6998    1506.44    235.563
    238.000    13.7091   4.171817    2.85391 6.6959e-02  0.1121330  0.1131970    34.9611    26.2179    13.6751    1506.37    236.556
    239.000    13.5387   4.152270    2.81883 6.7976e-02  0.1157127  0.1131747    34.9327    26.2311    13.5049    1505.79    237.550
    240.000    13.4141   4.138813    2.80005 6.9826e-02  0.1215208  0.1166634    34.9194    26.2464    13.3804    1505.38    238.543
    241.000    13.3750   4.134742    2.80314 6.7907e-02  0.1273591  0.1225452    34.9164    26.2521    13.3412    1505.26    239.536
    242.000    13.3347   4.130893    2.80199 6.9269e-02  0.1224168  0.1180301    34.9165    26.2604    13.3008    1505.15    240.530
    243.000    13.3006   4.127680    2.80460 6.8184e-02  0.1188549  0.1125382    34.9170    26.2678    13.2666    1505.05    241.523
    244.000    13.2842   4.126312    2.80119 6.7257e-02  0.1154956  0.1098328    34.9187    26.2724    13.2501    1505.02    242.516
    245.000    13.2673   4.124826    2.79752 6.7745e-02  0.1159454  0.1175633    34.9197    26.2766    13.2331    1504.98    243.510
    246.000    13.2503   4.123396    2.79398 6.8305e-02  0.1212925  0.1200701    34.9213    26.2813    13.2160    1504.94    244.503
    247.000    13.2189   4.120677    2.78290 6.9643e-02  0.1214290  0.1190322    34.9240    26.2898    13.1845    1504.86    245.496
    248.000    13.1926   4.118229    2.77493 6.9595e-02  0.1165176  0.1126483    34.9244    26.2955    13.1581    1504.79    246.490
    249.000    13.1649   4.115674    2.77178 6.8617e-02  0.1106396  0.1167427    34.9253    26.3017    13.1303    1504.71    247.483
    250.000    13.1356   4.112822    2.75204 6.9345e-02  0.1164117  0.1195017    34.9247    26.3072    13.1009    1504.63    248.476
    251.000    13.0929   4.108677    2.73551 6.8985e-02  0.1180737  0.1191283    34.9241    26.3154    13.0582    1504.50    249.470
    252.000    13.0621   4.105940    2.73120 6.7756e-02  0.1230658  0.1205008    34.9261    26.3232    13.0272    1504.42    250.463
    253.000    13.0520   4.105089    2.73194 6.6813e-02  0.1239872  0.1197397    34.9268    26.3258    13.0170    1504.40    251.456
    254.000    13.0293   4.103141    2.73148 6.7661e-02  0.1182488  0.1199697    34.9287    26.3318    12.9943    1504.35    252.449
    255.000    13.0104   4.101513    2.72751 6.8578e-02  0.1131361  0.1198819    34.9303    26.3368    12.9752    1504.30    253.443
    256.000    12.9821   4.099086    2.72813 7.0104e-02  0.1215315  0.1204574    34.9328    26.3445    12.9468    1504.22    254.436
    257.000    12.9683   4.097944    2.72444 6.8739e-02  0.1240079  0.1210598    34.9342    26.3483    12.9330    1504.20    255.429
    258.000    12.9560   4.096862    2.72231 6.8135e-02  0.1198482  0.1193954    34.9348    26.3513    12.9205    1504.17    256.422
    259.000    12.9393   4.095314    2.72102 6.7813e-02  0.1245937  0.1205365    34.9350    26.3547    12.9038    1504.13    257.416
    260.000    12.9302   4.094484    2.72176 6.7515e-02  0.1158248  0.1176746    34.9351    26.3566    12.8945    1504.12    258.409
    261.000    12.9286   4.094388    2.72205 6.7195e-02  0.1143636  0.1201081    34.9352    26.3570    12.8928    1504.13    259.402
    262.000    12.9260   4.094178    2.71650 6.6961e-02  0.1155328  0.1173890    34.9352    26.3575    12.8900    1504.14    260.395
    263.000    12.9211   4.093782    2.71869 6.7035e-02  0.1225615  0.1157790    34.9355    26.3588    12.8850    1504.14    261.389
    264.000    12.9205   4.093780    2.71968 6.8716e-02  0.1176290  0.1129589    34.9357    26.3590    12.8842    1504.15    262.382
    265.000    12.9187   4.093680    2.72091 6.8414e-02  0.1108685  0.1159065    34.9360    26.3596    12.8823    1504.16    263.375
    266.000    12.9148   4.093371    2.71902 6.7526e-02  0.1144435  0.1134723    34.9362    26.3605    12.8783    1504.17    264.368
    267.000    12.9074   4.092698    2.72232 6.6947e-02  0.1160515  0.1179421    34.9362    26.3620    12.8707    1504.16    265.362
    268.000    12.8986   4.091814    2.71182 6.9599e-02  0.1209095  0.1172112    34.9354    26.3631    12.8619    1504.14    266.355
    269.000    12.8716   4.088961    2.69460 6.8558e-02  0.1222833  0.1190884    34.9326    26.3664    12.8348    1504.07    267.348
    270.000    12.8272   4.084211    2.66969 6.7159e-02  0.1233134  0.1236934    34.9279    26.3716    12.7903    1503.93    268.341
    271.000    12.7762   4.078767    2.64883 6.7284e-02  0.1138182  0.1167539    34.9224    26.3775    12.7393    1503.77    269.335
    272.000    12.7195   4.072709    2.62619 6.7478e-02  0.1122268  0.1152802    34.9164    26.3841    12.6825    1503.59    270.328
    273.000    12.6610   4.066412    2.59552 6.7844e-02  0.1235906  0.1177416    34.9097    26.3905    12.6240    1503.40    271.321
    274.000    12.5792   4.057586    2.53549 7.2594e-02  0.1282231  0.1196456    34.9003    26.3993    12.5422    1503.13    272.314
    275.000    12.4369   4.042086    2.46445 6.7813e-02  0.1266094  0.1198406    34.8825    26.4134    12.4001    1502.64    273.307
    276.000    12.2731   4.025977    2.40662 6.9214e-02  0.1220868  0.1204347    34.8785    26.4422    12.2365    1502.10    274.300
    277.000    12.1907   4.015937    2.38931 6.8547e-02  0.1179950  0.1184633    34.8575    26.4418    12.1541    1501.81    275.294
    278.000    12.0997   4.006162    2.37529 6.9168e-02  0.1195459  0.1192327    34.8470    26.4511    12.0631    1501.50    276.287
    279.000    12.0647   4.002157    2.35419 6.8833e-02  0.1233736  0.1259699    34.8402    26.4526    12.0281    1501.39    277.280
    280.000    11.9972   3.995162    2.31645 7.0145e-02  0.1277777  0.1259237    34.8346    26.4612    11.9606    1501.17    278.273
    281.000    11.9470   3.989967    2.28217 7.0655e-02  0.1253525  0.1282085    34.8304    26.4675    11.9104    1501.01    279.266
    282.000    11.9028   3.985543    2.25646 7.0623e-02  0.1218766  0.1168388    34.8280    26.4740    11.8662    1500.87    280.259
    283.000    11.8700   3.982388    2.24489 7.2635e-02  0.1190378  0.1179715    34.8275    26.4798    11.8333    1500.77    281.253
    284.000    11.8633   3.981938    2.25105 7.1625e-02  0.1156314  0.1186367    34.8289    26.4822    11.8265    1500.77    282.246
    285.000    11.8489   3.980513    2.23378 7.1052e-02  0.1234203  0.1198301    34.8280    26.4843    11.8119    1500.73    283.239
    286.000    11.7980   3.975745    2.18587 7.1832e-02  0.1277698  0.1269895    34.8285    26.4943    11.7610    1500.57    284.232
    287.000    11.7624   3.972168    2.16052 7.1370e-02  0.1204406  0.1255606    34.8264    26.4994    11.7254    1500.47    285.225
    288.000    11.7419   3.969963    2.16722 7.2458e-02  0.1204251  0.1188788    34.8235    26.5010    11.7048    1500.41    286.218
    289.000    11.7236   3.967964    2.17200 7.2233e-02  0.1232344  0.1218672    34.8206    26.5022    11.6864    1500.36    287.211
    290.000    11.7092   3.966550    2.15500 7.1992e-02  0.1244192  0.1241909    34.8199    26.5043    11.6719    1500.32    288.205
    291.000    11.7055   3.966519    2.11596 7.2785e-02  0.1311418  0.1263026    34.8226    26.5071    11.6681    1500.33    289.198
    292.000    11.7052   3.966897    2.09517 7.1645e-02  0.1320646  0.1252335    34.8261    26.5099    11.6676    1500.35    290.191
    293.000    11.7044   3.966914    2.09232 7.2713e-02  0.1301161  0.1242340    34.8266    26.5105    11.6667    1500.36    291.184
    294.000    11.7045   3.967308    2.06577 7.3061e-02  0.1263255  0.1200282    34.8299    26.5130    11.6667    1500.38    292.177
    295.000    11.6999   3.967084    2.05047 7.2431e-02  0.1247693  0.1201394    34.8316    26.5152    11.6620    1500.39    293.170
    296.000    11.6960   3.966711    2.05181 7.2094e-02  0.1217763  0.1238472    34.8312    26.5156    11.6580    1500.39    294.163
    297.000    11.6780   3.964864    2.05363 7.2296e-02  0.1347290  0.1270223    34.8295    26.5176    11.6399    1500.34    295.156
    298.000    11.6743   3.964553    2.05201 7.2787e-02  0.1325253  0.1251967    34.8295    26.5183    11.6360    1500.35    296.149
    299.000    11.6715   3.964341    2.04856 7.2346e-02  0.1259080  0.1199261    34.8296    26.5190    11.6331    1500.35    297.142
    300.000    11.6688   3.964123    2.04723 7.2699e-02  0.1239989  0.1204543    34.8296    26.5195    11.6302    1500.36    298.135
    301.000    11.6664   3.963953    2.04467 7.1645e-02  0.1190553  0.1153648    34.8297    26.5200    11.6278    1500.37    299.129
    302.000    11.6647   3.963845    2.04493 7.1848e-02  0.1266837  0.1264616    34.8299    26.5205    11.6259    1500.38    300.122
    303.000    11.6635   3.963779    2.04065 7.1455e-02  0.1266154  0.1269922    34.8298    26.5206    11.6246    1500.39    301.115
    304.000    11.6615   3.963644    2.04045 7.3272e-02  0.1206788  0.1191795    34.8300    26.5212    11.6224    1500.40    302.108
    305.000    11.6582   3.963364    2.03207 7.2688e-02  0.1211126  0.1175011    34.8299    26.5217    11.6191    1500.40    303.101
    306.000    11.6561   3.963185    2.03640 7.2315e-02  0.1184868  0.1225136    34.8296    26.5219    11.6168    1500.41    304.094
    307.000    11.6501   3.962542    2.03520 7.1116e-02  0.1282000  0.1296375    34.8285    26.5221    11.6107    1500.41    305.087
    308.000    11.6462   3.962145    2.03449 7.2789e-02  0.1295896  0.1252728    34.8278    26.5223    11.6067    1500.41    306.080
    309.000    11.6373   3.961211    2.02814 7.2122e-02  0.1268918  0.1221689    34.8266    26.5231    11.5977    1500.39    307.073
    310.000    11.6267   3.960103    2.02503 7.2073e-02  0.1242859  0.1222480    34.8252    26.5240    11.5870    1500.37    308.066
    311.000    11.6128   3.958682    2.02442 7.1094e-02  0.1245076  0.1200690    34.8239    26.5256    11.5729    1500.34    309.059
    312.000    11.5870   3.955914    2.01956 7.2374e-02  0.1207197  0.1230563    34.8204    26.5277    11.5471    1500.26    310.052
    313.000    11.5612   3.953086    2.01642 7.2613e-02  0.1327498  0.1342758    34.8164    26.5293    11.5213    1500.18    311.045
    314.000    11.5395   3.950763    2.00975 7.1657e-02  0.1229465  0.1283011    34.8134    26.5311    11.4995    1500.12    312.038
    315.000    11.5151   3.948167    2.00513 7.2574e-02  0.1234376  0.1209193    34.8104    26.5333    11.4750    1500.05    313.031
    316.000    11.5002   3.946661    2.00557 7.2609e-02  0.1207125  0.1238025    34.8091    26.5350    11.4600    1500.01    314.024
    317.000    11.4783   3.944401    2.00736 7.3255e-02  0.1260725  0.1237808    34.8069    26.5374    11.4380    1499.95    315.017
    318.000    11.4303   3.939226    1.98705 7.2012e-02  0.1312430  0.1299108    34.8006    26.5414    11.3900    1499.79    316.010
    319.000    11.3715   3.932917    1.93922 7.2150e-02  0.1231031  0.1260613    34.7932    26.5465    11.3312    1499.59    317.003
    320.000    11.3213   3.927655    1.89553 7.2642e-02  0.1249352  0.1226597    34.7880    26.5517    11.2810    1499.43    317.996
    321.000    11.3031   3.925815    1.86288 7.4662e-02  0.1272818  0.1283212    34.7865    26.5539    11.2627    1499.38    318.989
    322.000    11.2622   3.921696    1.79920 7.3842e-02  0.1332441  0.1338979    34.7837    26.5593    11.2218    1499.25    319.982
    323.000    11.2243   3.917923    1.74610 7.3554e-02  0.1250316  0.1276232    34.7816    26.5646    11.1838    1499.13    320.975
    324.000    11.2009   3.915649    1.73512 7.3605e-02  0.1240844  0.1270526    34.7807    26.5682    11.1603    1499.07    321.968
    325.000    11.1780   3.913368    1.72018 7.4957e-02  0.1326150  0.1328245    34.7792    26.5712    11.1374    1499.00    322.961
    326.000    11.1493   3.910467    1.66979 7.4738e-02  0.1328803  0.1286463    34.7771    26.5748    11.1086    1498.91    323.954
    327.000    11.1194   3.907480    1.63886 7.5908e-02  0.1299610  0.1227342    34.7751    26.5787    11.0787    1498.82    324.947
    328.000    11.1018   3.905780    1.63406 7.6432e-02  0.1262777  0.1234380    34.7744    26.5813    11.0610    1498.78    325.939
    329.000    11.0898   3.904669    1.63623 7.5114e-02  0.1270077  0.1253372    34.7742    26.5834    11.0489    1498.75    326.932
    330.000    11.0809   3.903834    1.64683 7.5486e-02  0.1317847  0.1288429    34.7740    26.5848    11.0398    1498.74    327.925
    331.000    11.0614   3.901949    1.65291 7.6670e-02  0.1316718  0.1340574    34.7732    26.5878    11.0202    1498.68    328.918
    332.000    11.0139   3.897171    1.62959 7.6295e-02  0.1257827  0.1258395    34.7700    26.5939    10.9728    1498.53    329.911
    333.000    10.9656   3.892360    1.60506 7.6390e-02  0.1215231  0.1245527    34.7673    26.6005    10.9245    1498.37    330.904
    334.000    10.9417   3.890007    1.59358 7.4949e-02  0.1300558  0.1250730    34.7660    26.6039    10.9005    1498.30    331.897
    335.000    10.9163   3.887526    1.58408 7.5549e-02  0.1298093  0.1306224    34.7648    26.6075    10.8751    1498.23    332.890
    336.000    10.8962   3.885651    1.57142 7.6327e-02  0.1378966  0.1315590    34.7647    26.6110    10.8549    1498.17    333.883
    337.000    10.8658   3.882877    1.54651 7.6329e-02  0.1266516  0.1262649    34.7653    26.6170    10.8244    1498.08    334.876
    338.000    10.8090   3.877266    1.50708 7.6413e-02  0.1249787  0.1249163    34.7625    26.6250    10.7676    1497.89    335.868
    339.000    10.7567   3.871936    1.48460 7.6929e-02  0.1332185  0.1315847    34.7583    26.6310    10.7154    1497.72    336.861
    340.000    10.7252   3.868743    1.48446 7.7591e-02  0.1348554  0.1311948    34.7558    26.6347    10.6838    1497.62    337.854
