       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM      DepSM
    514.000     7.8604   3.594792    1.14840 8.4600e-02  0.1344188  0.1335256    34.6081    26.9868     7.8081    1489.75    510.542
    515.000     7.8472   3.593533    1.18306 8.4168e-02  0.1365647  0.1318622    34.6072    26.9881     7.7949    1489.72    511.534
    516.000     7.8364   3.592523    1.20956 8.3313e-02  0.1408545  0.1384124    34.6065    26.9891     7.7841    1489.69    512.526
    517.000     7.8323   3.592151    1.22361 8.4401e-02  0.1448625  0.1415620    34.6061    26.9894     7.7798    1489.69    513.518
    518.000     7.8236   3.591327    1.24539 8.3741e-02  0.1413111  0.1380919    34.6054    26.9901     7.7711    1489.68    514.510
    519.000     7.8096   3.589999    1.27995 8.3584e-02  0.1359457  0.1336656    34.6045    26.9915     7.7570    1489.64    515.502
    520.000     7.8035   3.589457    1.30410 8.4012e-02  0.1365090  0.1415894    34.6043    26.9922     7.7508    1489.63    516.494
    521.000     7.8002   3.589140    1.29968 8.3939e-02  0.1480861  0.1377999    34.6036    26.9922     7.7474    1489.63    517.486
    522.000     7.8012   3.589373    1.24939 8.2632e-02  0.1408767  0.1348376    34.6047    26.9929     7.7483    1489.65    518.478
    523.000     7.7973   3.589051    1.20374 8.3878e-02  0.1306844  0.1329129    34.6046    26.9934     7.7443    1489.65    519.470
    524.000     7.7922   3.588646    1.15610 8.3032e-02  0.1399234  0.1329146    34.6048    26.9943     7.7392    1489.65    520.462
    525.000     7.7925   3.588825    1.07454 8.3090e-02  0.1472838  0.1387619    34.6060    26.9952     7.7393    1489.67    521.454
    526.000     7.7919   3.588863    1.01279 8.3594e-02  0.1492428  0.1390833    34.6065    26.9957     7.7386    1489.69    522.446
    527.000     7.7898   3.588744    0.98727 8.5456e-02  0.1472557  0.1381367    34.6068    26.9962     7.7365    1489.69    523.438
    528.000     7.7878   3.588604    0.98354 8.4960e-02  0.1357924  0.1355619    34.6068    26.9965     7.7344    1489.70    524.430
    529.000     7.7845   3.588337    0.98581 8.4493e-02  0.1396070  0.1355306    34.6067    26.9969     7.7310    1489.71    525.422
    530.000     7.7807   3.588020    0.99133 8.5032e-02  0.1480927  0.1418624    34.6066    26.9974     7.7271    1489.71    526.414
    531.000     7.7765   3.587667    1.00016 8.4644e-02  0.1455863  0.1429087    34.6064    26.9979     7.7228    1489.71    527.406
    532.000     7.7713   3.587196    1.00725 8.4153e-02  0.1445722  0.1387299    34.6061    26.9984     7.7175    1489.70    528.398
    533.000     7.7651   3.586641    1.01237 8.2936e-02  0.1412949  0.1380924    34.6058    26.9990     7.7112    1489.70    529.390
    534.000     7.7601   3.586188    1.01860 8.4237e-02  0.1437218  0.1389589    34.6054    26.9995     7.7061    1489.69    530.382
    535.000     7.7529   3.585536    1.02968 8.5639e-02  0.1525451  0.1414555    34.6051    27.0003     7.6988    1489.68    531.374
    536.000     7.7439   3.584689    1.04359 8.3874e-02  0.1498652  0.1421890    34.6043    27.0010     7.6898    1489.66    532.366
    537.000     7.7311   3.583483    1.06283 8.3495e-02  0.1389030  0.1367823    34.6036    27.0023     7.6769    1489.63    533.358
    538.000     7.7046   3.580934    1.09713 8.4631e-02  0.1333057  0.1305857    34.6019    27.0048     7.6504    1489.54    534.350
    539.000     7.6637   3.577027    1.12821 8.4415e-02  0.1427865  0.1354946    34.5997    27.0091     7.6096    1489.40    535.342
    540.000     7.6343   3.574243    1.14493 8.4359e-02  0.1474010  0.1391157    34.5984    27.0124     7.5802    1489.30    536.334
    541.000     7.6077   3.571721    1.14004 8.3759e-02  0.1439415  0.1378964    34.5971    27.0152     7.5536    1489.21    537.325
    542.000     7.5962   3.570663    1.13013 8.3191e-02  0.1383882  0.1322326    34.5966    27.0165     7.5420    1489.18    538.318
    543.000     7.5922   3.570324    1.11508 8.3741e-02  0.1352115  0.1386133    34.5964    27.0169     7.5380    1489.19    539.309
    544.000     7.5758   3.568826    1.09304 8.5410e-02  0.1454755  0.1447168    34.5959    27.0189     7.5216    1489.14    540.301
    545.000     7.5685   3.568181    1.08161 8.6308e-02  0.1457487  0.1443524    34.5957    27.0198     7.5142    1489.13    541.293
    546.000     7.5655   3.567943    1.07825 8.6854e-02  0.1427421  0.1406321    34.5957    27.0202     7.5111    1489.13    542.285
    547.000     7.5597   3.567444    1.08042 8.4289e-02  0.1354758  0.1373573    34.5956    27.0210     7.5052    1489.12    543.277
    548.000     7.5504   3.566604    1.08877 8.4751e-02  0.1414968  0.1403732    34.5952    27.0220     7.4959    1489.11    544.269
    549.000     7.5392   3.565579    1.10386 8.4773e-02  0.1469077  0.1426515    34.5948    27.0233     7.4846    1489.08    545.261
    550.000     7.5282   3.564570    1.11236 8.4333e-02  0.1438082  0.1375891    34.5943    27.0245     7.4735    1489.05    546.253
    551.000     7.5238   3.564179    1.12119 8.3899e-02  0.1347285  0.1357595    34.5940    27.0249     7.4690    1489.05    547.244
    552.000     7.5203   3.563891    1.12797 8.6089e-02  0.1408376  0.1425528    34.5939    27.0253     7.4655    1489.05    548.236
    553.000     7.5057   3.562541    1.13602 8.5711e-02  0.1440668  0.1440464    34.5932    27.0269     7.4508    1489.01    549.228
    554.000     7.4915   3.561248    1.14131 8.4104e-02  0.1433712  0.1390134    34.5929    27.0287     7.4365    1488.97    550.220
    555.000     7.4859   3.560759    1.14395 8.5272e-02  0.1426646  0.1386587    34.5927    27.0293     7.4309    1488.97    551.212
    556.000     7.4811   3.560342    1.14425 8.4345e-02  0.1396701  0.1400207    34.5925    27.0298     7.4260    1488.97    552.204
    557.000     7.4770   3.559998    1.14496 8.4302e-02  0.1418998  0.1415279    34.5924    27.0304     7.4218    1488.97    553.196
    558.000     7.4738   3.559732    1.14861 8.5019e-02  0.1541477  0.1415717    34.5922    27.0307     7.4185    1488.97    554.187
    559.000     7.4695   3.559382    1.14598 8.4554e-02  0.1378903  0.1390965    34.5921    27.0312     7.4142    1488.97    555.179
    560.000     7.4669   3.559179    1.14570 8.5585e-02  0.1370028  0.1359255    34.5921    27.0316     7.4114    1488.98    556.171
    561.000     7.4577   3.558345    1.14925 8.5470e-02  0.1420971  0.1345799    34.5917    27.0325     7.4022    1488.96    557.163
    562.000     7.4496   3.557651    1.14300 8.5102e-02  0.1461057  0.1423373    34.5917    27.0338     7.3940    1488.94    558.155
    563.000     7.4467   3.557438    1.12303 8.5832e-02  0.1446222  0.1383806    34.5918    27.0342     7.3911    1488.95    559.147
    564.000     7.4330   3.556177    1.11900 8.5589e-02  0.1402739  0.1361932    34.5913    27.0358     7.3773    1488.91    560.138
    565.000     7.4129   3.554296    1.12965 8.4955e-02  0.1467184  0.1406427    34.5904    27.0380     7.3572    1488.85    561.130
    566.000     7.4034   3.553435    1.14175 8.4906e-02  0.1459009  0.1401883    34.5900    27.0391     7.3476    1488.83    562.122
    567.000     7.4023   3.553369    1.14833 8.5475e-02  0.1429434  0.1375392    34.5900    27.0392     7.3464    1488.84    563.114
    568.000     7.3919   3.552406    1.15672 8.5018e-02  0.1351975  0.1342128    34.5894    27.0402     7.3360    1488.81    564.106
    569.000     7.3715   3.550515    1.16311 8.5209e-02  0.1410844  0.1354079    34.5886    27.0425     7.3155    1488.75    565.097
    570.000     7.3660   3.550043    1.16933 8.4246e-02  0.1423865  0.1395463    34.5885    27.0432     7.3100    1488.75    566.089
    571.000     7.3253   3.546160    1.17882 8.3865e-02  0.1481169  0.1424997    34.5863    27.0473     7.2694    1488.60    567.081
    572.000     7.2695   3.540883    1.18718 8.4622e-02  0.1439001  0.1416371    34.5840    27.0534     7.2137    1488.40    568.073
    573.000     7.2314   3.537337    1.19632 8.4244e-02  0.1414832  0.1343512    34.5828    27.0578     7.1756    1488.27    569.064
    574.000     7.2292   3.537139    1.19554 8.5269e-02  0.1344485  0.1373207    34.5824    27.0578     7.1733    1488.27    570.056
    575.000     7.2240   3.536679    1.19262 8.4124e-02  0.1500424  0.1432997    34.5820    27.0582     7.1681    1488.27    571.048
    576.000     7.2118   3.535578    1.19159 8.4162e-02  0.1463487  0.1443140    34.5818    27.0598     7.1558    1488.24    572.040
    577.000     7.1930   3.533830    1.19772 8.4077e-02  0.1458181  0.1374786    34.5810    27.0617     7.1370    1488.18    573.032
    578.000     7.1700   3.531716    1.20747 8.4116e-02  0.1304571  0.1330985    34.5804    27.0645     7.1140    1488.11    574.023
    579.000     7.1595   3.530774    1.21239 8.4863e-02  0.1379479  0.1402345    34.5801    27.0658     7.1034    1488.08    575.015
    580.000     7.1492   3.529837    1.21911 8.4255e-02  0.1520924  0.1403629    34.5796    27.0669     7.0931    1488.06    576.007
    581.000     7.1392   3.528929    1.22457 8.5278e-02  0.1425111  0.1358476    34.5792    27.0679     7.0831    1488.04    576.998
    582.000     7.1266   3.527784    1.22780 8.6413e-02  0.1415296  0.1326009    34.5788    27.0694     7.0704    1488.00    577.990
    583.000     7.1236   3.527559    1.22632 8.4289e-02  0.1387538  0.1319396    34.5789    27.0699     7.0673    1488.01    578.982
    584.000     7.1230   3.527557    1.22390 8.5457e-02  0.1392463  0.1400381    34.5789    27.0700     7.0666    1488.02    579.974
    585.000     7.1228   3.527592    1.22095 8.3979e-02  0.1476485  0.1434380    34.5790    27.0701     7.0664    1488.04    580.965
    586.000     7.1215   3.527508    1.22113 8.3747e-02  0.1496521  0.1425703    34.5790    27.0703     7.0649    1488.05    581.957
    587.000     7.1175   3.527165    1.22123 8.4294e-02  0.1442254  0.1400129    34.5787    27.0706     7.0608    1488.05    582.949
    588.000     7.1138   3.526862    1.22126 8.5376e-02  0.1393279  0.1358546    34.5786    27.0710     7.0571    1488.05    583.940
    589.000     7.1096   3.526512    1.22383 8.4676e-02  0.1364776  0.1344309    34.5785    27.0715     7.0528    1488.05    584.932
    590.000     7.1044   3.526075    1.22632 8.3335e-02  0.1437343  0.1394292    34.5785    27.0722     7.0475    1488.05    585.924
    591.000     7.1024   3.525926    1.22671 8.4644e-02  0.1432006  0.1382671    34.5783    27.0724     7.0454    1488.06    586.915
    592.000     7.0992   3.525678    1.22473 8.4019e-02  0.1385202  0.1396215    34.5784    27.0729     7.0421    1488.06    587.907
    593.000     7.0957   3.525405    1.22981 8.4256e-02  0.1480662  0.1408406    34.5784    27.0733     7.0386    1488.06    588.899
    594.000     7.0915   3.525049    1.23115 8.5080e-02  0.1448825  0.1418672    34.5782    27.0738     7.0343    1488.06    589.890
    595.000     7.0891   3.524858    1.22999 8.4031e-02  0.1406521  0.1428110    34.5781    27.0740     7.0317    1488.07    590.882
    596.000     7.0854   3.524549    1.23064 8.5288e-02  0.1401815  0.1358669    34.5779    27.0744     7.0279    1488.07    591.874
    597.000     7.0827   3.524346    1.23308 8.5356e-02  0.1336467  0.1387632    34.5779    27.0748     7.0252    1488.08    592.865
    598.000     7.0784   3.523984    1.23313 8.5814e-02  0.1510469  0.1408419    34.5777    27.0753     7.0208    1488.08    593.857
    599.000     7.0726   3.523473    1.23604 8.3201e-02  0.1465863  0.1415807    34.5775    27.0759     7.0149    1488.07    594.849
    600.000     7.0606   3.522382    1.24175 8.5528e-02  0.1403159  0.1403342    34.5771    27.0772     7.0029    1488.04    595.840
    601.000     7.0515   3.521574    1.24551 8.5422e-02  0.1389683  0.1337718    34.5768    27.0782     6.9937    1488.02    596.832
    602.000     7.0386   3.520392    1.24867 8.4689e-02  0.1445252  0.1404241    34.5763    27.0796     6.9808    1487.99    597.824
    603.000     7.0229   3.518956    1.25540 8.4822e-02  0.1402592  0.1425119    34.5758    27.0814     6.9651    1487.94    598.815
    604.000     7.0098   3.517750    1.26043 8.3511e-02  0.1378924  0.1352904    34.5752    27.0828     6.9519    1487.90    599.807
    605.000     6.9928   3.516199    1.26673 8.3694e-02  0.1481491  0.1355778    34.5747    27.0847     6.9349    1487.85    600.799
    606.000     6.9725   3.514306    1.27571 8.4684e-02  0.1473446  0.1414085    34.5738    27.0868     6.9146    1487.79    601.790
    607.000     6.9327   3.510565    1.28982 8.3584e-02  0.1445292  0.1393106    34.5721    27.0910     6.8748    1487.65    602.782
    608.000     6.8775   3.505410    1.31201 8.4377e-02  0.1372536  0.1373631    34.5702    27.0971     6.8199    1487.45    603.773
    609.000     6.8312   3.501052    1.33544 8.5113e-02  0.1384860  0.1392364    34.5683    27.1019     6.7736    1487.28    604.765
    610.000     6.7817   3.496462    1.35394 8.3655e-02  0.1445001  0.1415255    34.5669    27.1075     6.7242    1487.10    605.757
    611.000     6.7804   3.496359    1.35888 8.4578e-02  0.1473875  0.1410492    34.5665    27.1074     6.7229    1487.11    606.748
    612.000     6.7802   3.496376    1.35530 8.5726e-02  0.1420767  0.1366869    34.5664    27.1074     6.7226    1487.13    607.740
    613.000     6.7797   3.496385    1.35148 8.3348e-02  0.1397161  0.1341963    34.5665    27.1075     6.7220    1487.14    608.731
    614.000     6.7781   3.496287    1.34964 8.4210e-02  0.1377171  0.1399603    34.5666    27.1078     6.7203    1487.15    609.723
    615.000     6.7770   3.496250    1.35027 8.2732e-02  0.1456413  0.1413920    34.5668    27.1081     6.7191    1487.16    610.714
    616.000     6.7765   3.496257    1.35061 8.2992e-02  0.1461630  0.1373700    34.5669    27.1082     6.7185    1487.18    611.706
    617.000     6.7762   3.496298    1.34876 8.3826e-02  0.1358552  0.1319212    34.5672    27.1086     6.7181    1487.19    612.698
    618.000     6.7756   3.496302    1.34298 8.4038e-02  0.1408206  0.1391633    34.5673    27.1087     6.7174    1487.21    613.689
    619.000     6.7754   3.496334    1.34520 8.2307e-02  0.1475359  0.1453512    34.5675    27.1089     6.7171    1487.22    614.681
    620.000     6.7740   3.496246    1.34554 8.4166e-02  0.1453827  0.1450429    34.5674    27.1090     6.7156    1487.23    615.672
    621.000     6.7714   3.496063    1.34836 8.2763e-02  0.1446342  0.1410066    34.5674    27.1094     6.7130    1487.24    616.664
    622.000     6.7665   3.495638    1.35137 8.3857e-02  0.1354787  0.1376810    34.5672    27.1099     6.7079    1487.24    617.655
    623.000     6.7646   3.495514    1.35158 8.3166e-02  0.1465490  0.1420437    34.5673    27.1102     6.7060    1487.25    618.647
    624.000     6.7615   3.495267    1.35146 8.4255e-02  0.1465708  0.1464633    34.5672    27.1105     6.7028    1487.25    619.638
    625.000     6.7600   3.495176    1.35340 8.3306e-02  0.1441141  0.1440604    34.5672    27.1108     6.7012    1487.26    620.630
    626.000     6.7587   3.495091    1.35266 8.3124e-02  0.1400843  0.1344484    34.5671    27.1109     6.6998    1487.27    621.621
    627.000     6.7557   3.494859    1.35187 8.2810e-02  0.1361523  0.1387500    34.5671    27.1112     6.6967    1487.28    622.613
    628.000     6.7528   3.494611    1.35500 8.2488e-02  0.1415283  0.1426929    34.5668    27.1114     6.6937    1487.28    623.604
    629.000     6.7467   3.494092    1.35538 8.4417e-02  0.1488648  0.1441147    34.5667    27.1121     6.6876    1487.27    624.596
    630.000     6.7417   3.493666    1.35918 8.1637e-02  0.1481243  0.1442359    34.5665    27.1127     6.6825    1487.27    625.587
    631.000     6.7373   3.493286    1.36152 8.1758e-02  0.1425371  0.1365566    34.5663    27.1131     6.6780    1487.27    626.579
    632.000     6.7294   3.492577    1.36243 8.3283e-02  0.1400225  0.1334439    34.5659    27.1139     6.6700    1487.25    627.570
    633.000     6.7221   3.491925    1.36760 8.4819e-02  0.1478059  0.1441388    34.5656    27.1146     6.6627    1487.24    628.562
    634.000     6.7110   3.490915    1.37390 8.3893e-02  0.1497718  0.1437823    34.5651    27.1157     6.6515    1487.21    629.553
    635.000     6.6998   3.489898    1.38297 8.3737e-02  0.1423177  0.1390403    34.5646    27.1169     6.6403    1487.19    630.545
    636.000     6.6888   3.488924    1.38870 8.5782e-02  0.1376027  0.1345236    34.5644    27.1182     6.6293    1487.16    631.536
    637.000     6.6853   3.488637    1.39585 8.4260e-02  0.1384124  0.1361323    34.5643    27.1185     6.6257    1487.16    632.528
    638.000     6.6832   3.488469    1.40118 8.3761e-02  0.1428707  0.1410900    34.5641    27.1187     6.6234    1487.17    633.519
    639.000     6.6818   3.488386    1.40674 8.3608e-02  0.1516922  0.1424988    34.5640    27.1188     6.6220    1487.18    634.511
    640.000     6.6814   3.488390    1.41156 8.3465e-02  0.1433975  0.1390673    34.5640    27.1188     6.6215    1487.19    635.502
    641.000     6.6806   3.488355    1.41713 8.2916e-02  0.1400171  0.1342071    34.5639    27.1189     6.6206    1487.21    636.493
    642.000     6.6745   3.487790    1.42705 8.3949e-02  0.1382082  0.1377138    34.5634    27.1193     6.6144    1487.20    637.485
    643.000     6.6671   3.487159    1.43323 8.3905e-02  0.1439046  0.1438046    34.5634    27.1203     6.6070    1487.19    638.476
    644.000     6.6657   3.487084    1.42213 8.3695e-02  0.1478073  0.1422610    34.5634    27.1205     6.6055    1487.20    639.468
    645.000     6.6575   3.486331    1.42554 8.2639e-02  0.1392171  0.1372538    34.5629    27.1212     6.5972    1487.18    640.459
    646.000     6.6411   3.484799    1.45457 8.3122e-02  0.1401501  0.1339398    34.5620    27.1227     6.5808    1487.13    641.451
    647.000     6.6229   3.483088    1.48763 8.3359e-02  0.1461127  0.1373460    34.5608    27.1242     6.5626    1487.07    642.442
    648.000     6.6030   3.481271    1.51134 8.1459e-02  0.1493750  0.1420223    34.5603    27.1264     6.5427    1487.01    643.433
    649.000     6.5963   3.480699    1.51568 8.2532e-02  0.1379426  0.1407004    34.5602    27.1273     6.5359    1487.00    644.425
    650.000     6.5934   3.480471    1.51318 8.1082e-02  0.1422197  0.1377522    34.5601    27.1276     6.5329    1487.01    645.416
    651.000     6.5912   3.480303    1.51000 8.2668e-02  0.1463941  0.1420935    34.5600    27.1278     6.5306    1487.01    646.408
    652.000     6.5879   3.480043    1.50496 8.2571e-02  0.1469648  0.1465255    34.5599    27.1282     6.5273    1487.02    647.399
    653.000     6.5851   3.479828    1.49786 8.2577e-02  0.1512177  0.1406995    34.5599    27.1285     6.5244    1487.02    648.390
    654.000     6.5824   3.479644    1.48673 8.2417e-02  0.1400480  0.1358491    34.5601    27.1291     6.5216    1487.03    649.382
    655.000     6.5810   3.479585    1.47216 8.2562e-02  0.1348726  0.1363246    34.5604    27.1294     6.5201    1487.04    650.373
    656.000     6.5800   3.479550    1.45428 8.2269e-02  0.1514166  0.1389602    34.5604    27.1297     6.5191    1487.05    651.365
    657.000     6.5776   3.479380    1.43769 8.2123e-02  0.1452505  0.1397467    34.5606    27.1301     6.5165    1487.06    652.356
    658.000     6.5759   3.479299    1.41266 8.2046e-02  0.1429470  0.1370228    34.5609    27.1306     6.5147    1487.07    653.347
    659.000     6.5754   3.479309    1.39250 8.3183e-02  0.1413114  0.1399705    34.5610    27.1308     6.5141    1487.08    654.339
    660.000     6.5739   3.479214    1.39452 8.3861e-02  0.1454893  0.1451612    34.5610    27.1309     6.5125    1487.09    655.330
    661.000     6.5703   3.478930    1.39927 8.4077e-02  0.1475607  0.1429329    34.5610    27.1314     6.5089    1487.10    656.321
    662.000     6.5679   3.478752    1.40242 8.3395e-02  0.1393848  0.1402831    34.5609    27.1316     6.5064    1487.10    657.313
    663.000     6.5638   3.478409    1.40484 8.4629e-02  0.1331504  0.1354645    34.5607    27.1320     6.5023    1487.10    658.304
    664.000     6.5613   3.478209    1.40688 8.4615e-02  0.1423185  0.1365777    34.5606    27.1323     6.4996    1487.11    659.295
    665.000     6.5592   3.478054    1.40753 8.3032e-02  0.1437721  0.1428540    34.5606    27.1325     6.4974    1487.12    660.287
    666.000     6.5545   3.477643    1.41173 8.4032e-02  0.1509447  0.1469637    34.5602    27.1329     6.4927    1487.12    661.278
    667.000     6.5470   3.476969    1.42460 8.3766e-02  0.1497970  0.1439317    34.5598    27.1336     6.4851    1487.10    662.269
    668.000     6.5411   3.476462    1.42941 8.1848e-02  0.1470361  0.1354660    34.5596    27.1342     6.4792    1487.09    663.261
    669.000     6.5272   3.475187    1.43621 8.4439e-02  0.1386388  0.1370793    34.5590    27.1356     6.4652    1487.05    664.252
    670.000     6.4751   3.470365    1.45884 8.2391e-02  0.1458442  0.1405998    34.5575    27.1413     6.4133    1486.86    665.243
    671.000     6.4461   3.467702    1.47780 8.2751e-02  0.1486845  0.1408716    34.5566    27.1445     6.3844    1486.77    666.235
    672.000     6.4377   3.466943    1.47869 8.2497e-02  0.1384906  0.1337393    34.5562    27.1452     6.3759    1486.75    667.226
    673.000     6.4308   3.466366    1.47734 8.4420e-02  0.1437389  0.1380529    34.5563    27.1462     6.3689    1486.74    668.217
    674.000     6.4273   3.466087    1.46976 8.2123e-02  0.1543570  0.1429047    34.5562    27.1466     6.3653    1486.74    669.208
    675.000     6.4243   3.465864    1.46784 8.2705e-02  0.1469934  0.1408080    34.5563    27.1470     6.3623    1486.74    670.200
    676.000     6.4227   3.465766    1.46289 8.3927e-02  0.1400248  0.1403524    34.5564    27.1473     6.3606    1486.75    671.191
    677.000     6.4212   3.465696    1.45786 8.2792e-02  0.1413593  0.1405921    34.5566    27.1477     6.3590    1486.76    672.182
    678.000     6.4175   3.465400    1.45903 8.2181e-02  0.1514959  0.1416456    34.5565    27.1481     6.3552    1486.77    673.174
    679.000     6.4143   3.465139    1.46474 8.2408e-02  0.1431242  0.1437293    34.5564    27.1485     6.3519    1486.77    674.165
    680.000     6.4110   3.464883    1.47175 8.4490e-02  0.1401427  0.1422046    34.5564    27.1489     6.3486    1486.77    675.156
    681.000     6.4070   3.464547    1.48217 8.2372e-02  0.1394621  0.1349983    34.5562    27.1492     6.3445    1486.77    676.147
    682.000     6.4022   3.464129    1.49835 8.1806e-02  0.1457888  0.1438651    34.5559    27.1497     6.3396    1486.77    677.139
    683.000     6.3997   3.463932    1.50877 8.1764e-02  0.1450489  0.1439255    34.5558    27.1499     6.3370    1486.78    678.130
    684.000     6.3932   3.463358    1.53028 8.3147e-02  0.1408548  0.1343826    34.5554    27.1505     6.3305    1486.77    679.121
    685.000     6.3842   3.462525    1.56233 8.3942e-02  0.1388440  0.1341458    34.5547    27.1511     6.3214    1486.75    680.112
    686.000     6.3577   3.460044    1.57006 8.3200e-02  0.1427348  0.1416667    34.5534    27.1535     6.2950    1486.66    681.103
    687.000     6.3430   3.458874    1.52147 8.3300e-02  0.1423050  0.1444454    34.5547    27.1565     6.2802    1486.62    682.095
    688.000     6.3351   3.458184    1.48334 8.3315e-02  0.1472408  0.1448842    34.5545    27.1574     6.2723    1486.60    683.086
    689.000     6.3318   3.457926    1.47313 8.3785e-02  0.1435004  0.1473898    34.5545    27.1578     6.2689    1486.60    684.077
    690.000     6.3277   3.457593    1.47552 8.5047e-02  0.1436551  0.1402307    34.5544    27.1583     6.2647    1486.60    685.068
    691.000     6.3230   3.457206    1.47898 8.3091e-02  0.1484982  0.1391570    34.5544    27.1589     6.2599    1486.60    686.060
    692.000     6.3194   3.456911    1.47846 8.1745e-02  0.1504198  0.1443438    34.5543    27.1593     6.2563    1486.60    687.051
    693.000     6.3171   3.456739    1.48318 8.2875e-02  0.1416586  0.1418370    34.5542    27.1595     6.2539    1486.61    688.042
    694.000     6.3152   3.456611    1.48590 8.2054e-02  0.1382676  0.1378942    34.5542    27.1598     6.2519    1486.62    689.033
    695.000     6.3139   3.456540    1.48882 8.2215e-02  0.1489697  0.1354555    34.5542    27.1599     6.2505    1486.63    690.024
    696.000     6.3110   3.456328    1.48801 8.3190e-02  0.1492754  0.1438327    34.5543    27.1603     6.2476    1486.64    691.016
    697.000     6.3068   3.455986    1.48696 8.2423e-02  0.1430725  0.1387562    34.5543    27.1609     6.2433    1486.64    692.007
    698.000     6.2992   3.455324    1.48888 8.4382e-02  0.1392702  0.1367335    34.5541    27.1617     6.2356    1486.62    692.998
    699.000     6.2864   3.454193    1.49021 8.2767e-02  0.1412334  0.1371491    34.5539    27.1633     6.2228    1486.59    693.989
    700.000     6.2729   3.452974    1.49712 8.4639e-02  0.1442477  0.1383429    34.5535    27.1647     6.2092    1486.55    694.980
    701.000     6.2675   3.452511    1.50197 8.3203e-02  0.1447764  0.1401843    34.5533    27.1653     6.2038    1486.54    695.971
    702.000     6.2599   3.451850    1.50790 8.3516e-02  0.1422519  0.1413894    34.5531    27.1661     6.1961    1486.53    696.963
    703.000     6.2554   3.451476    1.51399 8.5293e-02  0.1385926  0.1373111    34.5530    27.1666     6.1916    1486.53    697.954
    704.000     6.2510   3.451101    1.51404 8.3000e-02  0.1426708  0.1395509    34.5527    27.1670     6.1871    1486.53    698.945
    705.000     6.2482   3.450886    1.51932 8.4450e-02  0.1491113  0.1472995    34.5527    27.1673     6.1842    1486.53    699.936
    706.000     6.2423   3.450363    1.53087 8.4012e-02  0.1484065  0.1459755    34.5523    27.1678     6.1782    1486.52    700.927
    707.000     6.2395   3.450149    1.53107 8.2853e-02  0.1403910  0.1365126    34.5522    27.1681     6.1754    1486.53    701.918
    708.000     6.2359   3.449859    1.52699 8.2684e-02  0.1466314  0.1428388    34.5522    27.1685     6.1717    1486.53    702.910
    709.000     6.2307   3.449434    1.52583 8.2660e-02  0.1468265  0.1462791    34.5523    27.1692     6.1664    1486.53    703.901
    710.000     6.2189   3.448404    1.52195 8.3941e-02  0.1478973  0.1439891    34.5522    27.1707     6.1546    1486.50    704.892
    711.000     6.1828   3.445134    1.52554 8.3052e-02  0.1425933  0.1389926    34.5516    27.1749     6.1186    1486.37    705.883
    712.000     6.1269   3.439980    1.54730 8.2255e-02  0.1409688  0.1361220    34.5501    27.1810     6.0628    1486.16    706.874
    713.000     6.0908   3.436649    1.59050 8.2749e-02  0.1477333  0.1465081    34.5489    27.1846     6.0269    1486.03    707.865
    714.000     6.0457   3.432469    1.64063 8.1654e-02  0.1506027  0.1475106    34.5472    27.1890     5.9820    1485.87    708.856
    715.000     6.0292   3.430928    1.68100 8.1325e-02  0.1487475  0.1415760    34.5462    27.1903     5.9655    1485.82    709.847
    716.000     6.0218   3.430264    1.70149 8.2576e-02  0.1376814  0.1393392    34.5458    27.1910     5.9580    1485.80    710.838
    717.000     6.0146   3.429638    1.70993 8.1708e-02  0.1397525  0.1391434    34.5456    27.1917     5.9507    1485.79    711.829
    718.000     6.0099   3.429248    1.71281 8.3425e-02  0.1519138  0.1403037    34.5454    27.1922     5.9460    1485.79    712.820
    719.000     6.0034   3.428692    1.72005 8.0627e-02  0.1488653  0.1405133    34.5453    27.1929     5.9394    1485.78    713.812
    720.000     5.9994   3.428364    1.72777 8.0885e-02  0.1397440  0.1379267    34.5452    27.1934     5.9353    1485.78    714.803
    721.000     5.9952   3.428022    1.73950 8.1597e-02  0.1404487  0.1364737    34.5451    27.1938     5.9311    1485.78    715.794
    722.000     5.9898   3.427561    1.75833 8.0689e-02  0.1426423  0.1405465    34.5450    27.1944     5.9256    1485.77    716.785
    723.000     5.9805   3.426724    1.78869 8.0585e-02  0.1480678  0.1430909    34.5444    27.1951     5.9163    1485.75    717.776
    724.000     5.9698   3.425740    1.81967 8.0159e-02  0.1407521  0.1361936    34.5438    27.1960     5.9055    1485.72    718.767
    725.000     5.9547   3.424376    1.83728 8.0867e-02  0.1389602  0.1322927    34.5433    27.1975     5.8904    1485.68    719.758
    726.000     5.9444   3.423500    1.82968 8.0869e-02  0.1450248  0.1384503    34.5434    27.1989     5.8801    1485.65    720.749
    727.000     5.9414   3.423275    1.81564 7.8995e-02  0.1473592  0.1464017    34.5434    27.1993     5.8770    1485.66    721.740
    728.000     5.9379   3.423029    1.79941 8.0929e-02  0.1418293  0.1426497    34.5438    27.2000     5.8734    1485.66    722.731
    729.000     5.9358   3.422921    1.77427 8.1853e-02  0.1386259  0.1340543    34.5442    27.2006     5.8712    1485.67    723.722
    730.000     5.9345   3.422881    1.75099 8.0416e-02  0.1382210  0.1365449    34.5445    27.2010     5.8699    1485.68    724.713
