Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
1613	COI	rep3	Tokyo	Allen	Library-Hirai2			H47	KH-11-10	st4A	na	2	100um	na	200	500	350			233		23.00166667	-189.9983
1614	COI	rep3	Tokyo	Allen	Library-Hirai2			H48	KH-11-10	st4A	na	1	100um	na	500	1000	750			183		23.00166667	-189.9983
1615	COI	rep3	Tokyo	Allen	Library-Hirai2			H49	SY-15-01	C3300	na	3	100um	na	0	200	100			2581		33	-222
1616	COI	rep3	Tokyo	Allen	Library-Hirai2			H50	SY-15-01	C3300	na	2	100um	na	200	500	350			1808		33	-222
1617	COI	rep3	Tokyo	Allen	Library-Hirai2			H51	SY-15-01	C3300	na	1	100um	na	500	1000	750			1134		33	-222
1618	COI	rep3	Tokyo	Allen	Library-Hirai2			H52	SY-15-01	C3345	na	3	100um	na	0	200	100			1264		33.75	-222
1619	COI	rep3	Tokyo	Allen	Library-Hirai2			H53	SY-15-01	C3345	na	2	100um	na	200	500	350			1331		33.75	-222
1620	COI	rep3	Tokyo	Allen	Library-Hirai2			H54	SY-15-01	C3345	na	1	100um	na	500	1000	750			162		33.75	-222
1621	COI	rep3	Tokyo	Allen	Library-Hirai2			H55	SY-11-05	C3100	na	3	100um	na	0	200	100			1749		31	-222.0016667
1622	COI	rep3	Tokyo	Allen	Library-Hirai2			H56	SY-11-05	C3100	na	2	100um	na	200	500	350			1619		31	-222.0016667
1623	COI	rep3	Tokyo	Allen	Library-Hirai2			H57	SY-11-05	C3100	na	1	100um	na	500	1000	750			167		31	-222.0016667
1624	COI	rep3	Tokyo	Allen	Library-Hirai2			H58	SY-11-05	K01	na	3	100um	na	0	200	100			330		32.91	-221.9916667
1625	COI	rep3	Tokyo	Allen	Library-Hirai2			H59	SY-11-05	K01	na	2	100um	na	200	500	350			1559		32.91	-221.9916667
1626	COI	rep3	Tokyo	Allen	Library-Hirai2			H60	SY-11-05	K01	na	1	100um	na	500	1000	750			2173		32.91	-221.9916667
1627	COI	rep3	Tokyo	Allen	Library-Hirai2			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
1628	COI	rep3	Tokyo	Allen	Library-Hirai2			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
1629	COI	rep3	Tokyo	Allen	Library-Hirai2			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
S001	COI	rep1	Goetze	Goetze	library-1			Sample 1	P1604	Cycle 1	2	1	200um	na	350	400	375		night	18.96		33.04663	-122.9035
S002	COI	rep1	Goetze	Goetze	library-1			Sample 2	P1604	Cycle 1	2	2	200um	na	300	350	325		night	8.64		33.04663	-122.9035
S003	COI	rep1	Goetze	Goetze	library-1			Sample 3	P1604	Cycle 1	2	3	200um	na	250	300	275		night	19.12		33.04663	-122.9035
S004	COI	rep1	Goetze	Goetze	library-1			Sample 4	P1604	Cycle 1	2	4	200um	na	200	250	225		night	10.44		33.04663	-122.9035
S005	COI	rep1	Goetze	Goetze	library-1			Sample 5	P1604	Cycle 1	2	5	200um	na	150	200	175		night	11.28		33.04663	-122.9035
S006	COI	rep1	Goetze	Goetze	library-1			Sample 6	P1604	Cycle 1	2	6	200um	na	100	150	125		night	10.08		33.04663	-122.9035
S007	COI	rep1	Goetze	Goetze	library-1			Sample 7	P1604	Cycle 1	2	7	200um	na	50	100	75		night	12.32		33.04663	-122.9035
S008	COI	rep1	Goetze	Goetze	library-1			Sample 8	P1604	Cycle 1	2	8	200um	na	0	50	25		night	13.32		33.04663	-122.9035
S009	COI	rep1	Goetze	Goetze	library-1			Sample 9	P1604	Cycle 2	2	1	200um	na	350	400	375		night	21.96		33.5297	-122.0517
S010	COI	rep1	Goetze	Goetze	library-1			Sample 10	P1604	Cycle 2	2	2	200um	na	300	350	325		night	21.44		33.5297	-122.0517
S011	COI	rep1	Goetze	Goetze	library-1			Sample 11	P1604	Cycle 2	2	3	200um	na	250	300	275		night	28.4		33.5297	-122.0517
S012	COI	rep1	Goetze	Goetze	library-1			Sample 12	P1604	Cycle 2	2	4	200um	na	200	250	225		night	23.8		33.5297	-122.0517
S013	COI	rep1	Goetze	Goetze	library-1			Sample 13	P1604	Cycle 2	2	5	200um	na	150	200	175		night	10.08		33.5297	-122.0517
S014	COI	rep1	Goetze	Goetze	library-1			Sample 14	P1604	Cycle 2	2	6	200um	na	100	150	125		night	14.36		33.5297	-122.0517
S015	COI	rep1	Goetze	Goetze	library-1			Sample 15	P1604	Cycle 2	2	7	200um	na	50	100	75		night	15.12		33.5297	-122.0517
S016	COI	rep1	Goetze	Goetze	library-1			Sample 16	P1604	Cycle 2	2	8	200um	na	0	50	25		night	16.84		33.5297	-122.0517
S017	COI	rep1	Goetze	Goetze	library-1			Sample 17	P1604	Cycle 3	2	1	200um	na	350	400	375		night	18.56		34.68737	-121.2542
S018	COI	rep1	Goetze	Goetze	library-1			Sample 18	P1604	Cycle 3	2	2	200um	na	300	350	325		night	22.36		34.68737	-121.2542
S019	COI	rep1	Goetze	Goetze	library-1			Sample 19	P1604	Cycle 3	2	3	200um	na	250	300	275		night	18.88		34.68737	-121.2542
S020	COI	rep1	Goetze	Goetze	library-1			Sample 20	P1604	Cycle 3	2	4	200um	na	200	250	225		night	16.44		34.68737	-121.2542
S021	COI	rep1	Goetze	Goetze	library-1			Sample 21	P1604	Cycle 3	2	5	200um	na	150	200	175		night	16.76		34.68737	-121.2542
S022	COI	rep1	Goetze	Goetze	library-1			Sample 22	P1604	Cycle 3	2	6	200um	na	100	150	125		night	12.16		34.68737	-121.2542
S023	COI	rep1	Goetze	Goetze	library-1			Sample 23	P1604	Cycle 3	2	7	200um	na	50	100	75		night	11.32		34.68737	-121.2542
S024	COI	rep1	Goetze	Goetze	library-1			Sample 24	P1604	Cycle 3	2	8	200um	na	0	50	25		night	8.44		34.68737	-121.2542
S025	COI	rep1	Goetze	Goetze	library-1			Sample 25	P1604	Cycle 3	2	8	200um	na	0	50	25		night	8.68		34.68737	-121.2542
S026	COI	rep1	Goetze	Goetze	library-1			Sample 26	P1604	Cycle 3	2	8	200um	na	0	50	25		night	9.16		34.68737	-121.2542
S027	COI	rep1	Goetze	Goetze	library-1			Sample 28	P1604	Cycle 4	2	1	200um	na	175	200	187.5		night	19.16		34.5183	-120.7625
S028	COI	rep1	Goetze	Goetze	library-1			Sample 29	P1604	Cycle 4	2	2	200um	na	150	175	162.5		night	15.6		34.5183	-120.7625
S029	COI	rep1	Goetze	Goetze	library-1			Sample 30	P1604	Cycle 4	2	3	200um	na	125	150	137.5		night	14.44		34.5183	-120.7625
S030	COI	rep1	Goetze	Goetze	library-1			Sample 31	P1604	Cycle 4	2	4	200um	na	100	125	112.5		night	13.2		34.5183	-120.7625
S031	COI	rep1	Goetze	Goetze	library-1			Sample 32	P1604	Cycle 4	2	5	200um	na	75	100	87.5		night	12.84		34.5183	-120.7625
S032	COI	rep1	Goetze	Goetze	library-1			Sample 33	P1604	Cycle 4	2	6	200um	na	50	75	62.5		night	18.96		34.5183	-120.7625
S033	COI	rep1	Goetze	Goetze	library-1			Sample 34	P1604	Cycle 4	2	7	200um	na	25	50	37.5		night	18.36		34.5183	-120.7625
S034	COI	rep1	Goetze	Goetze	library-1			Sample 35	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	16.36		34.5183	-120.7625
S035	COI	rep1	Goetze	Goetze	library-1			Sample 36	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.32		34.5183	-120.7625
S036	COI	rep1	Goetze	Goetze	library-1			Sample 37	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	14.96		34.5183	-120.7625
S037	COI	rep1	Goetze	Goetze	library-1			Sample 38	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	14.2		34.5183	-120.7625
S038	COI	rep1	Goetze	Goetze	library-1			Sample 39	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	9.72		34.5183	-120.7625
S039	COI	rep1	Goetze	Goetze	library-1			Sample 40	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	15.6		34.5183	-120.7625
S040	COI	rep1	Goetze	Goetze	library-1			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S041	COI	rep2	Goetze	Goetze	library-1			Sample 1	P1604	Cycle 1	2	1	200um	na	350	400	375		night	10.96		33.04663	-122.9035
S042	COI	rep2	Goetze	Goetze	library-1			Sample 2	P1604	Cycle 1	2	2	200um	na	300	350	325		night	10.56		33.04663	-122.9035
S043	COI	rep2	Goetze	Goetze	library-1			Sample 3	P1604	Cycle 1	2	3	200um	na	250	300	275		night	5.2		33.04663	-122.9035
S044	COI	rep2	Goetze	Goetze	library-1			Sample 4	P1604	Cycle 1	2	4	200um	na	200	250	225		night	5.44		33.04663	-122.9035
S045	COI	rep2	Goetze	Goetze	library-1			Sample 5	P1604	Cycle 1	2	5	200um	na	150	200	175		night	9		33.04663	-122.9035
S046	COI	rep2	Goetze	Goetze	library-1			Sample 6	P1604	Cycle 1	2	6	200um	na	100	150	125		night	9.28		33.04663	-122.9035
S047	COI	rep2	Goetze	Goetze	library-1			Sample 7	P1604	Cycle 1	2	7	200um	na	50	100	75		night	11.72		33.04663	-122.9035
S048	COI	rep2	Goetze	Goetze	library-1			Sample 8	P1604	Cycle 1	2	8	200um	na	0	50	25		night	13.2		33.04663	-122.9035
S049	COI	rep2	Goetze	Goetze	library-1			Sample 9	P1604	Cycle 2	2	1	200um	na	350	400	375		night	6.96		33.5297	-122.0517
S050	COI	rep2	Goetze	Goetze	library-1			Sample 10	P1604	Cycle 2	2	2	200um	na	300	350	325		night	15.48		33.5297	-122.0517
S051	COI	rep2	Goetze	Goetze	library-1			Sample 11	P1604	Cycle 2	2	3	200um	na	250	300	275		night	8.24		33.5297	-122.0517
S052	COI	rep2	Goetze	Goetze	library-1			Sample 12	P1604	Cycle 2	2	4	200um	na	200	250	225		night	6.2		33.5297	-122.0517
S053	COI	rep2	Goetze	Goetze	library-1			Sample 13	P1604	Cycle 2	2	5	200um	na	150	200	175		night	4.44		33.5297	-122.0517
S054	COI	rep2	Goetze	Goetze	library-1			Sample 14	P1604	Cycle 2	2	6	200um	na	100	150	125		night	9.32		33.5297	-122.0517
S055	COI	rep2	Goetze	Goetze	library-1			Sample 15	P1604	Cycle 2	2	7	200um	na	50	100	75		night	6.96		33.5297	-122.0517
S056	COI	rep2	Goetze	Goetze	library-1			Sample 16	P1604	Cycle 2	2	8	200um	na	0	50	25		night	9.2		33.5297	-122.0517
S057	COI	rep2	Goetze	Goetze	library-1			Sample 17	P1604	Cycle 3	2	1	200um	na	350	400	375		night	6.48		34.68737	-121.2542
S058	COI	rep2	Goetze	Goetze	library-1			Sample 18	P1604	Cycle 3	2	2	200um	na	300	350	325		night	12.76		34.68737	-121.2542
S059	COI	rep2	Goetze	Goetze	library-1			Sample 19	P1604	Cycle 3	2	3	200um	na	250	300	275		night	6.96		34.68737	-121.2542
S060	COI	rep2	Goetze	Goetze	library-1			Sample 20	P1604	Cycle 3	2	4	200um	na	200	250	225		night	5.36		34.68737	-121.2542
S061	COI	rep2	Goetze	Goetze	library-1			Sample 21	P1604	Cycle 3	2	5	200um	na	150	200	175		night	5.64		34.68737	-121.2542
S062	COI	rep2	Goetze	Goetze	library-1			Sample 22	P1604	Cycle 3	2	6	200um	na	100	150	125		night	6.6		34.68737	-121.2542
S063	COI	rep2	Goetze	Goetze	library-1			Sample 23	P1604	Cycle 3	2	7	200um	na	50	100	75		night	8.64		34.68737	-121.2542
S064	COI	rep2	Goetze	Goetze	library-1			Sample 24	P1604	Cycle 3	2	8	200um	na	0	50	25		night	9.04		34.68737	-121.2542
S065	COI	rep2	Goetze	Goetze	library-1			Sample 25	P1604	Cycle 3	2	8	200um	na	0	50	25		night	5.72		34.68737	-121.2542
S066	COI	rep2	Goetze	Goetze	library-1			Sample 26	P1604	Cycle 3	2	8	200um	na	0	50	25		night	4.96		34.68737	-121.2542
S067	COI	rep2	Goetze	Goetze	library-1			Sample 28	P1604	Cycle 4	2	1	200um	na	175	200	187.5		night	5.76		34.5183	-120.7625
S068	COI	rep2	Goetze	Goetze	library-1			Sample 29	P1604	Cycle 4	2	2	200um	na	150	175	162.5		night	4.28		34.5183	-120.7625
S069	COI	rep2	Goetze	Goetze	library-1			Sample 30	P1604	Cycle 4	2	3	200um	na	125	150	137.5		night	4.8		34.5183	-120.7625
S070	COI	rep2	Goetze	Goetze	library-1			Sample 31	P1604	Cycle 4	2	4	200um	na	100	125	112.5		night	5.4		34.5183	-120.7625
S071	COI	rep2	Goetze	Goetze	library-1			Sample 32	P1604	Cycle 4	2	5	200um	na	75	100	87.5		night	4.64		34.5183	-120.7625
S072	COI	rep2	Goetze	Goetze	library-1			Sample 33	P1604	Cycle 4	2	6	200um	na	50	75	62.5		night	8.44		34.5183	-120.7625
S073	COI	rep2	Goetze	Goetze	library-1			Sample 34	P1604	Cycle 4	2	7	200um	na	25	50	37.5		night	13.84		34.5183	-120.7625
S074	COI	rep2	Goetze	Goetze	library-1			Sample 35	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	12.36		34.5183	-120.7625
S075	COI	rep2	Goetze	Goetze	library-1			Sample 36	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.52		34.5183	-120.7625
S076	COI	rep2	Goetze	Goetze	library-1			Sample 37	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	11.12		34.5183	-120.7625
S077	COI	rep2	Goetze	Goetze	library-1			Sample 38	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.04		34.5183	-120.7625
S078	COI	rep2	Goetze	Goetze	library-1			Sample 39	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	9.08		34.5183	-120.7625
S079	COI	rep2	Goetze	Goetze	library-1			Sample 40	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	6.68		34.5183	-120.7625
S081	COI	rep2	Goetze	Goetze	library-1			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S084	COI	rep3	Goetze	Goetze	library-1			Sample 1	P1604	Cycle 1	2	1	200um	na	350	400	375		night	14.8		33.04663	-122.9035
S085	COI	rep3	Goetze	Goetze	library-1			Sample 2	P1604	Cycle 1	2	2	200um	na	300	350	325		night	12.24		33.04663	-122.9035
S086	COI	rep3	Goetze	Goetze	library-1			Sample 3	P1604	Cycle 1	2	3	200um	na	250	300	275		night	13.08		33.04663	-122.9035
S087	COI	rep3	Goetze	Goetze	library-1			Sample 4	P1604	Cycle 1	2	4	200um	na	200	250	225		night	10.24		33.04663	-122.9035
S088	COI	rep3	Goetze	Goetze	library-1			Sample 5	P1604	Cycle 1	2	5	200um	na	150	200	175		night	9.36		33.04663	-122.9035
S089	COI	rep3	Goetze	Goetze	library-1			Sample 6	P1604	Cycle 1	2	6	200um	na	100	150	125		night	4.88		33.04663	-122.9035
S090	COI	rep3	Goetze	Goetze	library-1			Sample 7	P1604	Cycle 1	2	7	200um	na	50	100	75		night	9.64		33.04663	-122.9035
S091	COI	rep3	Goetze	Goetze	library-1			Sample 8	P1604	Cycle 1	2	8	200um	na	0	50	25		night	5.76		33.04663	-122.9035
S092	COI	rep3	Goetze	Goetze	library-1			Sample 9	P1604	Cycle 2	2	1	200um	na	350	400	375		night	11.84		33.5297	-122.0517
S093	COI	rep3	Goetze	Goetze	library-1			Sample 10	P1604	Cycle 2	2	2	200um	na	300	350	325		night	15.44		33.5297	-122.0517
S094	COI	rep3	Goetze	Goetze	library-1			Sample 11	P1604	Cycle 2	2	3	200um	na	250	300	275		night	15.84		33.5297	-122.0517
S095	COI	rep3	Goetze	Goetze	library-1			Sample 12	P1604	Cycle 2	2	4	200um	na	200	250	225		night	11.72		33.5297	-122.0517
S096	COI	rep3	Goetze	Goetze	library-1			Sample 13	P1604	Cycle 2	2	5	200um	na	150	200	175		night	7.56		33.5297	-122.0517
S097	COI	rep3	Goetze	Goetze	library-1			Sample 14	P1604	Cycle 2	2	6	200um	na	100	150	125		night	5.26		33.5297	-122.0517
S098	COI	rep3	Goetze	Goetze	library-1			Sample 15	P1604	Cycle 2	2	7	200um	na	50	100	75		night	6.56		33.5297	-122.0517
S099	COI	rep3	Goetze	Goetze	library-1			Sample 16	P1604	Cycle 2	2	8	200um	na	0	50	25		night	10.16		33.5297	-122.0517
S100	COI	rep3	Goetze	Goetze	library-1			Sample 17	P1604	Cycle 3	2	1	200um	na	350	400	375		night	10.4		34.68737	-121.2542
S101	COI	rep3	Goetze	Goetze	library-1			Sample 18	P1604	Cycle 3	2	2	200um	na	300	350	325		night	13.6		34.68737	-121.2542
S102	COI	rep3	Goetze	Goetze	library-1			Sample 19	P1604	Cycle 3	2	3	200um	na	250	300	275		night	7.4		34.68737	-121.2542
S103	COI	rep3	Goetze	Goetze	library-1			Sample 20	P1604	Cycle 3	2	4	200um	na	200	250	225		night	5.48		34.68737	-121.2542
S104	COI	rep3	Goetze	Goetze	library-1			Sample 21	P1604	Cycle 3	2	5	200um	na	150	200	175		night	6.44		34.68737	-121.2542
S105	COI	rep3	Goetze	Goetze	library-1			Sample 22	P1604	Cycle 3	2	6	200um	na	100	150	125		night	0.44		34.68737	-121.2542
S106	COI	rep3	Goetze	Goetze	library-1			Sample 23	P1604	Cycle 3	2	7	200um	na	50	100	75		night	8.4		34.68737	-121.2542
S107	COI	rep3	Goetze	Goetze	library-1			Sample 24	P1604	Cycle 3	2	8	200um	na	0	50	25		night	1.54		34.68737	-121.2542
S108	COI	rep3	Goetze	Goetze	library-1			Sample 25	P1604	Cycle 3	2	8	200um	na	0	50	25		night	2.86		34.68737	-121.2542
S109	COI	rep3	Goetze	Goetze	library-1			Sample 26	P1604	Cycle 3	2	8	200um	na	0	50	25		night	2.88		34.68737	-121.2542
S110	COI	rep3	Goetze	Goetze	library-1			Sample 28	P1604	Cycle 4	2	1	200um	na	175	200	187.5		night	9.08		34.5183	-120.7625
S111	COI	rep3	Goetze	Goetze	library-1			Sample 29	P1604	Cycle 4	2	2	200um	na	150	175	162.5		night	10.04		34.5183	-120.7625
S112	COI	rep3	Goetze	Goetze	library-1			Sample 30	P1604	Cycle 4	2	3	200um	na	125	150	137.5		night	2.78		34.5183	-120.7625
S113	COI	rep3	Goetze	Goetze	library-1			Sample 31	P1604	Cycle 4	2	4	200um	na	100	125	112.5		night	4.72		34.5183	-120.7625
S114	COI	rep3	Goetze	Goetze	library-1			Sample 32	P1604	Cycle 4	2	5	200um	na	75	100	87.5		night	11.36		34.5183	-120.7625
S115	COI	rep3	Goetze	Goetze	library-1			Sample 33	P1604	Cycle 4	2	6	200um	na	50	75	62.5		night	10.92		34.5183	-120.7625
S116	COI	rep3	Goetze	Goetze	library-1			Sample 34	P1604	Cycle 4	2	7	200um	na	25	50	37.5		night	8.04		34.5183	-120.7625
S117	COI	rep3	Goetze	Goetze	library-1			Sample 35	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.64		34.5183	-120.7625
S118	COI	rep3	Goetze	Goetze	library-1			Sample 36	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.84		34.5183	-120.7625
S119	COI	rep3	Goetze	Goetze	library-1			Sample 37	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.4		34.5183	-120.7625
S120	COI	rep3	Goetze	Goetze	library-1			Sample 38	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	11.96		34.5183	-120.7625
S121	COI	rep3	Goetze	Goetze	library-1			Sample 39	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	4.94		34.5183	-120.7625
S122	COI	rep3	Goetze	Goetze	library-1			Sample 40	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.92		34.5183	-120.7625
S251	COI	rep1	Goetze	Goetze	library-2			Sample 43	P1604	Cycle 1	1	1	200um	na	350	400	375		day	13.6		33.03124	-122.9335
S252	COI	rep1	Goetze	Goetze	library-2			Sample 44	P1604	Cycle 1	1	2	200um	na	300	350	325		day	23.18		33.03124	-122.9335
S253	COI	rep1	Goetze	Goetze	library-2			Sample 45	P1604	Cycle 1	1	3	200um	na	250	300	275		day	42.06		33.03124	-122.9335
S254	COI	rep1	Goetze	Goetze	library-2			Sample 46	P1604	Cycle 1	1	4	200um	na	200	250	225		day	63.94		33.03124	-122.9335
S255	COI	rep1	Goetze	Goetze	library-2			Sample 47	P1604	Cycle 1	1	5	200um	na	150	200	175		day	95.44		33.03124	-122.9335
S256	COI	rep1	Goetze	Goetze	library-2			Sample 48	P1604	Cycle 1	1	6	200um	na	100	150	125		day	116.15		33.03124	-122.9335
S257	COI	rep1	Goetze	Goetze	library-2			Sample 49	P1604	Cycle 1	1	7	200um	na	50	100	75		day	103.86		33.03124	-122.9335
S258	COI	rep1	Goetze	Goetze	library-2			Sample 50	P1604	Cycle 1	1	8	200um	na	0	50	25		day	75.33		33.03124	-122.9335
S259	COI	rep1	Goetze	Goetze	library-2			Sample 51	P1604	Cycle 2	1	1	200um	na	350	400	375		day	69.87		33.5584	-122.1327
S260	COI	rep1	Goetze	Goetze	library-2			Sample 52	P1604	Cycle 2	1	2	200um	na	300	350	325		day	85.83		33.5584	-122.1327
S261	COI	rep1	Goetze	Goetze	library-2			Sample 53	P1604	Cycle 2	1	3	200um	na	250	300	275		day	103.9		33.5584	-122.1327
S262	COI	rep1	Goetze	Goetze	library-2			Sample 54	P1604	Cycle 2	1	4	200um	na	200	250	225		day	148		33.5584	-122.1327
S263	COI	rep1	Goetze	Goetze	library-2			Sample 55	P1604	Cycle 2	1	5	200um	na	150	200	175		day	93.22		33.5584	-122.1327
S264	COI	rep1	Goetze	Goetze	library-2			Sample 56	P1604	Cycle 2	1	6	200um	na	100	150	125		day	121.84		33.5584	-122.1327
S265	COI	rep1	Goetze	Goetze	library-2			Sample 57	P1604	Cycle 2	1	7	200um	na	50	100	75		day	127.14		33.5584	-122.1327
S266	COI	rep1	Goetze	Goetze	library-2			Sample 58	P1604	Cycle 2	1	8	200um	na	0	50	25		day	121.09		33.5584	-122.1327
S267	COI	rep1	Goetze	Goetze	library-2			Sample 61	P1604	Cycle 3	1	1	200um	na	350	400	375		day	72.26		34.73994	-121.2671
S268	COI	rep1	Goetze	Goetze	library-2			Sample 62	P1604	Cycle 3	1	2	200um	na	300	350	325		day	110.65		34.73994	-121.2671
S269	COI	rep1	Goetze	Goetze	library-2			Sample 63	P1604	Cycle 3	1	3	200um	na	250	300	275		day	135.43		34.73994	-121.2671
S270	COI	rep1	Goetze	Goetze	library-2			Sample 64	P1604	Cycle 3	1	4	200um	na	200	250	225		day	125.72		34.73994	-121.2671
S271	COI	rep1	Goetze	Goetze	library-2			Sample 65	P1604	Cycle 3	1	5	200um	na	150	200	175		day	112.22		34.73994	-121.2671
S272	COI	rep1	Goetze	Goetze	library-2			Sample 66	P1604	Cycle 3	1	6	200um	na	100	150	125		day	144.35		34.73994	-121.2671
S273	COI	rep1	Goetze	Goetze	library-2			Sample 67	P1604	Cycle 3	1	7	200um	na	50	100	75		day	132.08		34.73994	-121.2671
S274	COI	rep1	Goetze	Goetze	library-2			Sample 68	P1604	Cycle 3	1	8	200um	na	0	50	25		day	135.57		34.73994	-121.2671
S275	COI	rep1	Goetze	Goetze	library-2			Sample 69	P1604	Cycle 3	1	8	200um	na	0	50	25		day	108.81		34.73994	-121.2671
S276	COI	rep1	Goetze	Goetze	library-2			Sample 70	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	117.69		34.49348	-120.7343
S277	COI	rep1	Goetze	Goetze	library-2			Sample 71	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	137.06		34.49348	-120.7343
S278	COI	rep1	Goetze	Goetze	library-2			Sample 72	P1604	Cycle 4	1	3	200um	na	125	150	137.5		day	154.63		34.49348	-120.7343
S279	COI	rep1	Goetze	Goetze	library-2			Sample 73	P1604	Cycle 4	1	4	200um	na	100	125	112.5		day	128.8		34.49348	-120.7343
S280	COI	rep1	Goetze	Goetze	library-2			Sample 74	P1604	Cycle 4	1	5	200um	na	75	100	87.5		day	134.99		34.49348	-120.7343
S281	COI	rep1	Goetze	Goetze	library-2			Sample 75	P1604	Cycle 4	1	6	200um	na	50	75	62.5		day	162.73		34.49348	-120.7343
S282	COI	rep1	Goetze	Goetze	library-2			Sample 76	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	118.51		34.49348	-120.7343
S283	COI	rep1	Goetze	Goetze	library-2			Sample 77	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	95.09		34.49348	-120.7343
S284	COI	rep1	Goetze	Goetze	library-2			Sample 78	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	142.1		34.49348	-120.7343
S285	COI	rep1	Goetze	Goetze	library-2			Sample 79	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	131.27		34.49348	-120.7343
S286	COI	rep1	Goetze	Goetze	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S287	COI	rep1	Goetze	Goetze	library-2			Sample 5	P1604	Cycle 1	1	5	200um	na	150	200	175		day	152.58		33.03124	-122.9335
S288	COI	rep1	Goetze	Goetze	library-2			Sample 26	P1604	Cycle 3	1	8	200um	na	0	50	25		day	133.38		34.73994	-121.2671
S289	COI	rep1	Goetze	Goetze	library-2			Sample 29	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	131.15		34.49348	-120.7343
S290	COI	rep1	Goetze	Goetze	library-2			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S291	COI	rep2	Goetze	Goetze	library-2			Sample 43	P1604	Cycle 1	1	1	200um	na	350	400	375		day	119.92		33.03124	-122.9335
S292	COI	rep2	Goetze	Goetze	library-2			Sample 44	P1604	Cycle 1	1	2	200um	na	300	350	325		day	166.12		33.03124	-122.9335
S293	COI	rep2	Goetze	Goetze	library-2			Sample 45	P1604	Cycle 1	1	3	200um	na	250	300	275		day	164.96		33.03124	-122.9335
S294	COI	rep2	Goetze	Goetze	library-2			Sample 46	P1604	Cycle 1	1	4	200um	na	200	250	225		day	158.19		33.03124	-122.9335
S295	COI	rep2	Goetze	Goetze	library-2			Sample 47	P1604	Cycle 1	1	5	200um	na	150	200	175		day	131.89		33.03124	-122.9335
S296	COI	rep2	Goetze	Goetze	library-2			Sample 48	P1604	Cycle 1	1	6	200um	na	100	150	125		day	135.1		33.03124	-122.9335
S297	COI	rep2	Goetze	Goetze	library-2			Sample 49	P1604	Cycle 1	1	7	200um	na	50	100	75		day	147.57		33.03124	-122.9335
S298	COI	rep2	Goetze	Goetze	library-2			Sample 50	P1604	Cycle 1	1	8	200um	na	0	50	25		day	161		33.03124	-122.9335
S299	COI	rep2	Goetze	Goetze	library-2			Sample 51	P1604	Cycle 2	1	1	200um	na	350	400	375		day	110.74		33.5584	-122.1327
S300	COI	rep2	Goetze	Goetze	library-2			Sample 52	P1604	Cycle 2	1	2	200um	na	300	350	325		day	151.52		33.5584	-122.1327
S301	COI	rep2	Goetze	Goetze	library-2			Sample 53	P1604	Cycle 2	1	3	200um	na	250	300	275		day	155.55		33.5584	-122.1327
S302	COI	rep2	Goetze	Goetze	library-2			Sample 54	P1604	Cycle 2	1	4	200um	na	200	250	225		day	150.31		33.5584	-122.1327
S303	COI	rep2	Goetze	Goetze	library-2			Sample 55	P1604	Cycle 2	1	5	200um	na	150	200	175		day	128.37		33.5584	-122.1327
S304	COI	rep2	Goetze	Goetze	library-2			Sample 56	P1604	Cycle 2	1	6	200um	na	100	150	125		day	152.55		33.5584	-122.1327
