Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
s779	COI	rep3	Allen	Allen	library-3			Sample 109	P2007	na	2	8	200um	na	50	100	75		night	90.8		32.51216667	-118.3308667
s780	COI	rep3	Allen	Allen	library-3			Sample 110	P2007	na	2	9	200um	na	0	50	25		night	35.6		32.51216667	-118.3308667
s781	COI	rep3	Allen	Allen	library-3			Sample 111	P2007	na	3	1	200um	na	800	1000	900		day	105.4		32.51216667	-118.3308667
s782	COI	rep3	Allen	Allen	library-3			Sample 112	P2007	na	3	2	200um	na	500	800	650		day	49.3		32.51216667	-118.3308667
s783	COI	rep3	Allen	Allen	library-3			Sample 113	P2007	na	3	3	200um	na	400	500	450		day	69.4		32.51216667	-118.3308667
s784	COI	rep3	Allen	Allen	library-3			Sample 114	P2007	na	3	4	200um	na	300	400	350		day	97.4		32.51216667	-118.3308667
s785	COI	rep3	Allen	Allen	library-3			Sample 115	P2007	na	3	6	200um	na	100	200	150		day	152.9		32.51216667	-118.3308667
s786	COI	rep3	Allen	Allen	library-3			Sample 116	P2007	na	3	7	200um	na	50	100	75		day	94.2		32.51216667	-118.3308667
s787	COI	rep3	Allen	Allen	library-3			Sample 117	P2007	na	3	8	200um	na	25	50	37.5		day	102.8		32.51216667	-118.3308667
s788	COI	rep3	Allen	Allen	library-3			Sample 118	P2007	na	3	9	200um	na	0	25	12.5		day	67.6		32.51216667	-118.3308667
s789	COI	rep3	Allen	Allen	library-3			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
s790	COI	rep3	Allen	Allen	library-3			Sample 120	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	390.5		34.5183	-120.7625
s791	COI	rep3	Allen	Allen	library-3			Sample 121	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	124.5		34.5183	-120.7625
s792	COI	rep3	Allen	Allen	library-3			Sample 122	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	250.8		34.5183	-120.7625
s793	COI	rep3	Allen	Allen	library-3			Sample 123	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	169.6		34.5183	-120.7625
s794	COI	rep3	Allen	Allen	library-3			Sample 124	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	162.6		34.5183	-120.7625
s795	COI	rep3	Allen	Allen	library-3			Sample 125	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	125		34.5183	-120.7625
s796	COI	rep3	Allen	Allen	library-3			Sample 126	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	337.1		34.5183	-120.7625
s797	COI	rep3	Allen	Allen	library-3			Sample 127	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	265.8		34.5183	-120.7625
s798	COI	rep3	Allen	Allen	library-3			Sample 41	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	269.7		34.5183	-120.7625
s799	COI	rep3	Allen	Allen	library-3			Sample 42	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	393.2		34.5183	-120.7625
s800	COI	rep3	Allen	Allen	library-3			Sample 27	P1604	Cycle 3	2	8	200um	na	0	50	25		night	40.8		34.68737	-121.2542
S1801	COI	rep1	Allen	Allen	library-P2107			P2107s1	P2107	Cycle 1	3	8	200um	na	50	100	75		Day			36.145	-122.28
S1802	COI	rep1	Allen	Allen	library-P2107			P2107s2	P2107	Cycle 1	3	9	200um	na	0	50	25		Day			36.145	-122.28
S1803	COI	rep1	Allen	Allen	library-P2107			P2107s3	P2107	Cycle 1	3	7	200um	na	100	200	150		Day			36.145	-122.28
S1804	COI	rep1	Allen	Allen	library-P2107			P2107s4	P2107	Cycle 1	3	6	200um	na	200	300	250		Day			36.145	-122.28
S1805	COI	rep1	Allen	Allen	library-P2107			P2107s5	P2107	Cycle 1	3	5	200um	na	300	400	350		Day			36.145	-122.28
S1806	COI	rep1	Allen	Allen	library-P2107			P2107s6	P2107	Cycle 1	3	4	200um	na	400	600	500		Day			36.145	-122.28
S1807	COI	rep1	Allen	Allen	library-P2107			P2107s7	P2107	Cycle 1	4	6	200um	na	200	300	250		Night			36.145	-122.28
S1808	COI	rep1	Allen	Allen	library-P2107			P2107s8	P2107	Cycle 1	4	7	200um	na	100	200	150		Night			36.145	-122.28
S1809	COI	rep1	Allen	Allen	library-P2107			P2107s9	P2107	Cycle 1	4	8	200um	na	50	100	75		Night			36.145	-122.28
S1810	COI	rep1	Allen	Allen	library-P2107			P2107s10	P2107	Cycle 1	4	9	200um	na	0	50	25		Night			36.145	-122.28
S1811	COI	rep1	Allen	Allen	library-P2107			P2107s11	P2107	Cycle 1	3	1	200um	na	800	1000	900		Day			36.145	-122.28
S1812	COI	rep1	Allen	Allen	library-P2107			P2107s12	P2107	Cycle 1	3	2	200um	na	600	800	700		Day			36.145	-122.28
S1813	COI	rep1	Allen	Allen	library-P2107			P2107s13	P2107	Cycle 1	3	3	200um	na	500	600	550		Day			36.145	-122.28
S1814	COI	rep1	Allen	Allen	library-P2107			P2107s14	P2107	Cycle 1	4	1	200um	na	800	1000	900		Night			36.145	-122.28
S1815	COI	rep1	Allen	Allen	library-P2107			P2107s15	P2107	Cycle 1	4	2	200um	na	600	800	700		Night			36.145	-122.28
S1816	COI	rep1	Allen	Allen	library-P2107			P2107s16	P2107	Cycle 1	4	3	200um	na	500	600	550		Night			36.145	-122.28
S1817	COI	rep1	Allen	Allen	library-P2107			P2107s17	P2107	Cycle 1	4	5	200um	na	300	400	350		Night			36.145	-122.28
S1818	COI	rep1	Allen	Allen	library-P2107			P2107s18	P2107	Cycle 1	4	4	200um	na	400	500	450		Night			36.145	-122.28
S1819	COI	rep1	Allen	Allen	library-P2107			P2107s19	P2107	Cycle 3	7	9	200um	na	0	50	25		Day			34.42	-130.41
S1820	COI	rep1	Allen	Allen	library-P2107			P2107s20	P2107	Cycle 3	7	8	200um	na	50	100	75		Day			34.42	-130.41
S1821	COI	rep1	Allen	Allen	library-P2107			P2107s21	P2107	Cycle 3	7	7	200um	na	100	200	150		Day			34.42	-130.41
S1822	COI	rep1	Allen	Allen	library-P2107			P2107s22	P2107	Cycle 3	7	6	200um	na	200	300	250		Day			34.42	-130.41
S1823	COI	rep1	Allen	Allen	library-P2107			P2107s23	P2107	Cycle 3	7	1	200um	na	800	1000	900		Day			34.42	-130.41
S1824	COI	rep1	Allen	Allen	library-P2107			P2107s24	P2107	Cycle 3	7	2	200um	na	600	800	700		Day			34.42	-130.41
S1825	COI	rep1	Allen	Allen	library-P2107			P2107s25	P2107	Cycle 3	7	3	200um	na	500	600	550		Day			34.42	-130.41
S1826	COI	rep1	Allen	Allen	library-P2107			P2107s26	P2107	Cycle 3	7	4	200um	na	400	500	450		Day			34.42	-130.41
S1827	COI	rep1	Allen	Allen	library-P2107			P2107s27	P2107	Cycle 3	7	5	200um	na	300	400	350		Day			34.42	-130.41
S1828	COI	rep1	Allen	Allen	library-P2107			P2107s28	P2107	Cycle 3	6	9	200um	na	0	50	25		Night			34.42	-130.41
S1829	COI	rep1	Allen	Allen	library-P2107			P2107s29	P2107	Cycle 3	6	1	200um	na	800	1000	900		Night			34.42	-130.41
S1830	COI	rep1	Allen	Allen	library-P2107			P2107s30	P2107	Cycle 3	6	2	200um	na	600	800	700		Night			34.42	-130.41
S1831	COI	rep1	Allen	Allen	library-P2107			P2107s31	P2107	Cycle 3	6	3	200um	na	500	600	550		Night			34.42	-130.41
S1832	COI	rep1	Allen	Allen	library-P2107			P2107s32	P2107	Cycle 3	6	4	200um	na	400	500	450		Night			34.42	-130.41
S1833	COI	rep1	Allen	Allen	library-P2107			P2107s33	P2107	Cycle 3	6	5	200um	na	300	400	350		Night			34.42	-130.41
S1834	COI	rep1	Allen	Allen	library-P2107			P2107s34	P2107	Cycle 3	6	6	200um	na	200	300	250		Night			34.42	-130.41
S1835	COI	rep1	Allen	Allen	library-P2107			P2107s35	P2107	Cycle 3	6	7	200um	na	100	200	150		Night			34.42	-130.41
S1836	COI	rep1	Allen	Allen	library-P2107			P2107s36	P2107	Cycle 3	6	8	200um	na	50	100	75		Night			34.42	-130.41
S1837	COI	rep1	Allen	Allen	library-P2107			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na			na	na
S1838	COI	rep1	Allen	Allen	library-P2107			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na			na	na
S1839	COI	rep1	Allen	Allen	library-P2107			NC	NC	na	na	na	na	na	na	na	na		na			na	na
S1840	COI	rep1	Allen	Allen	library-P2107			H04	KH-14-3	st4	na	3	100um	na	0	200	100					15.01333333	-170.02
S1849	COI	rep2	Allen	Allen	library-P2107			P2107s1	P2107	Cycle 1	3	8	200um	na	50	100	75		Day			36.145	-122.28
S1850	COI	rep2	Allen	Allen	library-P2107			P2107s2	P2107	Cycle 1	3	9	200um	na	0	50	25		Day			36.145	-122.28
S1851	COI	rep2	Allen	Allen	library-P2107			P2107s3	P2107	Cycle 1	3	7	200um	na	100	200	150		Day			36.145	-122.28
S1852	COI	rep2	Allen	Allen	library-P2107			P2107s4	P2107	Cycle 1	3	6	200um	na	200	300	250		Day			36.145	-122.28
S1853	COI	rep2	Allen	Allen	library-P2107			P2107s5	P2107	Cycle 1	3	5	200um	na	300	400	350		Day			36.145	-122.28
S1854	COI	rep2	Allen	Allen	library-P2107			P2107s6	P2107	Cycle 1	3	4	200um	na	400	600	500		Day			36.145	-122.28
S1855	COI	rep2	Allen	Allen	library-P2107			P2107s7	P2107	Cycle 1	4	6	200um	na	200	300	250		Night			36.145	-122.28
S1856	COI	rep2	Allen	Allen	library-P2107			P2107s8	P2107	Cycle 1	4	7	200um	na	100	200	150		Night			36.145	-122.28
S1857	COI	rep2	Allen	Allen	library-P2107			P2107s9	P2107	Cycle 1	4	8	200um	na	50	100	75		Night			36.145	-122.28
S1858	COI	rep2	Allen	Allen	library-P2107			P2107s10	P2107	Cycle 1	4	9	200um	na	0	50	25		Night			36.145	-122.28
S1859	COI	rep2	Allen	Allen	library-P2107			P2107s11	P2107	Cycle 1	3	1	200um	na	800	1000	900		Day			36.145	-122.28
S1860	COI	rep2	Allen	Allen	library-P2107			P2107s12	P2107	Cycle 1	3	2	200um	na	600	800	700		Day			36.145	-122.28
S1861	COI	rep2	Allen	Allen	library-P2107			P2107s13	P2107	Cycle 1	3	3	200um	na	500	600	550		Day			36.145	-122.28
S1862	COI	rep2	Allen	Allen	library-P2107			P2107s14	P2107	Cycle 1	4	1	200um	na	800	1000	900		Night			36.145	-122.28
S1863	COI	rep2	Allen	Allen	library-P2107			P2107s15	P2107	Cycle 1	4	2	200um	na	600	800	700		Night			36.145	-122.28
S1864	COI	rep2	Allen	Allen	library-P2107			P2107s16	P2107	Cycle 1	4	3	200um	na	500	600	550		Night			36.145	-122.28
S1865	COI	rep2	Allen	Allen	library-P2107			P2107s17	P2107	Cycle 1	4	5	200um	na	300	400	350		Night			36.145	-122.28
S1866	COI	rep2	Allen	Allen	library-P2107			P2107s18	P2107	Cycle 1	4	4	200um	na	400	500	450		Night			36.145	-122.28
S1867	COI	rep2	Allen	Allen	library-P2107			P2107s19	P2107	Cycle 3	7	9	200um	na	0	50	25		Day			34.42	-130.41
S1868	COI	rep2	Allen	Allen	library-P2107			P2107s20	P2107	Cycle 3	7	8	200um	na	50	100	75		Day			34.42	-130.41
S1869	COI	rep2	Allen	Allen	library-P2107			P2107s21	P2107	Cycle 3	7	7	200um	na	100	200	150		Day			34.42	-130.41
S1870	COI	rep2	Allen	Allen	library-P2107			P2107s22	P2107	Cycle 3	7	6	200um	na	200	300	250		Day			34.42	-130.41
S1871	COI	rep2	Allen	Allen	library-P2107			P2107s23	P2107	Cycle 3	7	1	200um	na	800	1000	900		Day			34.42	-130.41
S1872	COI	rep2	Allen	Allen	library-P2107			P2107s24	P2107	Cycle 3	7	2	200um	na	600	800	700		Day			34.42	-130.41
S1873	COI	rep2	Allen	Allen	library-P2107			P2107s25	P2107	Cycle 3	7	3	200um	na	500	600	550		Day			34.42	-130.41
S1874	COI	rep2	Allen	Allen	library-P2107			P2107s26	P2107	Cycle 3	7	4	200um	na	400	500	450		Day			34.42	-130.41
S1875	COI	rep2	Allen	Allen	library-P2107			P2107s27	P2107	Cycle 3	7	5	200um	na	300	400	350		Day			34.42	-130.41
S1876	COI	rep2	Allen	Allen	library-P2107			P2107s28	P2107	Cycle 3	6	9	200um	na	0	50	25		Night			34.42	-130.41
S1877	COI	rep2	Allen	Allen	library-P2107			P2107s29	P2107	Cycle 3	6	1	200um	na	800	1000	900		Night			34.42	-130.41
S1878	COI	rep2	Allen	Allen	library-P2107			P2107s30	P2107	Cycle 3	6	2	200um	na	600	800	700		Night			34.42	-130.41
S1879	COI	rep2	Allen	Allen	library-P2107			P2107s31	P2107	Cycle 3	6	3	200um	na	500	600	550		Night			34.42	-130.41
S1880	COI	rep2	Allen	Allen	library-P2107			P2107s32	P2107	Cycle 3	6	4	200um	na	400	500	450		Night			34.42	-130.41
S1881	COI	rep2	Allen	Allen	library-P2107			P2107s33	P2107	Cycle 3	6	5	200um	na	300	400	350		Night			34.42	-130.41
S1882	COI	rep2	Allen	Allen	library-P2107			P2107s34	P2107	Cycle 3	6	6	200um	na	200	300	250		Night			34.42	-130.41
S1883	COI	rep2	Allen	Allen	library-P2107			P2107s35	P2107	Cycle 3	6	7	200um	na	100	200	150		Night			34.42	-130.41
S1884	COI	rep2	Allen	Allen	library-P2107			P2107s36	P2107	Cycle 3	6	8	200um	na	50	100	75		Night			34.42	-130.41
S1885	COI	rep2	Allen	Allen	library-P2107			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na			na	na
S1886	COI	rep2	Allen	Allen	library-P2107			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na			na	na
S1887	COI	rep2	Allen	Allen	library-P2107			NC	NC	na	na	na	na	na	na	na	na		na			na	na
S1888	COI	rep2	Allen	Allen	library-P2107			H04	KH-14-3	st4	na	3	100um	na	0	200	100					15.01333333	-170.02
S1897	COI	rep3	Allen	Allen	library-P2107			P2107s1	P2107	Cycle 1	3	8	200um	na	50	100	75		Day			36.145	-122.28
S1898	COI	rep3	Allen	Allen	library-P2107			P2107s2	P2107	Cycle 1	3	9	200um	na	0	50	25		Day			36.145	-122.28
S1899	COI	rep3	Allen	Allen	library-P2107			P2107s3	P2107	Cycle 1	3	7	200um	na	100	200	150		Day			36.145	-122.28
S1900	COI	rep3	Allen	Allen	library-P2107			P2107s4	P2107	Cycle 1	3	6	200um	na	200	300	250		Day			36.145	-122.28
S1901	COI	rep3	Allen	Allen	library-P2107			P2107s5	P2107	Cycle 1	3	5	200um	na	300	400	350		Day			36.145	-122.28
S1902	COI	rep3	Allen	Allen	library-P2107			P2107s6	P2107	Cycle 1	3	4	200um	na	400	600	500		Day			36.145	-122.28
S1903	COI	rep3	Allen	Allen	library-P2107			P2107s7	P2107	Cycle 1	4	6	200um	na	200	300	250		Night			36.145	-122.28
S1904	COI	rep3	Allen	Allen	library-P2107			P2107s8	P2107	Cycle 1	4	7	200um	na	100	200	150		Night			36.145	-122.28
S1905	COI	rep3	Allen	Allen	library-P2107			P2107s9	P2107	Cycle 1	4	8	200um	na	50	100	75		Night			36.145	-122.28
S1906	COI	rep3	Allen	Allen	library-P2107			P2107s10	P2107	Cycle 1	4	9	200um	na	0	50	25		Night			36.145	-122.28
S1907	COI	rep3	Allen	Allen	library-P2107			P2107s11	P2107	Cycle 1	3	1	200um	na	800	1000	900		Day			36.145	-122.28
S1908	COI	rep3	Allen	Allen	library-P2107			P2107s12	P2107	Cycle 1	3	2	200um	na	600	800	700		Day			36.145	-122.28
S1909	COI	rep3	Allen	Allen	library-P2107			P2107s13	P2107	Cycle 1	3	3	200um	na	500	600	550		Day			36.145	-122.28
S1910	COI	rep3	Allen	Allen	library-P2107			P2107s14	P2107	Cycle 1	4	1	200um	na	800	1000	900		Night			36.145	-122.28
S1911	COI	rep3	Allen	Allen	library-P2107			P2107s15	P2107	Cycle 1	4	2	200um	na	600	800	700		Night			36.145	-122.28
S1912	COI	rep3	Allen	Allen	library-P2107			P2107s16	P2107	Cycle 1	4	3	200um	na	500	600	550		Night			36.145	-122.28
S1913	COI	rep3	Allen	Allen	library-P2107			P2107s17	P2107	Cycle 1	4	5	200um	na	300	400	350		Night			36.145	-122.28
S1914	COI	rep3	Allen	Allen	library-P2107			P2107s18	P2107	Cycle 1	4	4	200um	na	400	500	450		Night			36.145	-122.28
S1915	COI	rep3	Allen	Allen	library-P2107			P2107s19	P2107	Cycle 3	7	9	200um	na	0	50	25		Day			34.42	-130.41
S1916	COI	rep3	Allen	Allen	library-P2107			P2107s20	P2107	Cycle 3	7	8	200um	na	50	100	75		Day			34.42	-130.41
S1917	COI	rep3	Allen	Allen	library-P2107			P2107s21	P2107	Cycle 3	7	7	200um	na	100	200	150		Day			34.42	-130.41
S1918	COI	rep3	Allen	Allen	library-P2107			P2107s22	P2107	Cycle 3	7	6	200um	na	200	300	250		Day			34.42	-130.41
S1919	COI	rep3	Allen	Allen	library-P2107			P2107s23	P2107	Cycle 3	7	1	200um	na	800	1000	900		Day			34.42	-130.41
S1920	COI	rep3	Allen	Allen	library-P2107			P2107s24	P2107	Cycle 3	7	2	200um	na	600	800	700		Day			34.42	-130.41
S1921	COI	rep3	Allen	Allen	library-P2107			P2107s25	P2107	Cycle 3	7	3	200um	na	500	600	550		Day			34.42	-130.41
S1922	COI	rep3	Allen	Allen	library-P2107			P2107s26	P2107	Cycle 3	7	4	200um	na	400	500	450		Day			34.42	-130.41
S1923	COI	rep3	Allen	Allen	library-P2107			P2107s27	P2107	Cycle 3	7	5	200um	na	300	400	350		Day			34.42	-130.41
S1924	COI	rep3	Allen	Allen	library-P2107			P2107s28	P2107	Cycle 3	6	9	200um	na	0	50	25		Night			34.42	-130.41
S1925	COI	rep3	Allen	Allen	library-P2107			P2107s29	P2107	Cycle 3	6	1	200um	na	800	1000	900		Night			34.42	-130.41
S1926	COI	rep3	Allen	Allen	library-P2107			P2107s30	P2107	Cycle 3	6	2	200um	na	600	800	700		Night			34.42	-130.41
S1927	COI	rep3	Allen	Allen	library-P2107			P2107s31	P2107	Cycle 3	6	3	200um	na	500	600	550		Night			34.42	-130.41
S1928	COI	rep3	Allen	Allen	library-P2107			P2107s32	P2107	Cycle 3	6	4	200um	na	400	500	450		Night			34.42	-130.41
S1929	COI	rep3	Allen	Allen	library-P2107			P2107s33	P2107	Cycle 3	6	5	200um	na	300	400	350		Night			34.42	-130.41
S1930	COI	rep3	Allen	Allen	library-P2107			P2107s34	P2107	Cycle 3	6	6	200um	na	200	300	250		Night			34.42	-130.41
S1931	COI	rep3	Allen	Allen	library-P2107			P2107s35	P2107	Cycle 3	6	7	200um	na	100	200	150		Night			34.42	-130.41
S1932	COI	rep3	Allen	Allen	library-P2107			P2107s36	P2107	Cycle 3	6	8	200um	na	50	100	75		Night			34.42	-130.41
S1933	COI	rep3	Allen	Allen	library-P2107			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na			na	na
S1934	COI	rep3	Allen	Allen	library-P2107			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na			na	na
S1935	COI	rep3	Allen	Allen	library-P2107			NC	NC	na	na	na	na	na	na	na	na		na			na	na
S1936	COI	rep3	Tokyo	Allen	library-P2107			H04	KH-14-3	st4	na	3	100um	na	0	200	100					15.01333333	-170.02
S2201	COI	rep1	Goetze	Allen	library-ENP			M192	DG5B		4	1	200um	SM	1250	1500	1375		Day	19		10.8595	-116.20965
S2202	COI	rep1	Goetze	Allen	library-ENP			M198	DG5B		4	1	200um	LG	1250	1500	1375		Day	26.8		10.8595	-116.20965
S2203	COI	rep1	Goetze	Allen	library-ENP			M73	DG5B		4	2	200um	SM	1000	1250	1125		Day	13		10.8595	-116.20965
S2204	COI	rep1	Goetze	Allen	library-ENP			M145	DG5B		4	2	200um	LG	1000	1250	1125		Day	78.2		10.8595	-116.20965
S2205	COI	rep1	Goetze	Allen	library-ENP			M74	DG5B		4	3	200um	SM	800	1000	900		Day	46.6		10.8595	-116.20965
S2206	COI	rep1	Goetze	Allen	library-ENP			M146	DG5B		4	3	200um	LG	800	1000	900		Day	244		10.8595	-116.20965
S2207	COI	rep1	Goetze	Allen	library-ENP			M26	DG5B		4	4	200um	SM	700	800	750		Day	57.2		10.8595	-116.20965
S2208	COI	rep1	Goetze	Allen	library-ENP			M209	DG5B		4	4	200um	LG	700	800	750		Day	260		10.8595	-116.20965
S2209	COI	rep1	Goetze	Allen	library-ENP			M56	DG5B		4	5	200um	SM	500	700	600		Day	9.08		10.8595	-116.20965
S2210	COI	rep1	Goetze	Allen	library-ENP			M159	DG5B		4	5	200um	LG	500	700	600		Day	104		10.8595	-116.20965
S2211	COI	rep1	Goetze	Allen	library-ENP			M75	DG5B		4	6	200um	SM	300	500	400		Day	84		10.8595	-116.20965
S2212	COI	rep1	Goetze	Allen	library-ENP			M182	DG5B		4	6	200um	LG	300	500	400		Day	69.6		10.8595	-116.20965
S2213	COI	rep1	Goetze	Allen	library-ENP			M92	DG5B		4	7	200um	SM	100	300	200		Day	132		10.8595	-116.20965
S2214	COI	rep1	Goetze	Allen	library-ENP			M183	DG5B		4	7	200um	LG	100	300	200		Day	380		10.8595	-116.20965
S2215	COI	rep1	Goetze	Allen	library-ENP			M71	DG5B		4	8	200um	SM	50	100	75		Day	16.8		10.8595	-116.20965
S2216	COI	rep1	Goetze	Allen	library-ENP			M203	DG5B		4	8	200um	LG	50	100	75		Day	16.8		10.8595	-116.20965
S2217	COI	rep1	Goetze	Allen	library-ENP			M105	DG5B		4	9	200um	SM	0	50	25		Day	151		10.8595	-116.20965
S2218	COI	rep1	Goetze	Allen	library-ENP			M204	DG5B		4	9	200um	LG	0	50	25		Day	7.96		10.8595	-116.20965
S2219	COI	rep1	Goetze	Allen	library-ENP			M52	DG5B		2	1	200um	SM	1250	1500	1375		Night	24.2		10.8595	-116.20965
S2220	COI	rep1	Goetze	Allen	library-ENP			M185	DG5B		2	1	200um	LG	1250	1500	1375		Night	72.6		10.8595	-116.20965
S2221	COI	rep1	Goetze	Allen	library-ENP			M54	DG5B		2	2	200um	SM	1000	1250	1125		Night	29.4		10.8595	-116.20965
S2222	COI	rep1	Goetze	Allen	library-ENP			M155	DG5B		2	2	200um	LG	1000	1250	1125		Night	74.4		10.8595	-116.20965
S2223	COI	rep1	Goetze	Allen	library-ENP			M53	DG5B		2	3	200um	SM	800	1000	900		Night	90.4		10.8595	-116.20965
S2224	COI	rep1	Goetze	Allen	library-ENP			M157	DG5B		2	3	200um	LG	800	1000	900		Night	80.8		10.8595	-116.20965
S2225	COI	rep1	Goetze	Allen	library-ENP			M51	DG5B		2	4	200um	SM	700	800	750		Night	84.2		10.8595	-116.20965
S2226	COI	rep1	Goetze	Allen	library-ENP			M156	DG5B		2	4	200um	LG	700	800	750		Night	470		10.8595	-116.20965
S2227	COI	rep1	Goetze	Allen	library-ENP			M55	DG5B		2	5	200um	SM	500	700	600		Night	13.9		10.8595	-116.20965
S2228	COI	rep1	Goetze	Allen	library-ENP			M165	DG5B		2	5	200um	LG	500	700	600		Night	165		10.8595	-116.20965
S2229	COI	rep1	Goetze	Allen	library-ENP			M79	DG5B		2	6	200um	SM	300	500	400		Night	84.2		10.8595	-116.20965
S2230	COI	rep1	Goetze	Allen	library-ENP			M131	DG5B		2	6	200um	LG	300	500	400		Night	136		10.8595	-116.20965
S2231	COI	rep1	Goetze	Allen	library-ENP			M91	DG5B		2	7	200um	SM	100	300	200		Night	52		10.8595	-116.20965
S2232	COI	rep1	Goetze	Allen	library-ENP			M202	DG5B		2	7	200um	LG	100	300	200		Night	330		10.8595	-116.20965
S2233	COI	rep1	Goetze	Allen	library-ENP			M102	DG5B		2	8	200um	SM	50	100	75		Night	91.2		10.8595	-116.20965
S2234	COI	rep1	Goetze	Allen	library-ENP			M199	DG5B		2	8	200um	LG	50	100	75		Night	438		10.8595	-116.20965
S2235	COI	rep1	Goetze	Allen	library-ENP			M103	DG5B		2	9	200um	SM	0	50	25		Night	13		10.8595	-116.20965
S2236	COI	rep1	Goetze	Allen	library-ENP			M132	DG5B		2	9	200um	LG	0	50	25		Night	15.4		10.8595	-116.20965
S2237	COI	rep1	Goetze	Allen	library-ENP			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2238	COI	rep1	Goetze	Allen	library-ENP			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2239	COI	rep1	Goetze	Allen	library-ENP			NC	NC		na	na	na	na	na	na	na		na	na		na	na
S2240	COI	rep1	Goetze	Allen	library-ENP			H07	KH-14-3	st5	na	3	100um	na	0	200	100					20.01	-169.9733333
S2249	COI	rep2	Goetze	Allen	library-ENP		DG5B-M192	M192	DG5B		4	1	200um	SM	1250	1500	1375		Day	19		10.8595	-116.20965
S2250	COI	rep2	Goetze	Allen	library-ENP		DG5B-M198	M198	DG5B		4	1	200um	LG	1250	1500	1375		Day	26.8		10.8595	-116.20965
S2251	COI	rep2	Goetze	Allen	library-ENP		DG5B-M73	M73	DG5B		4	2	200um	SM	1000	1250	1125		Day	13		10.8595	-116.20965
S2252	COI	rep2	Goetze	Allen	library-ENP		DG5B-M145	M145	DG5B		4	2	200um	LG	1000	1250	1125		Day	78.2		10.8595	-116.20965
S2253	COI	rep2	Goetze	Allen	library-ENP		DG5B-M74	M74	DG5B		4	3	200um	SM	800	1000	900		Day	46.6		10.8595	-116.20965
S2254	COI	rep2	Goetze	Allen	library-ENP		DG5B-M146	M146	DG5B		4	3	200um	LG	800	1000	900		Day	244		10.8595	-116.20965
S2255	COI	rep2	Goetze	Allen	library-ENP		DG5B-M26	M26	DG5B		4	4	200um	SM	700	800	750		Day	57.2		10.8595	-116.20965
S2256	COI	rep2	Goetze	Allen	library-ENP		DG5B-M209	M209	DG5B		4	4	200um	LG	700	800	750		Day	260		10.8595	-116.20965
S2257	COI	rep2	Goetze	Allen	library-ENP		DG5B-M56	M56	DG5B		4	5	200um	SM	500	700	600		Day	9.08		10.8595	-116.20965
S2258	COI	rep2	Goetze	Allen	library-ENP		DG5B-M159	M159	DG5B		4	5	200um	LG	500	700	600		Day	104		10.8595	-116.20965
S2259	COI	rep2	Goetze	Allen	library-ENP		DG5B-M75	M75	DG5B		4	6	200um	SM	300	500	400		Day	84		10.8595	-116.20965
S2260	COI	rep2	Goetze	Allen	library-ENP		DG5B-M182	M182	DG5B		4	6	200um	LG	300	500	400		Day	69.6		10.8595	-116.20965
S2261	COI	rep2	Goetze	Allen	library-ENP		DG5B-M92	M92	DG5B		4	7	200um	SM	100	300	200		Day	132		10.8595	-116.20965
S2262	COI	rep2	Goetze	Allen	library-ENP		DG5B-M183	M183	DG5B		4	7	200um	LG	100	300	200		Day	380		10.8595	-116.20965
S2263	COI	rep2	Goetze	Allen	library-ENP		DG5B-M71	M71	DG5B		4	8	200um	SM	50	100	75		Day	16.8		10.8595	-116.20965
S2264	COI	rep2	Goetze	Allen	library-ENP		DG5B-M203	M203	DG5B		4	8	200um	LG	50	100	75		Day	16.8		10.8595	-116.20965
S2265	COI	rep2	Goetze	Allen	library-ENP		DG5B-M105	M105	DG5B		4	9	200um	SM	0	50	25		Day	151		10.8595	-116.20965
S2266	COI	rep2	Goetze	Allen	library-ENP		DG5B-M204	M204	DG5B		4	9	200um	LG	0	50	25		Day	7.96		10.8595	-116.20965
S2267	COI	rep2	Goetze	Allen	library-ENP		DG5B-M52	M52	DG5B		2	1	200um	SM	1250	1500	1375		Night	24.2		10.8595	-116.20965
