Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
s649	18S	rep3	Allen	Allen	library-3			Sample 42	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	393.2		34.5183	-120.7625
s650	18S	rep3	Allen	Allen	library-3			Sample 27	P1604	Cycle 3	2	8	200um	na	0	50	25		night	40.8		34.68737	-121.2542
S2345	18S	rep1	Goetze	Allen	library-ENP		DG5B-M192	M192	DG5B		4	1	200um	SM	1250	1500	1375		Day	19		10.8595	-116.20965
S2346	18S	rep1	Goetze	Allen	library-ENP		DG5B-M198	M198	DG5B		4	1	200um	LG	1250	1500	1375		Day	26.8		10.8595	-116.20965
S2347	18S	rep1	Goetze	Allen	library-ENP		DG5B-M73	M73	DG5B		4	2	200um	SM	1000	1250	1125		Day	13		10.8595	-116.20965
S2348	18S	rep1	Goetze	Allen	library-ENP		DG5B-M145	M145	DG5B		4	2	200um	LG	1000	1250	1125		Day	78.2		10.8595	-116.20965
S2349	18S	rep1	Goetze	Allen	library-ENP		DG5B-M74	M74	DG5B		4	3	200um	SM	800	1000	900		Day	46.6		10.8595	-116.20965
S2350	18S	rep1	Goetze	Allen	library-ENP		DG5B-M146	M146	DG5B		4	3	200um	LG	800	1000	900		Day	244		10.8595	-116.20965
S2351	18S	rep1	Goetze	Allen	library-ENP		DG5B-M26	M26	DG5B		4	4	200um	SM	700	800	750		Day	57.2		10.8595	-116.20965
S2352	18S	rep1	Goetze	Allen	library-ENP		DG5B-M209	M209	DG5B		4	4	200um	LG	700	800	750		Day	260		10.8595	-116.20965
S2353	18S	rep1	Goetze	Allen	library-ENP		DG5B-M56	M56	DG5B		4	5	200um	SM	500	700	600		Day	9.08		10.8595	-116.20965
S2354	18S	rep1	Goetze	Allen	library-ENP		DG5B-M159	M159	DG5B		4	5	200um	LG	500	700	600		Day	104		10.8595	-116.20965
S2355	18S	rep1	Goetze	Allen	library-ENP		DG5B-M75	M75	DG5B		4	6	200um	SM	300	500	400		Day	84		10.8595	-116.20965
S2356	18S	rep1	Goetze	Allen	library-ENP		DG5B-M182	M182	DG5B		4	6	200um	LG	300	500	400		Day	69.6		10.8595	-116.20965
S2357	18S	rep1	Goetze	Allen	library-ENP		DG5B-M92	M92	DG5B		4	7	200um	SM	100	300	200		Day	132		10.8595	-116.20965
S2358	18S	rep1	Goetze	Allen	library-ENP		DG5B-M183	M183	DG5B		4	7	200um	LG	100	300	200		Day	380		10.8595	-116.20965
S2359	18S	rep1	Goetze	Allen	library-ENP		DG5B-M71	M71	DG5B		4	8	200um	SM	50	100	75		Day	16.8		10.8595	-116.20965
S2360	18S	rep1	Goetze	Allen	library-ENP		DG5B-M203	M203	DG5B		4	8	200um	LG	50	100	75		Day	16.8		10.8595	-116.20965
S2361	18S	rep1	Goetze	Allen	library-ENP		DG5B-M105	M105	DG5B		4	9	200um	SM	0	50	25		Day	151		10.8595	-116.20965
S2362	18S	rep1	Goetze	Allen	library-ENP		DG5B-M204	M204	DG5B		4	9	200um	LG	0	50	25		Day	7.96		10.8595	-116.20965
S2363	18S	rep1	Goetze	Allen	library-ENP		DG5B-M52	M52	DG5B		2	1	200um	SM	1250	1500	1375		Night	24.2		10.8595	-116.20965
S2364	18S	rep1	Goetze	Allen	library-ENP		DG5B-M185	M185	DG5B		2	1	200um	LG	1250	1500	1375		Night	72.6		10.8595	-116.20965
S2365	18S	rep1	Goetze	Allen	library-ENP		DG5B-M54	M54	DG5B		2	2	200um	SM	1000	1250	1125		Night	29.4		10.8595	-116.20965
S2366	18S	rep1	Goetze	Allen	library-ENP		DG5B-M155	M155	DG5B		2	2	200um	LG	1000	1250	1125		Night	74.4		10.8595	-116.20965
S2367	18S	rep1	Goetze	Allen	library-ENP		DG5B-M53	M53	DG5B		2	3	200um	SM	800	1000	900		Night	90.4		10.8595	-116.20965
S2368	18S	rep1	Goetze	Allen	library-ENP		DG5B-M157	M157	DG5B		2	3	200um	LG	800	1000	900		Night	80.8		10.8595	-116.20965
S2369	18S	rep1	Goetze	Allen	library-ENP		DG5B-M51	M51	DG5B		2	4	200um	SM	700	800	750		Night	84.2		10.8595	-116.20965
S2370	18S	rep1	Goetze	Allen	library-ENP		DG5B-M156	M156	DG5B		2	4	200um	LG	700	800	750		Night	470		10.8595	-116.20965
S2371	18S	rep1	Goetze	Allen	library-ENP		DG5B-M55	M55	DG5B		2	5	200um	SM	500	700	600		Night	13.9		10.8595	-116.20965
S2372	18S	rep1	Goetze	Allen	library-ENP		DG5B-M165	M165	DG5B		2	5	200um	LG	500	700	600		Night	165		10.8595	-116.20965
S2373	18S	rep1	Goetze	Allen	library-ENP		DG5B-M79	M79	DG5B		2	6	200um	SM	300	500	400		Night	84.2		10.8595	-116.20965
S2374	18S	rep1	Goetze	Allen	library-ENP		DG5B-M131	M131	DG5B		2	6	200um	LG	300	500	400		Night	136		10.8595	-116.20965
S2375	18S	rep1	Goetze	Allen	library-ENP		DG5B-M91	M91	DG5B		2	7	200um	SM	100	300	200		Night	52		10.8595	-116.20965
S2376	18S	rep1	Goetze	Allen	library-ENP		DG5B-M202	M202	DG5B		2	7	200um	LG	100	300	200		Night	330		10.8595	-116.20965
S2377	18S	rep1	Goetze	Allen	library-ENP		DG5B-M102	M102	DG5B		2	8	200um	SM	50	100	75		Night	91.2		10.8595	-116.20965
S2378	18S	rep1	Goetze	Allen	library-ENP		DG5B-M199	M199	DG5B		2	8	200um	LG	50	100	75		Night	438		10.8595	-116.20965
S2379	18S	rep1	Goetze	Allen	library-ENP		DG5B-M103	M103	DG5B		2	9	200um	SM	0	50	25		Night	13		10.8595	-116.20965
S2380	18S	rep1	Goetze	Allen	library-ENP		DG5B-M132	M132	DG5B		2	9	200um	LG	0	50	25		Night	15.4		10.8595	-116.20965
S2381	18S	rep1	Goetze	Allen	library-ENP		MOCK-EVEN	MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2382	18S	rep1	Goetze	Allen	library-ENP		MOCK-STAGGERED	MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2383	18S	rep1	Goetze	Allen	library-ENP		NC	NC	NC		na	na	na	na	na	na	na		na	na		na	na
S2384	18S	rep1	Goetze	Allen	library-ENP		KH-14-3 st 5 (0-200m)	H07	KH-14-3	st5	na	3	100um	na	0	200	100					20.01	-169.9733333
S2393	18S	rep2	Goetze	Allen	library-ENP		DG5B-M192	M192	DG5B		4	1	200um	SM	1250	1500	1375		Day	19		10.8595	-116.20965
S2394	18S	rep2	Goetze	Allen	library-ENP		DG5B-M198	M198	DG5B		4	1	200um	LG	1250	1500	1375		Day	26.8		10.8595	-116.20965
S2395	18S	rep2	Goetze	Allen	library-ENP		DG5B-M73	M73	DG5B		4	2	200um	SM	1000	1250	1125		Day	13		10.8595	-116.20965
S2396	18S	rep2	Goetze	Allen	library-ENP		DG5B-M145	M145	DG5B		4	2	200um	LG	1000	1250	1125		Day	78.2		10.8595	-116.20965
S2397	18S	rep2	Goetze	Allen	library-ENP		DG5B-M74	M74	DG5B		4	3	200um	SM	800	1000	900		Day	46.6		10.8595	-116.20965
S2398	18S	rep2	Goetze	Allen	library-ENP		DG5B-M146	M146	DG5B		4	3	200um	LG	800	1000	900		Day	244		10.8595	-116.20965
S2399	18S	rep2	Goetze	Allen	library-ENP		DG5B-M26	M26	DG5B		4	4	200um	SM	700	800	750		Day	57.2		10.8595	-116.20965
S2400	18S	rep2	Goetze	Allen	library-ENP		DG5B-M209	M209	DG5B		4	4	200um	LG	700	800	750		Day	260		10.8595	-116.20965
S2401	18S	rep2	Goetze	Allen	library-ENP		DG5B-M56	M56	DG5B		4	5	200um	SM	500	700	600		Day	9.08		10.8595	-116.20965
S2402	18S	rep2	Goetze	Allen	library-ENP		DG5B-M159	M159	DG5B		4	5	200um	LG	500	700	600		Day	104		10.8595	-116.20965
S2403	18S	rep2	Goetze	Allen	library-ENP		DG5B-M75	M75	DG5B		4	6	200um	SM	300	500	400		Day	84		10.8595	-116.20965
S2404	18S	rep2	Goetze	Allen	library-ENP		DG5B-M182	M182	DG5B		4	6	200um	LG	300	500	400		Day	69.6		10.8595	-116.20965
S2405	18S	rep2	Goetze	Allen	library-ENP		DG5B-M92	M92	DG5B		4	7	200um	SM	100	300	200		Day	132		10.8595	-116.20965
S2406	18S	rep2	Goetze	Allen	library-ENP		DG5B-M183	M183	DG5B		4	7	200um	LG	100	300	200		Day	380		10.8595	-116.20965
S2407	18S	rep2	Goetze	Allen	library-ENP		DG5B-M71	M71	DG5B		4	8	200um	SM	50	100	75		Day	16.8		10.8595	-116.20965
S2408	18S	rep2	Goetze	Allen	library-ENP		DG5B-M203	M203	DG5B		4	8	200um	LG	50	100	75		Day	16.8		10.8595	-116.20965
S2409	18S	rep2	Goetze	Allen	library-ENP		DG5B-M105	M105	DG5B		4	9	200um	SM	0	50	25		Day	151		10.8595	-116.20965
S2410	18S	rep2	Goetze	Allen	library-ENP		DG5B-M204	M204	DG5B		4	9	200um	LG	0	50	25		Day	7.96		10.8595	-116.20965
S2411	18S	rep2	Goetze	Allen	library-ENP		DG5B-M52	M52	DG5B		2	1	200um	SM	1250	1500	1375		Night	24.2		10.8595	-116.20965
S2412	18S	rep2	Goetze	Allen	library-ENP		DG5B-M185	M185	DG5B		2	1	200um	LG	1250	1500	1375		Night	72.6		10.8595	-116.20965
S2413	18S	rep2	Goetze	Allen	library-ENP		DG5B-M54	M54	DG5B		2	2	200um	SM	1000	1250	1125		Night	29.4		10.8595	-116.20965
S2414	18S	rep2	Goetze	Allen	library-ENP		DG5B-M155	M155	DG5B		2	2	200um	LG	1000	1250	1125		Night	74.4		10.8595	-116.20965
S2415	18S	rep2	Goetze	Allen	library-ENP		DG5B-M53	M53	DG5B		2	3	200um	SM	800	1000	900		Night	90.4		10.8595	-116.20965
S2416	18S	rep2	Goetze	Allen	library-ENP		DG5B-M157	M157	DG5B		2	3	200um	LG	800	1000	900		Night	80.8		10.8595	-116.20965
S2417	18S	rep2	Goetze	Allen	library-ENP		DG5B-M51	M51	DG5B		2	4	200um	SM	700	800	750		Night	84.2		10.8595	-116.20965
S2418	18S	rep2	Goetze	Allen	library-ENP		DG5B-M156	M156	DG5B		2	4	200um	LG	700	800	750		Night	470		10.8595	-116.20965
S2419	18S	rep2	Goetze	Allen	library-ENP		DG5B-M55	M55	DG5B		2	5	200um	SM	500	700	600		Night	13.9		10.8595	-116.20965
S2420	18S	rep2	Goetze	Allen	library-ENP		DG5B-M165	M165	DG5B		2	5	200um	LG	500	700	600		Night	165		10.8595	-116.20965
S2421	18S	rep2	Goetze	Allen	library-ENP		DG5B-M79	M79	DG5B		2	6	200um	SM	300	500	400		Night	84.2		10.8595	-116.20965
S2422	18S	rep2	Goetze	Allen	library-ENP		DG5B-M131	M131	DG5B		2	6	200um	LG	300	500	400		Night	136		10.8595	-116.20965
S2423	18S	rep2	Goetze	Allen	library-ENP		DG5B-M91	M91	DG5B		2	7	200um	SM	100	300	200		Night	52		10.8595	-116.20965
S2424	18S	rep2	Goetze	Allen	library-ENP		DG5B-M202	M202	DG5B		2	7	200um	LG	100	300	200		Night	330		10.8595	-116.20965
S2425	18S	rep2	Goetze	Allen	library-ENP		DG5B-M102	M102	DG5B		2	8	200um	SM	50	100	75		Night	91.2		10.8595	-116.20965
S2426	18S	rep2	Goetze	Allen	library-ENP		DG5B-M199	M199	DG5B		2	8	200um	LG	50	100	75		Night	438		10.8595	-116.20965
S2427	18S	rep2	Goetze	Allen	library-ENP		DG5B-M103	M103	DG5B		2	9	200um	SM	0	50	25		Night	13		10.8595	-116.20965
S2428	18S	rep2	Goetze	Allen	library-ENP		DG5B-M132	M132	DG5B		2	9	200um	LG	0	50	25		Night	15.4		10.8595	-116.20965
S2429	18S	rep2	Goetze	Allen	library-ENP		MOCK-EVEN	MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2430	18S	rep2	Goetze	Allen	library-ENP		MOCK-STAGGERED	MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2431	18S	rep2	Goetze	Allen	library-ENP		NC	NC	NC		na	na	na	na	na	na	na		na	na		na	na
S2432	18S	rep2	Goetze	Allen	library-ENP		KH-14-3 st 5 (0-200m)	H07	KH-14-3	st5	na	3	100um	na	0	200	100					20.01	-169.9733333
S2441	18S	rep3	Goetze	Allen	library-ENP		DG5B-M192	M192	DG5B		4	1	200um	SM	1250	1500	1375		Day	19		10.8595	-116.20965
S2442	18S	rep3	Goetze	Allen	library-ENP		DG5B-M198	M198	DG5B		4	1	200um	LG	1250	1500	1375		Day	26.8		10.8595	-116.20965
S2443	18S	rep3	Goetze	Allen	library-ENP		DG5B-M73	M73	DG5B		4	2	200um	SM	1000	1250	1125		Day	13		10.8595	-116.20965
S2444	18S	rep3	Goetze	Allen	library-ENP		DG5B-M145	M145	DG5B		4	2	200um	LG	1000	1250	1125		Day	78.2		10.8595	-116.20965
S2445	18S	rep3	Goetze	Allen	library-ENP		DG5B-M74	M74	DG5B		4	3	200um	SM	800	1000	900		Day	46.6		10.8595	-116.20965
S2446	18S	rep3	Goetze	Allen	library-ENP		DG5B-M146	M146	DG5B		4	3	200um	LG	800	1000	900		Day	244		10.8595	-116.20965
S2447	18S	rep3	Goetze	Allen	library-ENP		DG5B-M26	M26	DG5B		4	4	200um	SM	700	800	750		Day	57.2		10.8595	-116.20965
S2448	18S	rep3	Goetze	Allen	library-ENP		DG5B-M209	M209	DG5B		4	4	200um	LG	700	800	750		Day	260		10.8595	-116.20965
S2449	18S	rep3	Goetze	Allen	library-ENP		DG5B-M56	M56	DG5B		4	5	200um	SM	500	700	600		Day	9.08		10.8595	-116.20965
S2450	18S	rep3	Goetze	Allen	library-ENP		DG5B-M159	M159	DG5B		4	5	200um	LG	500	700	600		Day	104		10.8595	-116.20965
S2451	18S	rep3	Goetze	Allen	library-ENP		DG5B-M75	M75	DG5B		4	6	200um	SM	300	500	400		Day	84		10.8595	-116.20965
S2452	18S	rep3	Goetze	Allen	library-ENP		DG5B-M182	M182	DG5B		4	6	200um	LG	300	500	400		Day	69.6		10.8595	-116.20965
S2453	18S	rep3	Goetze	Allen	library-ENP		DG5B-M92	M92	DG5B		4	7	200um	SM	100	300	200		Day	132		10.8595	-116.20965
S2454	18S	rep3	Goetze	Allen	library-ENP		DG5B-M183	M183	DG5B		4	7	200um	LG	100	300	200		Day	380		10.8595	-116.20965
S2455	18S	rep3	Goetze	Allen	library-ENP		DG5B-M71	M71	DG5B		4	8	200um	SM	50	100	75		Day	16.8		10.8595	-116.20965
S2456	18S	rep3	Goetze	Allen	library-ENP		DG5B-M203	M203	DG5B		4	8	200um	LG	50	100	75		Day	16.8		10.8595	-116.20965
S2457	18S	rep3	Goetze	Allen	library-ENP		DG5B-M105	M105	DG5B		4	9	200um	SM	0	50	25		Day	151		10.8595	-116.20965
S2458	18S	rep3	Goetze	Allen	library-ENP		DG5B-M204	M204	DG5B		4	9	200um	LG	0	50	25		Day	7.96		10.8595	-116.20965
S2459	18S	rep3	Goetze	Allen	library-ENP		DG5B-M52	M52	DG5B		2	1	200um	SM	1250	1500	1375		Night	24.2		10.8595	-116.20965
S2460	18S	rep3	Goetze	Allen	library-ENP		DG5B-M185	M185	DG5B		2	1	200um	LG	1250	1500	1375		Night	72.6		10.8595	-116.20965
S2461	18S	rep3	Goetze	Allen	library-ENP		DG5B-M54	M54	DG5B		2	2	200um	SM	1000	1250	1125		Night	29.4		10.8595	-116.20965
S2462	18S	rep3	Goetze	Allen	library-ENP		DG5B-M155	M155	DG5B		2	2	200um	LG	1000	1250	1125		Night	74.4		10.8595	-116.20965
S2463	18S	rep3	Goetze	Allen	library-ENP		DG5B-M53	M53	DG5B		2	3	200um	SM	800	1000	900		Night	90.4		10.8595	-116.20965
S2464	18S	rep3	Goetze	Allen	library-ENP		DG5B-M157	M157	DG5B		2	3	200um	LG	800	1000	900		Night	80.8		10.8595	-116.20965
S2465	18S	rep3	Goetze	Allen	library-ENP		DG5B-M51	M51	DG5B		2	4	200um	SM	700	800	750		Night	84.2		10.8595	-116.20965
S2466	18S	rep3	Goetze	Allen	library-ENP		DG5B-M156	M156	DG5B		2	4	200um	LG	700	800	750		Night	470		10.8595	-116.20965
S2467	18S	rep3	Goetze	Allen	library-ENP		DG5B-M55	M55	DG5B		2	5	200um	SM	500	700	600		Night	13.9		10.8595	-116.20965
S2468	18S	rep3	Goetze	Allen	library-ENP		DG5B-M165	M165	DG5B		2	5	200um	LG	500	700	600		Night	165		10.8595	-116.20965
S2469	18S	rep3	Goetze	Allen	library-ENP		DG5B-M79	M79	DG5B		2	6	200um	SM	300	500	400		Night	84.2		10.8595	-116.20965
S2470	18S	rep3	Goetze	Allen	library-ENP		DG5B-M131	M131	DG5B		2	6	200um	LG	300	500	400		Night	136		10.8595	-116.20965
S2471	18S	rep3	Goetze	Allen	library-ENP		DG5B-M91	M91	DG5B		2	7	200um	SM	100	300	200		Night	52		10.8595	-116.20965
S2472	18S	rep3	Goetze	Allen	library-ENP		DG5B-M202	M202	DG5B		2	7	200um	LG	100	300	200		Night	330		10.8595	-116.20965
S2473	18S	rep3	Goetze	Allen	library-ENP		DG5B-M102	M102	DG5B		2	8	200um	SM	50	100	75		Night	91.2		10.8595	-116.20965
S2474	18S	rep3	Goetze	Allen	library-ENP		DG5B-M199	M199	DG5B		2	8	200um	LG	50	100	75		Night	438		10.8595	-116.20965
S2475	18S	rep3	Goetze	Allen	library-ENP		DG5B-M103	M103	DG5B		2	9	200um	SM	0	50	25		Night	13		10.8595	-116.20965
S2476	18S	rep3	Goetze	Allen	library-ENP		DG5B-M132	M132	DG5B		2	9	200um	LG	0	50	25		Night	15.4		10.8595	-116.20965
S2477	18S	rep3	Goetze	Allen	library-ENP		MOCK-EVEN	MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2478	18S	rep3	Goetze	Allen	library-ENP		MOCK-STAGGERED	MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2479	18S	rep3	Goetze	Allen	library-ENP		NC	NC	NC		na	na	na	na	na	na	na		na	na		na	na
S2480	18S	rep3	Goetze	Allen	library-ENP		KH-14-3 st 5 (0-200m)	H07	KH-14-3	st5	na	3	100um	na	0	200	100					20.01	-169.9733333
S1945	18S	rep1	Allen	Allen	library-P2107			P2107s1	P2107	Cycle 1	3	8	200um	na	50	100	75		Day			36.145	-122.28
S1946	18S	rep1	Allen	Allen	library-P2107			P2107s2	P2107	Cycle 1	3	9	200um	na	0	50	25		Day			36.145	-122.28
S1947	18S	rep1	Allen	Allen	library-P2107			P2107s3	P2107	Cycle 1	3	7	200um	na	100	200	150		Day			36.145	-122.28
S1948	18S	rep1	Allen	Allen	library-P2107			P2107s4	P2107	Cycle 1	3	6	200um	na	200	300	250		Day			36.145	-122.28
S1949	18S	rep1	Allen	Allen	library-P2107			P2107s5	P2107	Cycle 1	3	5	200um	na	300	400	350		Day			36.145	-122.28
S1950	18S	rep1	Allen	Allen	library-P2107			P2107s6	P2107	Cycle 1	3	4	200um	na	400	600	500		Day			36.145	-122.28
S1951	18S	rep1	Allen	Allen	library-P2107			P2107s7	P2107	Cycle 1	4	6	200um	na	200	300	250		Night			36.145	-122.28
S1952	18S	rep1	Allen	Allen	library-P2107			P2107s8	P2107	Cycle 1	4	7	200um	na	100	200	150		Night			36.145	-122.28
S1953	18S	rep1	Allen	Allen	library-P2107			P2107s9	P2107	Cycle 1	4	8	200um	na	50	100	75		Night			36.145	-122.28
S1954	18S	rep1	Allen	Allen	library-P2107			P2107s10	P2107	Cycle 1	4	9	200um	na	0	50	25		Night			36.145	-122.28
S1955	18S	rep1	Allen	Allen	library-P2107			P2107s11	P2107	Cycle 1	3	1	200um	na	800	1000	900		Day			36.145	-122.28
S1956	18S	rep1	Allen	Allen	library-P2107			P2107s12	P2107	Cycle 1	3	2	200um	na	600	800	700		Day			36.145	-122.28
S1957	18S	rep1	Allen	Allen	library-P2107			P2107s13	P2107	Cycle 1	3	3	200um	na	500	600	550		Day			36.145	-122.28
S1958	18S	rep1	Allen	Allen	library-P2107			P2107s14	P2107	Cycle 1	4	1	200um	na	800	1000	900		Night			36.145	-122.28
S1959	18S	rep1	Allen	Allen	library-P2107			P2107s15	P2107	Cycle 1	4	2	200um	na	600	800	700		Night			36.145	-122.28
S1960	18S	rep1	Allen	Allen	library-P2107			P2107s16	P2107	Cycle 1	4	3	200um	na	500	600	550		Night			36.145	-122.28
S1961	18S	rep1	Allen	Allen	library-P2107			P2107s17	P2107	Cycle 1	4	5	200um	na	300	400	350		Night			36.145	-122.28
S1962	18S	rep1	Allen	Allen	library-P2107			P2107s18	P2107	Cycle 1	4	4	200um	na	400	500	450		Night			36.145	-122.28
S1963	18S	rep1	Allen	Allen	library-P2107			P2107s19	P2107	Cycle 3	7	9	200um	na	0	50	25		Day			34.42	-130.41
S1964	18S	rep1	Allen	Allen	library-P2107			P2107s20	P2107	Cycle 3	7	8	200um	na	50	100	75		Day			34.42	-130.41
S1965	18S	rep1	Allen	Allen	library-P2107			P2107s21	P2107	Cycle 3	7	7	200um	na	100	200	150		Day			34.42	-130.41
S1966	18S	rep1	Allen	Allen	library-P2107			P2107s22	P2107	Cycle 3	7	6	200um	na	200	300	250		Day			34.42	-130.41
S1967	18S	rep1	Allen	Allen	library-P2107			P2107s23	P2107	Cycle 3	7	1	200um	na	800	1000	900		Day			34.42	-130.41
S1968	18S	rep1	Allen	Allen	library-P2107			P2107s24	P2107	Cycle 3	7	2	200um	na	600	800	700		Day			34.42	-130.41
S1969	18S	rep1	Allen	Allen	library-P2107			P2107s25	P2107	Cycle 3	7	3	200um	na	500	600	550		Day			34.42	-130.41
S1970	18S	rep1	Allen	Allen	library-P2107			P2107s26	P2107	Cycle 3	7	4	200um	na	400	500	450		Day			34.42	-130.41
S1971	18S	rep1	Allen	Allen	library-P2107			P2107s27	P2107	Cycle 3	7	5	200um	na	300	400	350		Day			34.42	-130.41
S1972	18S	rep1	Allen	Allen	library-P2107			P2107s28	P2107	Cycle 3	6	9	200um	na	0	50	25		Night			34.42	-130.41
S1973	18S	rep1	Allen	Allen	library-P2107			P2107s29	P2107	Cycle 3	6	1	200um	na	800	1000	900		Night			34.42	-130.41
S1974	18S	rep1	Allen	Allen	library-P2107			P2107s30	P2107	Cycle 3	6	2	200um	na	600	800	700		Night			34.42	-130.41
S1975	18S	rep1	Allen	Allen	library-P2107			P2107s31	P2107	Cycle 3	6	3	200um	na	500	600	550		Night			34.42	-130.41
S1976	18S	rep1	Allen	Allen	library-P2107			P2107s32	P2107	Cycle 3	6	4	200um	na	400	500	450		Night			34.42	-130.41
S1977	18S	rep1	Allen	Allen	library-P2107			P2107s33	P2107	Cycle 3	6	5	200um	na	300	400	350		Night			34.42	-130.41
S1978	18S	rep1	Allen	Allen	library-P2107			P2107s34	P2107	Cycle 3	6	6	200um	na	200	300	250		Night			34.42	-130.41
S1979	18S	rep1	Allen	Allen	library-P2107			P2107s35	P2107	Cycle 3	6	7	200um	na	100	200	150		Night			34.42	-130.41
S1980	18S	rep1	Allen	Allen	library-P2107			P2107s36	P2107	Cycle 3	6	8	200um	na	50	100	75		Night			34.42	-130.41
S1981	18S	rep1	Allen	Allen	library-P2107			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na			na	na
S1982	18S	rep1	Allen	Allen	library-P2107			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na			na	na
S1983	18S	rep1	Allen	Allen	library-P2107			NC	NC	na	na	na	na	na	na	na	na		na			na	na
S1984	18S	rep2	Allen	Allen	library-P2107			H04	KH-14-3	st4	na	3	100um	na	0	200	100					15.01333333	-170.02
S1993	18S	rep2	Allen	Allen	library-P2107			P2107s1	P2107	Cycle 1	3	8	200um	na	50	100	75		Day			36.145	-122.28
S1994	18S	rep2	Allen	Allen	library-P2107			P2107s2	P2107	Cycle 1	3	9	200um	na	0	50	25		Day			36.145	-122.28
S1995	18S	rep2	Allen	Allen	library-P2107			P2107s3	P2107	Cycle 1	3	7	200um	na	100	200	150		Day			36.145	-122.28
S1996	18S	rep2	Allen	Allen	library-P2107			P2107s4	P2107	Cycle 1	3	6	200um	na	200	300	250		Day			36.145	-122.28
S1997	18S	rep2	Allen	Allen	library-P2107			P2107s5	P2107	Cycle 1	3	5	200um	na	300	400	350		Day			36.145	-122.28
S1998	18S	rep2	Allen	Allen	library-P2107			P2107s6	P2107	Cycle 1	3	4	200um	na	400	600	500		Day			36.145	-122.28
S1999	18S	rep2	Allen	Allen	library-P2107			P2107s7	P2107	Cycle 1	4	6	200um	na	200	300	250		Night			36.145	-122.28
S2000	18S	rep2	Allen	Allen	library-P2107			P2107s8	P2107	Cycle 1	4	7	200um	na	100	200	150		Night			36.145	-122.28
S2001	18S	rep2	Allen	Allen	library-P2107			P2107s9	P2107	Cycle 1	4	8	200um	na	50	100	75		Night			36.145	-122.28
S2002	18S	rep2	Allen	Allen	library-P2107			P2107s10	P2107	Cycle 1	4	9	200um	na	0	50	25		Night			36.145	-122.28
S2003	18S	rep2	Allen	Allen	library-P2107			P2107s11	P2107	Cycle 1	3	1	200um	na	800	1000	900		Day			36.145	-122.28
S2004	18S	rep2	Allen	Allen	library-P2107			P2107s12	P2107	Cycle 1	3	2	200um	na	600	800	700		Day			36.145	-122.28
S2005	18S	rep2	Allen	Allen	library-P2107			P2107s13	P2107	Cycle 1	3	3	200um	na	500	600	550		Day			36.145	-122.28
S2006	18S	rep2	Allen	Allen	library-P2107			P2107s14	P2107	Cycle 1	4	1	200um	na	800	1000	900		Night			36.145	-122.28
S2007	18S	rep2	Allen	Allen	library-P2107			P2107s15	P2107	Cycle 1	4	2	200um	na	600	800	700		Night			36.145	-122.28
S2008	18S	rep2	Allen	Allen	library-P2107			P2107s16	P2107	Cycle 1	4	3	200um	na	500	600	550		Night			36.145	-122.28
S2009	18S	rep2	Allen	Allen	library-P2107			P2107s17	P2107	Cycle 1	4	5	200um	na	300	400	350		Night			36.145	-122.28
S2010	18S	rep2	Allen	Allen	library-P2107			P2107s18	P2107	Cycle 1	4	4	200um	na	400	500	450		Night			36.145	-122.28
S2011	18S	rep2	Allen	Allen	library-P2107			P2107s19	P2107	Cycle 3	7	9	200um	na	0	50	25		Day			34.42	-130.41
S2012	18S	rep2	Allen	Allen	library-P2107			P2107s20	P2107	Cycle 3	7	8	200um	na	50	100	75		Day			34.42	-130.41
S2013	18S	rep2	Allen	Allen	library-P2107			P2107s21	P2107	Cycle 3	7	7	200um	na	100	200	150		Day			34.42	-130.41
S2014	18S	rep2	Allen	Allen	library-P2107			P2107s22	P2107	Cycle 3	7	6	200um	na	200	300	250		Day			34.42	-130.41
S2015	18S	rep2	Allen	Allen	library-P2107			P2107s23	P2107	Cycle 3	7	1	200um	na	800	1000	900		Day			34.42	-130.41
S2016	18S	rep2	Allen	Allen	library-P2107			P2107s24	P2107	Cycle 3	7	2	200um	na	600	800	700		Day			34.42	-130.41
S2017	18S	rep2	Allen	Allen	library-P2107			P2107s25	P2107	Cycle 3	7	3	200um	na	500	600	550		Day			34.42	-130.41
S2018	18S	rep2	Allen	Allen	library-P2107			P2107s26	P2107	Cycle 3	7	4	200um	na	400	500	450		Day			34.42	-130.41
S2019	18S	rep2	Allen	Allen	library-P2107			P2107s27	P2107	Cycle 3	7	5	200um	na	300	400	350		Day			34.42	-130.41
