Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
1761	18S	rep3	Tokyo	Allen	Library-Hirai2			H51	SY-15-01	C3300	na	1	100um	na	500	1000	750			1134		33	-222
1762	18S	rep3	Tokyo	Allen	Library-Hirai2			H52	SY-15-01	C3345	na	3	100um	na	0	200	100			1264		33.75	-222
1763	18S	rep3	Tokyo	Allen	Library-Hirai2			H53	SY-15-01	C3345	na	2	100um	na	200	500	350			1331		33.75	-222
1764	18S	rep3	Tokyo	Allen	Library-Hirai2			H54	SY-15-01	C3345	na	1	100um	na	500	1000	750			162		33.75	-222
1765	18S	rep3	Tokyo	Allen	Library-Hirai2			H55	SY-11-05	C3100	na	3	100um	na	0	200	100			1749		31	-222.0016667
1766	18S	rep3	Tokyo	Allen	Library-Hirai2			H56	SY-11-05	C3100	na	2	100um	na	200	500	350			1619		31	-222.0016667
1767	18S	rep3	Tokyo	Allen	Library-Hirai2			H57	SY-11-05	C3100	na	1	100um	na	500	1000	750			167		31	-222.0016667
1768	18S	rep3	Tokyo	Allen	Library-Hirai2			H58	SY-11-05	K01	na	3	100um	na	0	200	100			330		32.91	-221.9916667
1769	18S	rep3	Tokyo	Allen	Library-Hirai2			H59	SY-11-05	K01	na	2	100um	na	200	500	350			1559		32.91	-221.9916667
1770	18S	rep3	Tokyo	Allen	Library-Hirai2			H60	SY-11-05	K01	na	1	100um	na	500	1000	750			2173		32.91	-221.9916667
1771	18S	rep3	Tokyo	Allen	Library-Hirai2			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	2.034137668		na	na
1772	18S	rep3	Tokyo	Allen	Library-Hirai2			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	3.244988753		na	na
1773	18S	rep3	Tokyo	Allen	Library-Hirai2			NC	NC	NC	na	na	100um	na	NC	na	na			0		na	na
S124	18S	rep1	Allen	Allen	library-1			Sample 1	P1604	Cycle 1	2	1	200um	na	350	400	375		night	4.36		33.04663	-122.9035
S125	18S	rep1	Allen	Allen	library-1			Sample 2	P1604	Cycle 1	2	2	200um	na	300	350	325		night	7.4		33.04663	-122.9035
S126	18S	rep1	Allen	Allen	library-1			Sample 3	P1604	Cycle 1	2	3	200um	na	250	300	275		night	12.64		33.04663	-122.9035
S127	18S	rep1	Allen	Allen	library-1			Sample 4	P1604	Cycle 1	2	4	200um	na	200	250	225		night	11.6		33.04663	-122.9035
S128	18S	rep1	Allen	Allen	library-1			Sample 5	P1604	Cycle 1	2	5	200um	na	150	200	175		night	14.2		33.04663	-122.9035
S129	18S	rep1	Allen	Allen	library-1			Sample 6	P1604	Cycle 1	2	6	200um	na	100	150	125		night	5.84		33.04663	-122.9035
S130	18S	rep1	Allen	Allen	library-1			Sample 7	P1604	Cycle 1	2	7	200um	na	50	100	75		night	13.24		33.04663	-122.9035
S131	18S	rep1	Allen	Allen	library-1			Sample 8	P1604	Cycle 1	2	8	200um	na	0	50	25		night	11.04		33.04663	-122.9035
S132	18S	rep1	Allen	Allen	library-1			Sample 9	P1604	Cycle 2	2	1	200um	na	350	400	375		night	9.52		33.5297	-122.0517
S133	18S	rep1	Allen	Allen	library-1			Sample 10	P1604	Cycle 2	2	2	200um	na	300	350	325		night	7.36		33.5297	-122.0517
S134	18S	rep1	Allen	Allen	library-1			Sample 11	P1604	Cycle 2	2	3	200um	na	250	300	275		night	7.72		33.5297	-122.0517
S135	18S	rep1	Allen	Allen	library-1			Sample 12	P1604	Cycle 2	2	4	200um	na	200	250	225		night	7.4		33.5297	-122.0517
S136	18S	rep1	Allen	Allen	library-1			Sample 13	P1604	Cycle 2	2	5	200um	na	150	200	175		night	14		33.5297	-122.0517
S137	18S	rep1	Allen	Allen	library-1			Sample 14	P1604	Cycle 2	2	6	200um	na	100	150	125		night	4.76		33.5297	-122.0517
S138	18S	rep1	Allen	Allen	library-1			Sample 15	P1604	Cycle 2	2	7	200um	na	50	100	75		night	5.36		33.5297	-122.0517
S139	18S	rep1	Allen	Allen	library-1			Sample 16	P1604	Cycle 2	2	8	200um	na	0	50	25		night	15.28		33.5297	-122.0517
S140	18S	rep1	Allen	Allen	library-1			Sample 17	P1604	Cycle 3	2	1	200um	na	350	400	375		night	12.4		34.68737	-121.2542
S141	18S	rep1	Allen	Allen	library-1			Sample 18	P1604	Cycle 3	2	2	200um	na	300	350	325		night	13.24		34.68737	-121.2542
S142	18S	rep1	Allen	Allen	library-1			Sample 19	P1604	Cycle 3	2	3	200um	na	250	300	275		night	15.64		34.68737	-121.2542
S143	18S	rep1	Allen	Allen	library-1			Sample 20	P1604	Cycle 3	2	4	200um	na	200	250	225		night	13.84		34.68737	-121.2542
S144	18S	rep1	Allen	Allen	library-1			Sample 21	P1604	Cycle 3	2	5	200um	na	150	200	175		night	15.12		34.68737	-121.2542
S145	18S	rep1	Allen	Allen	library-1			Sample 22	P1604	Cycle 3	2	6	200um	na	100	150	125		night	7.04		34.68737	-121.2542
S146	18S	rep1	Allen	Allen	library-1			Sample 23	P1604	Cycle 3	2	7	200um	na	50	100	75		night	16.16		34.68737	-121.2542
S147	18S	rep1	Allen	Allen	library-1			Sample 24	P1604	Cycle 3	2	8	200um	na	0	50	25		night	15.04		34.68737	-121.2542
S148	18S	rep1	Allen	Allen	library-1			Sample 25	P1604	Cycle 3	2	8	200um	na	0	50	25		night	13.96		34.68737	-121.2542
S149	18S	rep1	Allen	Allen	library-1			Sample 26	P1604	Cycle 3	2	8	200um	na	0	50	25		night	18.72		34.68737	-121.2542
S150	18S	rep1	Allen	Allen	library-1			Sample 28	P1604	Cycle 4	2	1	200um	na	175	200	187.5		night	16.72		34.5183	-120.7625
S151	18S	rep1	Allen	Allen	library-1			Sample 29	P1604	Cycle 4	2	2	200um	na	150	175	162.5		night	12.04		34.5183	-120.7625
S152	18S	rep1	Allen	Allen	library-1			Sample 30	P1604	Cycle 4	2	3	200um	na	125	150	137.5		night	14.64		34.5183	-120.7625
S153	18S	rep1	Allen	Allen	library-1			Sample 31	P1604	Cycle 4	2	4	200um	na	100	125	112.5		night	5.08		34.5183	-120.7625
S154	18S	rep1	Allen	Allen	library-1			Sample 32	P1604	Cycle 4	2	5	200um	na	75	100	87.5		night	15.52		34.5183	-120.7625
S155	18S	rep1	Allen	Allen	library-1			Sample 33	P1604	Cycle 4	2	6	200um	na	50	75	62.5		night	16.24		34.5183	-120.7625
S156	18S	rep1	Allen	Allen	library-1			Sample 34	P1604	Cycle 4	2	7	200um	na	25	50	37.5		night	14.44		34.5183	-120.7625
S157	18S	rep1	Allen	Allen	library-1			Sample 35	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	13.36		34.5183	-120.7625
S158	18S	rep1	Allen	Allen	library-1			Sample 36	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	13.32		34.5183	-120.7625
S159	18S	rep1	Allen	Allen	library-1			Sample 37	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	11.44		34.5183	-120.7625
S160	18S	rep1	Allen	Allen	library-1			Sample 38	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	12.72		34.5183	-120.7625
S161	18S	rep1	Allen	Allen	library-1			Sample 39	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	5.56		34.5183	-120.7625
S162	18S	rep1	Allen	Allen	library-1			Sample 40	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	16		34.5183	-120.7625
S163	18S	rep1	Allen	Allen	library-1			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S165	18S	rep1	Allen	Allen	library-1			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S167	18S	rep2	Allen	Allen	library-1			Sample 1	P1604	Cycle 1	2	1	200um	na	350	400	375		night	6.92		33.04663	-122.9035
S168	18S	rep2	Allen	Allen	library-1			Sample 2	P1604	Cycle 1	2	2	200um	na	300	350	325		night	20.32		33.04663	-122.9035
S169	18S	rep2	Allen	Allen	library-1			Sample 3	P1604	Cycle 1	2	3	200um	na	250	300	275		night	13.4		33.04663	-122.9035
S170	18S	rep2	Allen	Allen	library-1			Sample 4	P1604	Cycle 1	2	4	200um	na	200	250	225		night	10.88		33.04663	-122.9035
S171	18S	rep2	Allen	Allen	library-1			Sample 5	P1604	Cycle 1	2	5	200um	na	150	200	175		night	10.84		33.04663	-122.9035
S172	18S	rep2	Allen	Allen	library-1			Sample 6	P1604	Cycle 1	2	6	200um	na	100	150	125		night	10.12		33.04663	-122.9035
S173	18S	rep2	Allen	Allen	library-1			Sample 7	P1604	Cycle 1	2	7	200um	na	50	100	75		night	11.88		33.04663	-122.9035
S174	18S	rep2	Allen	Allen	library-1			Sample 8	P1604	Cycle 1	2	8	200um	na	0	50	25		night	11.88		33.04663	-122.9035
S175	18S	rep2	Allen	Allen	library-1			Sample 9	P1604	Cycle 2	2	1	200um	na	350	400	375		night	5.88		33.5297	-122.0517
S176	18S	rep2	Allen	Allen	library-1			Sample 10	P1604	Cycle 2	2	2	200um	na	300	350	325		night	5.72		33.5297	-122.0517
S177	18S	rep2	Allen	Allen	library-1			Sample 11	P1604	Cycle 2	2	3	200um	na	250	300	275		night	17.52		33.5297	-122.0517
S178	18S	rep2	Allen	Allen	library-1			Sample 12	P1604	Cycle 2	2	4	200um	na	200	250	225		night	17.56		33.5297	-122.0517
S179	18S	rep2	Allen	Allen	library-1			Sample 13	P1604	Cycle 2	2	5	200um	na	150	200	175		night	14.16		33.5297	-122.0517
S180	18S	rep2	Allen	Allen	library-1			Sample 14	P1604	Cycle 2	2	6	200um	na	100	150	125		night	12.8		33.5297	-122.0517
S181	18S	rep2	Allen	Allen	library-1			Sample 15	P1604	Cycle 2	2	7	200um	na	50	100	75		night	15.44		33.5297	-122.0517
S182	18S	rep2	Allen	Allen	library-1			Sample 16	P1604	Cycle 2	2	8	200um	na	0	50	25		night	14.52		33.5297	-122.0517
S183	18S	rep2	Allen	Allen	library-1			Sample 17	P1604	Cycle 3	2	1	200um	na	350	400	375		night	4.02		34.68737	-121.2542
S184	18S	rep2	Allen	Allen	library-1			Sample 18	P1604	Cycle 3	2	2	200um	na	300	350	325		night	7.68		34.68737	-121.2542
S185	18S	rep2	Allen	Allen	library-1			Sample 19	P1604	Cycle 3	2	3	200um	na	250	300	275		night	11.96		34.68737	-121.2542
S186	18S	rep2	Allen	Allen	library-1			Sample 20	P1604	Cycle 3	2	4	200um	na	200	250	225		night	9.92		34.68737	-121.2542
S187	18S	rep2	Allen	Allen	library-1			Sample 21	P1604	Cycle 3	2	5	200um	na	150	200	175		night	12		34.68737	-121.2542
S188	18S	rep2	Allen	Allen	library-1			Sample 22	P1604	Cycle 3	2	6	200um	na	100	150	125		night	10.24		34.68737	-121.2542
S189	18S	rep2	Allen	Allen	library-1			Sample 23	P1604	Cycle 3	2	7	200um	na	50	100	75		night	9.76		34.68737	-121.2542
S190	18S	rep2	Allen	Allen	library-1			Sample 24	P1604	Cycle 3	2	8	200um	na	0	50	25		night	12.92		34.68737	-121.2542
S191	18S	rep2	Allen	Allen	library-1			Sample 25	P1604	Cycle 3	2	8	200um	na	0	50	25		night	4.8		34.68737	-121.2542
S192	18S	rep2	Allen	Allen	library-1			Sample 26	P1604	Cycle 3	2	8	200um	na	0	50	25		night	15.08		34.68737	-121.2542
S193	18S	rep2	Allen	Allen	library-1			Sample 28	P1604	Cycle 4	2	1	200um	na	175	200	187.5		night	17.52		34.5183	-120.7625
S194	18S	rep2	Allen	Allen	library-1			Sample 29	P1604	Cycle 4	2	2	200um	na	150	175	162.5		night	12.88		34.5183	-120.7625
S195	18S	rep2	Allen	Allen	library-1			Sample 30	P1604	Cycle 4	2	3	200um	na	125	150	137.5		night	10.08		34.5183	-120.7625
S196	18S	rep2	Allen	Allen	library-1			Sample 31	P1604	Cycle 4	2	4	200um	na	100	125	112.5		night	12.56		34.5183	-120.7625
S197	18S	rep2	Allen	Allen	library-1			Sample 32	P1604	Cycle 4	2	5	200um	na	75	100	87.5		night	14.48		34.5183	-120.7625
S198	18S	rep2	Allen	Allen	library-1			Sample 33	P1604	Cycle 4	2	6	200um	na	50	75	62.5		night	14.72		34.5183	-120.7625
S199	18S	rep2	Allen	Allen	library-1			Sample 34	P1604	Cycle 4	2	7	200um	na	25	50	37.5		night	2.5		34.5183	-120.7625
S200	18S	rep2	Allen	Allen	library-1			Sample 35	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	10.36		34.5183	-120.7625
S201	18S	rep2	Allen	Allen	library-1			Sample 36	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	12.84		34.5183	-120.7625
S202	18S	rep2	Allen	Allen	library-1			Sample 37	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	11.64		34.5183	-120.7625
S203	18S	rep2	Allen	Allen	library-1			Sample 38	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	12.88		34.5183	-120.7625
S204	18S	rep2	Allen	Allen	library-1			Sample 39	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	11.96		34.5183	-120.7625
S205	18S	rep2	Allen	Allen	library-1			Sample 40	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	12.2		34.5183	-120.7625
S208	18S	rep3	Allen	Allen	library-1			Sample 2	P1604	Cycle 1	2	2	200um	na	300	350	325		night	10.64		33.04663	-122.9035
S209	18S	rep3	Allen	Allen	library-1			Sample 3	P1604	Cycle 1	2	3	200um	na	250	300	275		night	8.96		33.04663	-122.9035
S210	18S	rep3	Allen	Allen	library-1			Sample 4	P1604	Cycle 1	2	4	200um	na	200	250	225		night	5.96		33.04663	-122.9035
S212	18S	rep3	Allen	Allen	library-1			Sample 6	P1604	Cycle 1	2	6	200um	na	100	150	125		night	9.92		33.04663	-122.9035
S213	18S	rep3	Allen	Allen	library-1			Sample 7	P1604	Cycle 1	2	7	200um	na	50	100	75		night	10.72		33.04663	-122.9035
S214	18S	rep3	Allen	Allen	library-1			Sample 8	P1604	Cycle 1	2	8	200um	na	0	50	25		night	6.96		33.04663	-122.9035
S216	18S	rep3	Allen	Allen	library-1			Sample 10	P1604	Cycle 2	2	2	200um	na	300	350	325		night	12.56		33.5297	-122.0517
S217	18S	rep3	Allen	Allen	library-1			Sample 11	P1604	Cycle 2	2	3	200um	na	250	300	275		night	13.36		33.5297	-122.0517
S218	18S	rep3	Allen	Allen	library-1			Sample 12	P1604	Cycle 2	2	4	200um	na	200	250	225		night	14.72		33.5297	-122.0517
S220	18S	rep3	Allen	Allen	library-1			Sample 14	P1604	Cycle 2	2	6	200um	na	100	150	125		night	15.12		33.5297	-122.0517
S221	18S	rep3	Allen	Allen	library-1			Sample 15	P1604	Cycle 2	2	7	200um	na	50	100	75		night	19.6		33.5297	-122.0517
S222	18S	rep3	Allen	Allen	library-1			Sample 16	P1604	Cycle 2	2	8	200um	na	0	50	25		night	16.12		33.5297	-122.0517
S224	18S	rep3	Allen	Allen	library-1			Sample 18	P1604	Cycle 3	2	2	200um	na	300	350	325		night	13.56		34.68737	-121.2542
S225	18S	rep3	Allen	Allen	library-1			Sample 19	P1604	Cycle 3	2	3	200um	na	250	300	275		night	16.12		34.68737	-121.2542
S226	18S	rep3	Allen	Allen	library-1			Sample 20	P1604	Cycle 3	2	4	200um	na	200	250	225		night	14.04		34.68737	-121.2542
S228	18S	rep3	Allen	Allen	library-1			Sample 22	P1604	Cycle 3	2	6	200um	na	100	150	125		night	16.04		34.68737	-121.2542
S229	18S	rep3	Allen	Allen	library-1			Sample 23	P1604	Cycle 3	2	7	200um	na	50	100	75		night	16.44		34.68737	-121.2542
S230	18S	rep3	Allen	Allen	library-1			Sample 24	P1604	Cycle 3	2	8	200um	na	0	50	25		night	13.72		34.68737	-121.2542
S232	18S	rep3	Allen	Allen	library-1			Sample 26	P1604	Cycle 3	2	8	200um	na	0	50	25		night	7.4		34.68737	-121.2542
S233	18S	rep3	Allen	Allen	library-1			Sample 28	P1604	Cycle 4	2	1	200um	na	175	200	187.5		night	15		34.5183	-120.7625
S234	18S	rep3	Allen	Allen	library-1			Sample 29	P1604	Cycle 4	2	2	200um	na	150	175	162.5		night	14.52		34.5183	-120.7625
S236	18S	rep3	Allen	Allen	library-1			Sample 31	P1604	Cycle 4	2	4	200um	na	100	125	112.5		night	14.44		34.5183	-120.7625
S237	18S	rep3	Allen	Allen	library-1			Sample 32	P1604	Cycle 4	2	5	200um	na	75	100	87.5		night	12.72		34.5183	-120.7625
S238	18S	rep3	Allen	Allen	library-1			Sample 33	P1604	Cycle 4	2	6	200um	na	50	75	62.5		night	15.76		34.5183	-120.7625
S240	18S	rep3	Allen	Allen	library-1			Sample 35	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	15.16		34.5183	-120.7625
S241	18S	rep3	Allen	Allen	library-1			Sample 36	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	16.64		34.5183	-120.7625
S242	18S	rep3	Allen	Allen	library-1			Sample 37	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	14.72		34.5183	-120.7625
S244	18S	rep3	Allen	Allen	library-1			Sample 39	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	13.36		34.5183	-120.7625
S245	18S	rep3	Allen	Allen	library-1			Sample 40	P1604	Cycle 4	2	8	200um	na	0	25	12.5		night	14.76		34.5183	-120.7625
S248	18S	rep3	Allen	Allen	library-1			NC	na	na	na	na	na	na	na	na	na		na	0.03		na	na
S371	18S	rep1	Allen	Allen	library-2			Sample 43	P1604	Cycle 1	1	1	200um	na	350	400	375		day	11.49		33.03124	-122.9335
S372	18S	rep1	Allen	Allen	library-2			Sample 44	P1604	Cycle 1	1	2	200um	na	300	350	325		day	15.02		33.03124	-122.9335
S373	18S	rep1	Allen	Allen	library-2			Sample 45	P1604	Cycle 1	1	3	200um	na	250	300	275		day	13.36		33.03124	-122.9335
S374	18S	rep1	Allen	Allen	library-2			Sample 46	P1604	Cycle 1	1	4	200um	na	200	250	225		day	13.2		33.03124	-122.9335
S375	18S	rep1	Allen	Allen	library-2			Sample 47	P1604	Cycle 1	1	5	200um	na	150	200	175		day	16.36		33.03124	-122.9335
S376	18S	rep1	Allen	Allen	library-2			Sample 48	P1604	Cycle 1	1	6	200um	na	100	150	125		day	15.5		33.03124	-122.9335
S377	18S	rep1	Allen	Allen	library-2			Sample 49	P1604	Cycle 1	1	7	200um	na	50	100	75		day	17.44		33.03124	-122.9335
S378	18S	rep1	Allen	Allen	library-2			Sample 50	P1604	Cycle 1	1	8	200um	na	0	50	25		day	16.76		33.03124	-122.9335
S379	18S	rep1	Allen	Allen	library-2			Sample 51	P1604	Cycle 2	1	1	200um	na	350	400	375		day	9.59		33.5584	-122.1327
S380	18S	rep1	Allen	Allen	library-2			Sample 52	P1604	Cycle 2	1	2	200um	na	300	350	325		day	13.07		33.5584	-122.1327
S381	18S	rep1	Allen	Allen	library-2			Sample 53	P1604	Cycle 2	1	3	200um	na	250	300	275		day	16.35		33.5584	-122.1327
S382	18S	rep1	Allen	Allen	library-2			Sample 54	P1604	Cycle 2	1	4	200um	na	200	250	225		day	16.51		33.5584	-122.1327
S383	18S	rep1	Allen	Allen	library-2			Sample 55	P1604	Cycle 2	1	5	200um	na	150	200	175		day	16.69		33.5584	-122.1327
S384	18S	rep1	Allen	Allen	library-2			Sample 56	P1604	Cycle 2	1	6	200um	na	100	150	125		day	13.8		33.5584	-122.1327
S385	18S	rep1	Allen	Allen	library-2			Sample 57	P1604	Cycle 2	1	7	200um	na	50	100	75		day	16.45		33.5584	-122.1327
S386	18S	rep1	Allen	Allen	library-2			Sample 58	P1604	Cycle 2	1	8	200um	na	0	50	25		day	16.24		33.5584	-122.1327
S387	18S	rep1	Allen	Allen	library-2			Sample 61	P1604	Cycle 3	1	1	200um	na	350	400	375		day	8.59		34.73994	-121.2671
S388	18S	rep1	Allen	Allen	library-2			Sample 62	P1604	Cycle 3	1	2	200um	na	300	350	325		day	12.13		34.73994	-121.2671
S389	18S	rep1	Allen	Allen	library-2			Sample 63	P1604	Cycle 3	1	3	200um	na	250	300	275		day	13.75		34.73994	-121.2671
S390	18S	rep1	Allen	Allen	library-2			Sample 64	P1604	Cycle 3	1	4	200um	na	200	250	225		day	15.25		34.73994	-121.2671
S391	18S	rep1	Allen	Allen	library-2			Sample 65	P1604	Cycle 3	1	5	200um	na	150	200	175		day	14.4		34.73994	-121.2671
S392	18S	rep1	Allen	Allen	library-2			Sample 66	P1604	Cycle 3	1	6	200um	na	100	150	125		day	16.17		34.73994	-121.2671
S393	18S	rep1	Allen	Allen	library-2			Sample 67	P1604	Cycle 3	1	7	200um	na	50	100	75		day	16.81		34.73994	-121.2671
S394	18S	rep1	Allen	Allen	library-2			Sample 68	P1604	Cycle 3	1	8	200um	na	0	50	25		day	19.43		34.73994	-121.2671
S395	18S	rep1	Allen	Allen	library-2			Sample 69	P1604	Cycle 3	1	8	200um	na	0	50	25		day	11.2		34.73994	-121.2671
S396	18S	rep1	Allen	Allen	library-2			Sample 70	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	13.34		34.49348	-120.7343
S397	18S	rep1	Allen	Allen	library-2			Sample 71	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	14.76		34.49348	-120.7343
S398	18S	rep1	Allen	Allen	library-2			Sample 72	P1604	Cycle 4	1	3	200um	na	125	150	137.5		day	13.83		34.49348	-120.7343
S399	18S	rep1	Allen	Allen	library-2			Sample 73	P1604	Cycle 4	1	4	200um	na	100	125	112.5		day	15.66		34.49348	-120.7343
S400	18S	rep1	Allen	Allen	library-2			Sample 74	P1604	Cycle 4	1	5	200um	na	75	100	87.5		day	15.23		34.49348	-120.7343
S401	18S	rep1	Allen	Allen	library-2			Sample 75	P1604	Cycle 4	1	6	200um	na	50	75	62.5		day	14.03		34.49348	-120.7343
S402	18S	rep1	Allen	Allen	library-2			Sample 76	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	17.4		34.49348	-120.7343
S403	18S	rep1	Allen	Allen	library-2			Sample 77	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	10.14		34.49348	-120.7343
S404	18S	rep1	Allen	Allen	library-2			Sample 78	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	16.01		34.49348	-120.7343
S405	18S	rep1	Allen	Allen	library-2			Sample 79	P1604	Cycle 4	1	8	200um	na	0	25	12.5		day	12.12		34.49348	-120.7343
S406	18S	rep1	Allen	Allen	library-2			NC	na	na	na	na	na	na	na	na	#VALUE!		na	0.03		na	na
S407	18S	rep1	Allen	Allen	library-2			Sample 5	P1604	Cycle 1	1	5	200um	na	150	200	175		day	15.58		33.03124	-122.9335
S408	18S	rep1	Allen	Allen	library-2			Sample 26	P1604	Cycle 3	1	8	200um	na	0	50	25		day	13.69		34.73994	-121.2671
S409	18S	rep1	Allen	Allen	library-2			Sample 29	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	14.79		34.49348	-120.7343
S410	18S	rep1	Allen	Allen	library-2			NC	na	na	na	na	na	na	na	na	#VALUE!		na	0.03		na	na
S411	18S	rep2	Allen	Allen	library-2			Sample 43	P1604	Cycle 1	1	1	200um	na	350	400	375		day	4.95		33.03124	-122.9335
S412	18S	rep2	Allen	Allen	library-2			Sample 44	P1604	Cycle 1	1	2	200um	na	300	350	325		day	6.57		33.03124	-122.9335
S413	18S	rep2	Allen	Allen	library-2			Sample 45	P1604	Cycle 1	1	3	200um	na	250	300	275		day	9.46		33.03124	-122.9335
S414	18S	rep2	Allen	Allen	library-2			Sample 46	P1604	Cycle 1	1	4	200um	na	200	250	225		day	11.8		33.03124	-122.9335
S415	18S	rep2	Allen	Allen	library-2			Sample 47	P1604	Cycle 1	1	5	200um	na	150	200	175		day	9.97		33.03124	-122.9335
S416	18S	rep2	Allen	Allen	library-2			Sample 48	P1604	Cycle 1	1	6	200um	na	100	150	125		day	14.34		33.03124	-122.9335
S417	18S	rep2	Allen	Allen	library-2			Sample 49	P1604	Cycle 1	1	7	200um	na	50	100	75		day	14.98		33.03124	-122.9335
S418	18S	rep2	Allen	Allen	library-2			Sample 50	P1604	Cycle 1	1	8	200um	na	0	50	25		day	11.47		33.03124	-122.9335
S419	18S	rep2	Allen	Allen	library-2			Sample 51	P1604	Cycle 2	1	1	200um	na	350	400	375		day	10.82		33.5584	-122.1327
S420	18S	rep2	Allen	Allen	library-2			Sample 52	P1604	Cycle 2	1	2	200um	na	300	350	325		day	9.45		33.5584	-122.1327
S421	18S	rep2	Allen	Allen	library-2			Sample 53	P1604	Cycle 2	1	3	200um	na	250	300	275		day	6		33.5584	-122.1327
S422	18S	rep2	Allen	Allen	library-2			Sample 54	P1604	Cycle 2	1	4	200um	na	200	250	225		day	13.04		33.5584	-122.1327
S423	18S	rep2	Allen	Allen	library-2			Sample 55	P1604	Cycle 2	1	5	200um	na	150	200	175		day	11.78		33.5584	-122.1327
S424	18S	rep2	Allen	Allen	library-2			Sample 56	P1604	Cycle 2	1	6	200um	na	100	150	125		day	13.41		33.5584	-122.1327
S425	18S	rep2	Allen	Allen	library-2			Sample 57	P1604	Cycle 2	1	7	200um	na	50	100	75		day	15.35		33.5584	-122.1327
S426	18S	rep2	Allen	Allen	library-2			Sample 58	P1604	Cycle 2	1	8	200um	na	0	50	25		day	13.95		33.5584	-122.1327
S427	18S	rep2	Allen	Allen	library-2			Sample 61	P1604	Cycle 3	1	1	200um	na	350	400	375		day	11.71		34.73994	-121.2671
S428	18S	rep2	Allen	Allen	library-2			Sample 62	P1604	Cycle 3	1	2	200um	na	300	350	325		day	9.53		34.73994	-121.2671
S429	18S	rep2	Allen	Allen	library-2			Sample 63	P1604	Cycle 3	1	3	200um	na	250	300	275		day	12.56		34.73994	-121.2671
S430	18S	rep2	Allen	Allen	library-2			Sample 64	P1604	Cycle 3	1	4	200um	na	200	250	225		day	7.01		34.73994	-121.2671
S431	18S	rep2	Allen	Allen	library-2			Sample 65	P1604	Cycle 3	1	5	200um	na	150	200	175		day	9.82		34.73994	-121.2671
S432	18S	rep2	Allen	Allen	library-2			Sample 66	P1604	Cycle 3	1	6	200um	na	100	150	125		day	12.9		34.73994	-121.2671
S433	18S	rep2	Allen	Allen	library-2			Sample 67	P1604	Cycle 3	1	7	200um	na	50	100	75		day	14.61		34.73994	-121.2671
S434	18S	rep2	Allen	Allen	library-2			Sample 68	P1604	Cycle 3	1	8	200um	na	0	50	25		day	14.47		34.73994	-121.2671
S435	18S	rep2	Allen	Allen	library-2			Sample 69	P1604	Cycle 3	1	8	200um	na	0	50	25		day	9.81		34.73994	-121.2671
S436	18S	rep2	Allen	Allen	library-2			Sample 70	P1604	Cycle 4	1	1	200um	na	175	200	187.5		day	9.17		34.49348	-120.7343
S437	18S	rep2	Allen	Allen	library-2			Sample 71	P1604	Cycle 4	1	2	200um	na	150	175	162.5		day	16.08		34.49348	-120.7343
S438	18S	rep2	Allen	Allen	library-2			Sample 72	P1604	Cycle 4	1	3	200um	na	125	150	137.5		day	10.12		34.49348	-120.7343
S439	18S	rep2	Allen	Allen	library-2			Sample 73	P1604	Cycle 4	1	4	200um	na	100	125	112.5		day	13.59		34.49348	-120.7343
S440	18S	rep2	Allen	Allen	library-2			Sample 74	P1604	Cycle 4	1	5	200um	na	75	100	87.5		day	15.26		34.49348	-120.7343
S441	18S	rep2	Allen	Allen	library-2			Sample 75	P1604	Cycle 4	1	6	200um	na	50	75	62.5		day	14.48		34.49348	-120.7343
S442	18S	rep2	Allen	Allen	library-2			Sample 76	P1604	Cycle 4	1	7	200um	na	25	50	37.5		day	14.18		34.49348	-120.7343
